gen,specEquation,range,seed,topAEquation,topPEquation,correlation,covariance,AMean,PMean,AStd,PStd,AVar,PVar,ASkew,PSkew,AExKur,PExKur,topAMean,topPMean,topABest,topPBest,topAMeanDelta,topPMeanDelta,topABestDelta,topPBestDelta,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
22,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((((x)-(9))*((x)*((x)+(3))))-(((2)*(2))+((x)*((0)+(8)))))*((((x)*(5))*((7)/(7)))-(((0)*(x))+((x)*((x)+(x)))))),((0)/(x)),-0.3568297927032641,-0.00000000016871404591255928,-0.8106837699621225,0.000001433775754414336,0.600110391189951,0.00000007681086611771627,0.0036698123054604427,0.00000000000000006091670619406059,0.39992699859774955,-0.366404721481738,0.4754935118888213,0.030722630999828304,-0.6390782393078377,0.000001451050161094027,0.9995487515675007,0.0000015249131413796015,462767.0227129692,640.2018995771741,22699793.00883305,640.2018995771741,DeleteTerminalR|AddRandomSubTreeR|DeleteTerminalR|DivXD|AddXD|SubXD|MutateTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddToLeafX|SkipD|MutateNonTerminalR|AddTreeWithDiv|MutateNonTerminalR|AddTreeWithDiv|AddTreeWithAdd,DeleteNonTerminalR|AddTreeWithSub|AddToLeafX|DeleteTerminalR|AddTreeWithSub|SubXD|MultXD|ReplaceBranchR|ReplaceBranchR|SubXD|AddRandomSubTreeR|FellTreeD|AddToLeafR|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithDiv,MutateNonTerminalR,AddTreeWithSub,0,0,6,13,0
23,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((7)*(9))*((3)-(x))),(0),NaN,0,-0.9527101012018746,0,0.022991922225255458,0,0.000008723862134676984,0,-0.2539946408452711,NaN,-0.25175466913820665,NaN,-0.9470409893573174,0,-0.9322093739000891,0,542.4721746337189,640.2028758309526,694.3960605367004,640.2028758309526,DeleteTerminalR|AddRandomSubTreeR|DeleteTerminalR|DivXD|AddXD|SubXD|MutateTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddToLeafX|SkipD|MutateNonTerminalR|AddTreeWithDiv|MutateNonTerminalR|AddTreeWithDiv|AddTreeWithAdd,DeleteNonTerminalR|AddTreeWithSub|AddToLeafX|DeleteTerminalR|AddTreeWithSub|SubXD|MultXD|ReplaceBranchR|ReplaceBranchR|SubXD|AddRandomSubTreeR|FellTreeD|AddToLeafR|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithDiv,DeleteTerminalR,ReplaceBranchR,0,0,2,1,0
24,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(0),((x)*((9)*(7))),NaN,0,-0.9374999999999999,0.006187142364216975,0,0.07407330106176242,0,0.0002117662818393883,NaN,-0.5258629274287995,NaN,0.261462057736082,-0.9374999999999999,0.029614210365316248,-0.9374999999999999,0.4676719946340729,640.2028758309526,621.2986491617507,640.2028758309526,340.7979199206213,DeleteTerminalR|AddRandomSubTreeR|DeleteTerminalR|DivXD|AddXD|SubXD|MutateTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddToLeafX|SkipD|MutateNonTerminalR|AddTreeWithDiv|MutateNonTerminalR|AddTreeWithDiv|AddTreeWithAdd,DeleteNonTerminalR|AddTreeWithSub|AddToLeafX|DeleteTerminalR|AddTreeWithSub|SubXD|MultXD|ReplaceBranchR|ReplaceBranchR|SubXD|AddRandomSubTreeR|FellTreeD|AddToLeafR|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithDiv,MutateNonTerminalR,AddTreeWithSub,0,0,1,4,0
25,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((((x)*(x))*((x)+(7)))+(((5)+(8))*((0)*((x)*(5)))))+(((5)-((0)*(x)))*(((8)-(x))*((x)/((x)/(x)))))),((((x)*(x))*((x)*(x)))/((x)-((x)+(x)))),0.014768143260300598,0.000013873993462143076,-0.9418967541736343,-0.45683075643217597,0.33066678525274096,0.48282187422400086,0.00026768433940059034,0.0032970703495774512,0.952610372678112,-0.25550348115704397,0.5397068623420473,-0.23842004715246867,-0.89676142882571,-0.3226033172657999,0.9744709401650856,0.6005501090432678,NaN,NaN,401238.66995236004,255.7289689408604,DeleteTerminalR|AddRandomSubTreeR|DeleteTerminalR|DivXD|AddXD|SubXD|MutateTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddToLeafX|SkipD|MutateNonTerminalR|AddTreeWithDiv|MutateNonTerminalR|AddTreeWithDiv|AddTreeWithAdd,DeleteNonTerminalR|AddTreeWithSub|AddToLeafX|DeleteTerminalR|AddTreeWithSub|SubXD|MultXD|ReplaceBranchR|ReplaceBranchR|SubXD|AddRandomSubTreeR|FellTreeD|AddToLeafR|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithDiv,DeleteTerminalR,ReplaceBranchR,0,0,1,4,0
26,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(0),(((x)*(x))*((x)+(x))),NaN,0,-0.9374999999999999,-0.06841189851326857,0,0.05753438956889485,0,0.001171165715355359,NaN,-0.4161766057268703,NaN,-0.36760319157893484,-0.9374999999999999,0.0003297445931966531,-0.9374999999999999,0.6087934318916176,640.2028758309526,643.3098517174443,640.2028758309526,250.45156994694383,DeleteTerminalR|AddRandomSubTreeR|DeleteTerminalR|DivXD|AddXD|SubXD|MutateTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddToLeafX|SkipD|MutateNonTerminalR|AddTreeWithDiv|MutateNonTerminalR|AddTreeWithDiv|AddTreeWithAdd,DeleteNonTerminalR|AddTreeWithSub|AddToLeafX|DeleteTerminalR|AddTreeWithSub|SubXD|MultXD|ReplaceBranchR|ReplaceBranchR|SubXD|AddRandomSubTreeR|FellTreeD|AddToLeafR|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithDiv,DeleteTerminalR,AddTreeWithSub,0,0,1,3,0
27,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((9)*(7)),((((9)-(0))+((1)-((0)-(0))))*(((x)*(x))/((6)*((x)+(x))))),-0.010324424493824905,-0.00000004293158857161523,-0.937538567255617,-0.11500178691860433,0.0002769741837361435,0.3104332970922629,0.000000008689167459080612,0.001989958618965139,-0.43263532229853485,0.12712134514265738,-0.2762566458501783,0.16371668381930027,-0.9373750304538129,-0.00028175995546180464,-0.9364535968330467,0.9875528695260676,641.4829696367178,1265.0992326752012,650.9214408991473,7.968688725254626,DeleteTerminalR|AddRandomSubTreeR|DeleteTerminalR|DivXD|AddXD|SubXD|MutateTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddToLeafX|SkipD|MutateNonTerminalR|AddTreeWithDiv|MutateNonTerminalR|AddTreeWithDiv|AddTreeWithAdd,DeleteNonTerminalR|AddTreeWithSub|AddToLeafX|DeleteTerminalR|AddTreeWithSub|SubXD|MultXD|ReplaceBranchR|ReplaceBranchR|SubXD|AddRandomSubTreeR|FellTreeD|AddToLeafR|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithDiv,MutateNonTerminalR,AddTreeWithDiv,0,0,1,5,0
28,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((((x)*(2))+((6)+(6)))*(((3)*(x))*((5)*(7))))+(((8)+((x)-(2)))/(((9)-(2))-((5)*((x)+(x)))))),(((((9)-(1))-((0)*(0)))-(((7)+(x))*((x)*(x))))/(((8)-((9)*(6)))*((8)-((0)*((x)*(x)))))),-0.24399089053917827,-0.00026790328159643925,-0.8920205896277902,-0.08462032745876295,0.4732760227988051,0.14944184485442144,0.0012678477906481733,0.0009509150573212689,0.36421166807104544,0.09138632750573729,-0.27537915750742936,-0.3565039082017103,-0.8085069093400385,-0.009913124708768775,0.9730150590685619,0.7551427164036347,NaN,NaN,379591.196412872,156.7583371265482,DeleteTerminalR|AddRandomSubTreeR|DeleteTerminalR|DivXD|AddXD|SubXD|MutateTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddToLeafX|SkipD|MutateNonTerminalR|AddTreeWithDiv|MutateNonTerminalR|AddTreeWithDiv|AddTreeWithAdd,DeleteNonTerminalR|AddTreeWithSub|AddToLeafX|DeleteTerminalR|AddTreeWithSub|SubXD|MultXD|ReplaceBranchR|ReplaceBranchR|SubXD|AddRandomSubTreeR|FellTreeD|AddToLeafR|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithDiv,AddRandomSubTreeR,AddTreeWithSub,0,0,1,1,0
29,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((((x)*(7))*((0)-(7)))*((x)*((8)-(x)))),(((x)*((x)*(x)))+((5)-((x)-(5)))),0.11943183222764486,0.00007167135765465258,-0.9309575518677877,-0.21804391781301613,0.24378606911059755,0.3339964471911587,0.00010578855339678628,0.003404179046897007,2.348532477410183,-0.4859748244985951,6.864947901815794,0.5411322378392716,-0.884307286813464,-0.09488406425309678,0.4148344900708904,0.6341040534339499,1251.4409242356055,3322.619429244773,17504.869715469336,234.24763724647377,DeleteTerminalR|AddRandomSubTreeR|DeleteTerminalR|DivXD|AddXD|SubXD|MutateTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddToLeafX|SkipD|MutateNonTerminalR|AddTreeWithDiv|MutateNonTerminalR|AddTreeWithDiv|AddTreeWithAdd,DeleteNonTerminalR|AddTreeWithSub|AddToLeafX|DeleteTerminalR|AddTreeWithSub|SubXD|MultXD|ReplaceBranchR|ReplaceBranchR|SubXD|AddRandomSubTreeR|FellTreeD|AddToLeafR|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithDiv,AddRandomSubTreeR,SubXD,0,0,2,4,0
30,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((x)*(x)),((((x)*(x))+((8)*((x)-(1))))+(((9)-(1))-((6)-((3)-(x))))),0.12091658174008779,0.00000033372054854672586,-0.9385014104421077,-0.0306148087012275,0.0010415326909459465,0.12426073919192784,0.000000021315937573044735,0.00035734666650521433,0.22830549950700524,0.15360813134444778,-0.1461213444918701,-0.7437135428641621,-0.9381683855403766,0.006774437086964218,-0.9361150957943566,0.6590476180379525,633.3564383091459,638.7982358182286,654.3887903142052,218.27869545351624,DeleteTerminalR|AddRandomSubTreeR|DeleteTerminalR|DivXD|AddXD|SubXD|MutateTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddToLeafX|SkipD|MutateNonTerminalR|AddTreeWithDiv|MutateNonTerminalR|AddTreeWithDiv|AddTreeWithAdd,DeleteNonTerminalR|AddTreeWithSub|AddToLeafX|DeleteTerminalR|AddTreeWithSub|SubXD|MultXD|ReplaceBranchR|ReplaceBranchR|SubXD|AddRandomSubTreeR|FellTreeD|AddToLeafR|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithDiv,MutateNonTerminalR,AddTreeWithDiv,0,0,1,1,0
31,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((((0)+(x))*((6)+((4)/(3))))/(((2)*(x))*((x)-((x)/(x))))),((9)*(x)),0.005176911300262318,0.00000001975434104800895,-0.9445010839465866,0.0006235481869156234,0.011248399356980413,0.020161853345510145,0.000005515799131469344,0.000002639825408525581,-0.5155353605781354,0.5061603784940866,0.2709969981778513,0.11535979286997522,-0.9397042507597647,0.005286183331323611,-0.9238458644196808,0.07377034044034662,617.6241930236899,636.8281432339902,780.065545679051,592.9748917300143,DeleteTerminalR|AddRandomSubTreeR|DeleteTerminalR|DivXD|AddXD|SubXD|MutateTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddToLeafX|SkipD|MutateNonTerminalR|AddTreeWithDiv|MutateNonTerminalR|AddTreeWithDiv|AddTreeWithAdd,DeleteNonTerminalR|AddTreeWithSub|AddToLeafX|DeleteTerminalR|AddTreeWithSub|SubXD|MultXD|ReplaceBranchR|ReplaceBranchR|SubXD|AddRandomSubTreeR|FellTreeD|AddToLeafR|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithDiv,MutateNonTerminalR,AddTreeWithSub,0,0,1,3,0
32,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((((7)*(x))*((9)*((9)-(0))))+((8)*((x)+((x)*(x))))),((x)*(9)),-0.2844641803287951,-0.00007172436590360477,-0.9356359098363809,0.012697782555919468,0.3413477309281714,0.020977109408033285,0.00022238925683848473,0.00028586728403240077,8.000000000000004,-6.064035701342545,64.00000000000003,40.549996422445155,-0.8181982295283803,0.020074624491918398,0.9528514642670642,0.07377034044034662,5194.131161604981,627.3510435000001,217254.80662466877,592.9748917300143,SubXD|SkipD|AddTreeWithDiv|AddRandomSubTreeR|AddToLeafR|AddRandomSubTreeR|AddToLeafX|MultXD|AddTreeWithSub|DivXD|AddTreeWithAdd|AddTreeWithMult|AddTreeWithAdd|DeleteNonTerminalR|AddTreeWithSub|DeleteNonTerminalR,DeleteNonTerminalR|AddTreeWithSub|AddToLeafX|DeleteTerminalR|AddTreeWithSub|SubXD|MultXD|ReplaceBranchR|ReplaceBranchR|SubXD|AddRandomSubTreeR|FellTreeD|AddToLeafR|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithDiv,DeleteNonTerminalR,AddTreeWithSub,0,0,4,3,0
33,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((((x)*(5))*((8)-((2)*(x))))+(((2)*((x)*(8)))*((9)-((x)*(3)))))*((((2)*(x))+((x)/((5)/(8))))/(((2)+(x))+((x)*((x)/((2)*(x))))))),((((x)+(2))*((1)+(8)))*((5)+((2)-(x)))),0.013826860016059277,0.00001670344679162076,-0.9288005853558743,-0.08630458439231917,0.5124323678186853,0.24842111492726682,0.0012104180538683703,0.0012056733769023203,1.343304462721383,-0.26584467110118115,1.2316053842355958,-0.46103864865844413,-0.8120747517539824,-0.02296996163009815,0.9999590582990607,0.4020715827686312,NaN,NaN,250191022.3141695,382.79549225257205,SubXD|SkipD|AddTreeWithDiv|AddRandomSubTreeR|AddToLeafR|AddRandomSubTreeR|AddToLeafX|MultXD|AddTreeWithSub|DivXD|AddTreeWithAdd|AddTreeWithMult|AddTreeWithAdd|DeleteNonTerminalR|AddTreeWithSub|DeleteNonTerminalR,DeleteNonTerminalR|AddTreeWithSub|AddToLeafX|DeleteTerminalR|AddTreeWithSub|SubXD|MultXD|ReplaceBranchR|ReplaceBranchR|SubXD|AddRandomSubTreeR|FellTreeD|AddToLeafR|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithDiv,AddTreeWithSub,AddTreeWithDiv,0,0,1,4,0
34,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((((x)*(x))*((6)+(x)))+(((2)+(4))+((3)*(8))))-(((6)/((8)+(1)))*(((4)*(x))*((x)/((x)*(x)))))),((((4)+((0)-(x)))-((0)/((0)-(3))))+(((2)*(x))*((1)*((x)*((x)-(6)))))),0.0363003707922006,0.00003866922583800979,-0.9429222272644471,-0.4172153126381034,0.3116603561115658,0.41487405609986006,0.00019123782748928822,0.005933829063002075,2.2202407196188347,0.6972474961053104,7.425225046285011,0.7360229555125093,-0.8771255612355924,-0.186914225325261,0.6856534685631203,0.8156541602706692,NaN,NaN,32585.840748658204,118.01873674218947,SubXD|SkipD|AddTreeWithDiv|AddRandomSubTreeR|AddToLeafR|AddRandomSubTreeR|AddToLeafX|MultXD|AddTreeWithSub|DivXD|AddTreeWithAdd|AddTreeWithMult|AddTreeWithAdd|DeleteNonTerminalR|AddTreeWithSub|DeleteNonTerminalR,DeleteNonTerminalR|AddTreeWithSub|AddToLeafX|DeleteTerminalR|AddTreeWithSub|SubXD|MultXD|ReplaceBranchR|ReplaceBranchR|SubXD|AddRandomSubTreeR|FellTreeD|AddToLeafR|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithDiv,DeleteNonTerminalR,SubXD,0,0,1,2,0
35,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((7)-(x)),(((x)*((x)+(9)))+((0)*((6)*(x)))),-0.07064546351215459,-0.000012693224852606837,-0.9505250668085238,0.03878507346786322,0.007816826964249844,0.31892662431764884,0.00002204653535518872,0.0014643167821543678,0.5016768210421563,-0.18707083811435196,-0.18403476195055024,0.025400005365755707,-0.938451523529272,0.1447216857100782,-0.936896091628251,0.7965974841893532,630.4561862331811,632.2647959960495,646.3888578522649,130.21887557322694,DeleteTerminalR|AddRandomSubTreeR|DeleteTerminalR|DivXD|AddXD|SubXD|MutateTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddToLeafX|SkipD|MutateNonTerminalR|AddTreeWithDiv|MutateNonTerminalR|AddTreeWithDiv|AddTreeWithAdd,DeleteNonTerminalR|AddTreeWithSub|AddToLeafX|DeleteTerminalR|AddTreeWithSub|SubXD|MultXD|ReplaceBranchR|ReplaceBranchR|SubXD|AddRandomSubTreeR|FellTreeD|AddToLeafR|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithDiv,MutateNonTerminalR,ReplaceBranchR,0,0,4,1,0
36,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((((x)*(x))*((x)-(x)))*(((7)*(5))*((3)*((9)*(7)))))*((((5)*(5))+((5)*(4)))-(((2)/(x))/((x)*((x)/(x)))))),(((x)*(x))*((x)-(0))),0.030780288354528847,0.000015131017966153435,-0.9179220032839746,0.009360513100552473,0.42975364710507347,0.10617948625429595,0.0015563999908931494,0.00015526361949317802,1.1911765574002056,-0.09748299192117116,0.007072998558731225,-0.7134361538182521,-0.8137063378109379,0.036646890859102055,0.8958699825363714,0.6005462915314183,38287.50264866104,617.2589298796188,2232174.9225404514,255.73141292292496,SubXD|SkipD|AddTreeWithDiv|AddRandomSubTreeR|AddToLeafR|AddRandomSubTreeR|AddToLeafX|MultXD|AddTreeWithSub|DivXD|AddTreeWithAdd|AddTreeWithMult|AddTreeWithAdd|DeleteNonTerminalR|AddTreeWithSub|DeleteNonTerminalR,DeleteNonTerminalR|AddTreeWithSub|AddToLeafX|DeleteTerminalR|AddTreeWithSub|SubXD|MultXD|ReplaceBranchR|ReplaceBranchR|SubXD|AddRandomSubTreeR|FellTreeD|AddToLeafR|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithDiv,AddRandomSubTreeR,SubXD,0,0,2,1,0
37,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((9)*(9))*((8)+(x))),((((x)*((x)/(8)))/(((6)+(6))-((7)-(9))))*(((9)-(8))+((1)-((x)+((x)*(x)))))),0.5759104857599759,0.00025770307919500306,-0.9460810697014814,-0.6112161638630585,0.004001862266586462,0.4984188686374197,0.000043419279014386145,0.004611546966898742,0.1616992608010975,-0.2974550649067303,-1.4827709566419252,0.09576184650163411,-0.9370705174298706,-0.4809153392055204,-0.9061630095378543,0.9584686665281331,644.602171455211,15593.920276147126,961.1953784509972,26.588479125783454,DeleteTerminalR|AddRandomSubTreeR|DeleteTerminalR|DivXD|AddXD|SubXD|MutateTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddToLeafX|SkipD|MutateNonTerminalR|AddTreeWithDiv|MutateNonTerminalR|AddTreeWithDiv|AddTreeWithAdd,DeleteNonTerminalR|AddTreeWithSub|AddToLeafX|DeleteTerminalR|AddTreeWithSub|SubXD|MultXD|ReplaceBranchR|ReplaceBranchR|SubXD|AddRandomSubTreeR|FellTreeD|AddToLeafR|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithDiv,AddRandomSubTreeR,AddTreeWithSub,0,0,1,1,0
38,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((((x)*(x))*((x)*((4)*(9))))*(((9)*(x))*((x)+((5)+(9)))))-((((x)-(x))/((1)*(9)))*(((7)*(6))-((2)-((5)/(x)))))),((((x)*(9))+((4)-(6)))*((9)+((3)-((x)-(x))))),-0.2646211683498429,-0.00018498988336117743,-0.9357996275413524,-0.1839445028380816,0.27264711608212533,0.35090456706379186,0.00019007746394816103,0.00257108339206729,0.6277671852239547,-0.5586689718561956,-0.9651855679531431,0.11799951240051021,-0.9034966091440203,-0.0880983206880819,0.7612398247175809,0.5935092647544675,NaN,NaN,66437.80460209427,260.2365377028283,DeleteTerminalR|AddRandomSubTreeR|DeleteTerminalR|DivXD|AddXD|SubXD|MutateTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddToLeafX|SkipD|MutateNonTerminalR|AddTreeWithDiv|MutateNonTerminalR|AddTreeWithDiv|AddTreeWithAdd,DeleteNonTerminalR|AddTreeWithSub|AddToLeafX|DeleteTerminalR|AddTreeWithSub|SubXD|MultXD|ReplaceBranchR|ReplaceBranchR|SubXD|AddRandomSubTreeR|FellTreeD|AddToLeafR|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithDiv,AddTreeWithDiv,ReplaceBranchR,0,0,2,1,0
39,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((x)*(9))*((x)-(x))),((((9)/((9)/(7)))/(((5)*(8))*((6)+(0))))/(((4)-(7))+((x)+((3)*((8)*(x)))))),-0.016611587735558913,-0.0000006216388203754867,-0.9376532219939173,-0.48045337939273847,0.004160935480233991,0.5091363763284277,0.0000003052234479227385,0.00458813378215971,-0.2556043032561427,-0.3831147545707822,-0.46900002057227086,-0.5391938162974785,-0.9364979018527676,-0.3676541666625438,-0.9166318668991248,0.5580002922403922,650.4676136825216,12690.687678932703,853.9602970214065,282.96948402414154,DeleteTerminalR|AddRandomSubTreeR|DeleteTerminalR|DivXD|AddXD|SubXD|MutateTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddToLeafX|SkipD|MutateNonTerminalR|AddTreeWithDiv|MutateNonTerminalR|AddTreeWithDiv|AddTreeWithAdd,DeleteNonTerminalR|AddTreeWithSub|AddToLeafX|DeleteTerminalR|AddTreeWithSub|SubXD|MultXD|ReplaceBranchR|ReplaceBranchR|SubXD|AddRandomSubTreeR|FellTreeD|AddToLeafR|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithDiv,MutateNonTerminalR,SubXD,0,0,3,3,0
40,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((((x)*((9)+(2)))*((8)*((9)*(x))))*(((8)/(x))+((0)+((x)-(x))))),((x)*(9)),0.05233672439125977,0.0000005587295186025171,-0.94147227617063,0.016014504041420817,0.1997214598128175,0.022105061793464297,0.00001931429041817516,0.000005900806858217672,2.0789365338207624,0.09972554116457612,8.052188643282918,-0.7799400284066711,-0.9200055444299751,0.02109768800751732,0.6445441344394705,0.07377034044034662,1120.0692602785996,626.6960752951558,36088.11796799913,592.9748917300143,DeleteTerminalR|AddRandomSubTreeR|DeleteTerminalR|DivXD|AddXD|SubXD|MutateTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddToLeafX|SkipD|MutateNonTerminalR|AddTreeWithDiv|MutateNonTerminalR|AddTreeWithDiv|AddTreeWithAdd,DeleteNonTerminalR|AddTreeWithSub|AddToLeafX|DeleteTerminalR|AddTreeWithSub|SubXD|MultXD|ReplaceBranchR|ReplaceBranchR|SubXD|AddRandomSubTreeR|FellTreeD|AddToLeafR|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithDiv,DeleteTerminalR,SubXD,0,0,2,2,0
41,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((((5)-(x))*((4)*(x)))*((x)*((x)/(x)))),((((x)*(1))-((0)*(x)))+((5)*((7)*(x)))),-0.10066608085438196,-0.000004817311425646851,-0.9367853319866732,-0.08125004440201847,0.030395594519445512,0.2495565728737236,0.0000020779427841789876,0.0011020709106535438,2.51611066290456,-0.12947692190250695,9.271125762077888,0.01009113647523785,-0.929691810799109,-0.00042177840932301324,-0.7800286357683687,0.8308721456340296,720.1840787340344,827.8899150429588,2253.2207997047735,108.27613874821277,DeleteTerminalR|AddRandomSubTreeR|DeleteTerminalR|DivXD|AddXD|SubXD|MutateTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddToLeafX|SkipD|MutateNonTerminalR|AddTreeWithDiv|MutateNonTerminalR|AddTreeWithDiv|AddTreeWithAdd,DeleteNonTerminalR|AddTreeWithSub|AddToLeafX|DeleteTerminalR|AddTreeWithSub|SubXD|MultXD|ReplaceBranchR|ReplaceBranchR|SubXD|AddRandomSubTreeR|FellTreeD|AddToLeafR|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithDiv,MutateNonTerminalR,AddTreeWithSub,0,0,5,1,0
42,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((((x)*(6))-((4)*(0)))+(((5)+(6))*((0)-(9))))/(((1)-((x)+(x)))+((x)*((x)*((x)-(x)))))),((((8)*(x))-((3)+((x)*(5))))*(((9)-(x))-((x)+((x)-(x))))),-0.10894898801001232,-0.000016891210780576978,-0.9443647967456925,-0.015580030135354379,0.329928164754445,0.058912034724630274,0.00024920799774685653,0.00009645243268834002,1.8146453706323558,-0.6971541648561305,4.539662920086659,0.693249116604012,-0.878027364041833,0.0005161779454295942,0.8659121220385227,0.395790309902185,2279.3658470969935,640.2646520451334,76392.0360961941,386.81678120554983,DeleteTerminalR|AddRandomSubTreeR|DeleteTerminalR|DivXD|AddXD|SubXD|MutateTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddToLeafX|SkipD|MutateNonTerminalR|AddTreeWithDiv|MutateNonTerminalR|AddTreeWithDiv|AddTreeWithAdd,DeleteNonTerminalR|AddTreeWithSub|AddToLeafX|DeleteTerminalR|AddTreeWithSub|SubXD|MultXD|ReplaceBranchR|ReplaceBranchR|SubXD|AddRandomSubTreeR|FellTreeD|AddToLeafR|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithDiv,AddTreeWithDiv,AddTreeWithDiv,0,0,6,6,0
43,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((((4)-((7)*(3)))*((x)*((3)+(0))))+(((5)*(4))*((7)-((3)+((0)+(x)))))),((((0)+(x))+((x)*(x)))-((x)*((x)-(x)))),-0.07080960000891906,-0.000029014589370412978,-0.9407208718793847,-0.15408386555746525,0.14867892608190345,0.4714643129913037,0.0000835029202975282,0.0020106983003551474,2.4028132557830983,-0.0218190068503059,5.064430042562089,-0.5524173681347553,-0.9097773070912274,-0.0625314126157614,0.0688470695888334,0.7742214570785138,924.9879578644667,2914.9702756312345,11000.605463134998,144.54407247925764,DeleteTerminalR|AddRandomSubTreeR|DeleteTerminalR|DivXD|AddXD|SubXD|MutateTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddToLeafX|SkipD|MutateNonTerminalR|AddTreeWithDiv|MutateNonTerminalR|AddTreeWithDiv|AddTreeWithAdd,DeleteNonTerminalR|AddTreeWithSub|AddToLeafX|DeleteTerminalR|AddTreeWithSub|SubXD|MultXD|ReplaceBranchR|ReplaceBranchR|SubXD|AddRandomSubTreeR|FellTreeD|AddToLeafR|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithDiv,AddTreeWithDiv,SubXD,0,0,7,10,0
