gen,specEquation,range,seed,topAEquation,topPEquation,correlation,covariance,AMean,PMean,AStd,PStd,AVar,PVar,ASkew,PSkew,AExKur,PExKur,topAMean,topPMean,topABest,topPBest,topAMeanDelta,topPMeanDelta,topABestDelta,topPBestDelta,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
255,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((((x)*((x)*(5)))-(((0)+(2))*((x)*(9))))+(((4)*(x))*((7)+((0)-((x)/(x)))))),(((0)+((x)*(8)))*((7)/((1)+(0)))),0.10922608732603319,0.00009660400945616353,-0.9546883397122745,-0.2408415818762087,0.36937577666784466,0.3685160174783396,0.00027191392642683773,0.0028767763448787624,2.636580142517468,-0.5999461015321852,7.690846489954678,0.7185698368249334,-0.8843137881462244,-0.15229495805550297,0.8457199355778392,0.42471043356171856,NaN,NaN,66393.84065375007,368.30203486932965,DeleteTerminalR|AddRandomSubTreeR|DeleteTerminalR|DivXD|AddXD|SubXD|MutateTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddToLeafX|SkipD|MutateNonTerminalR|AddTreeWithDiv|MutateNonTerminalR|AddTreeWithDiv|AddTreeWithAdd,DeleteNonTerminalR|AddTreeWithSub|AddToLeafX|DeleteTerminalR|AddTreeWithSub|SubXD|MultXD|ReplaceBranchR|ReplaceBranchR|SubXD|AddRandomSubTreeR|FellTreeD|AddToLeafR|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithDiv,DeleteTerminalR,AddTreeWithDiv,0,0,8,2,0
256,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(0),((x)*((9)+(x))),0.3104550389100693,0.00009177265185165902,-0.9525660834347416,0.0022181158972184303,0,0.02628350532655197,0.000021470059892512753,0.0040700137850168214,0.5081239580119133,-3.258195976543724,1.424310227329452,9.024121367368393,-0.9374999999999999,0.026332868876012612,-0.9374999999999999,0.08188780654933482,640.2028758309526,623.3483443758565,640.2028758309526,587.7780665825798,SubXD|ReplaceBranchXR|DivXD|MutateTerminalR|ReplaceBranchXR|ReplaceBranchXR|SkipD|MutateTerminalR|AddTreeWithDiv|DeleteNonTerminalR|DivXD|MutateTerminalR|AddXD|DeleteTerminalR|MutateTerminalR|SubXD,DeleteNonTerminalR|AddTreeWithSub|AddToLeafX|DeleteTerminalR|AddTreeWithSub|SubXD|MultXD|ReplaceBranchR|ReplaceBranchR|SubXD|AddRandomSubTreeR|FellTreeD|AddToLeafR|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithDiv,MutateTerminalR,AddTreeWithDiv,0,0,6,5,0
257,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((((x)-(0))*((x)*(x)))+(((2)*(1))+((x)*((0)*(2)))))*(((5)*((x)*(x)))/(((x)-(x))*((x)-((9)+(x)))))),((((x)*(2))-((x)*((4)-(9))))*((x)-((4)+((x)-(x))))),0.05320252249199793,0.00004836788781929282,-0.9209892996281395,-0.15861966322284088,0.28983187072199595,0.21669324821791303,0.00043225701168214025,0.0019120874473675003,0.7528623783241096,0.6403619200524433,-0.01860124081849701,0.20469193597256918,-0.8679999797519732,-0.04259171384601518,0.8031207643478954,0.24166095130941911,NaN,2143.872297114205,95158.89911715507,485.4908398266187,DeleteTerminalR|AddRandomSubTreeR|DeleteTerminalR|DivXD|AddXD|SubXD|MutateTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddToLeafX|SkipD|MutateNonTerminalR|AddTreeWithDiv|MutateNonTerminalR|AddTreeWithDiv|AddTreeWithAdd,DeleteNonTerminalR|AddTreeWithSub|AddToLeafX|DeleteTerminalR|AddTreeWithSub|SubXD|MultXD|ReplaceBranchR|ReplaceBranchR|SubXD|AddRandomSubTreeR|FellTreeD|AddToLeafR|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithDiv,AddTreeWithDiv,ReplaceBranchR,0,0,2,6,0
258,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((((x)*(7))*((x)*(x)))+((7)*((x)+((6)*(x))))),(0),NaN,0,-0.9331666653234132,0,0.23941483228028124,0,0.00013319700693934617,0,1.0120719558875735,NaN,-0.5729095449678026,NaN,-0.9090702001722928,0,0.9700006899409317,0,5951.262945929207,640.2028758309526,341449.3864401022,640.2028758309526,DeleteTerminalR|AddRandomSubTreeR|DeleteTerminalR|DivXD|AddXD|SubXD|MutateTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddToLeafX|SkipD|MutateNonTerminalR|AddTreeWithDiv|MutateNonTerminalR|AddTreeWithDiv|AddTreeWithAdd,DeleteNonTerminalR|AddTreeWithSub|AddToLeafX|DeleteTerminalR|AddTreeWithSub|SubXD|MultXD|ReplaceBranchR|ReplaceBranchR|SubXD|AddRandomSubTreeR|FellTreeD|AddToLeafR|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithDiv,AddRandomSubTreeR,SubXD,0,0,1,1,0
259,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((x)*((9)/(x))),((((8)-((x)*(x)))*(((3)-(4))-((8)-(8))))+(((8)-((x)/(8)))/((2)/((x)+((x)+(x)))))),0.19433403114501177,0.00000016911491056984733,-0.9375655792962512,-0.34905727701868966,0.00006871689108830408,0.44378455202260825,0.00000000021633892800286479,0.00350051068946498,-0.18218179434098825,-0.17959090853333365,0.23239847982324502,-0.9482506244820321,-0.9375324916896728,-0.23839619967882306,-0.937386481899341,0.22080388867817316,639.8700554602472,8663.691565936642,641.3656696629639,483.137004134926,DeleteTerminalR|AddRandomSubTreeR|DeleteTerminalR|DivXD|AddXD|SubXD|MutateTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddToLeafX|SkipD|MutateNonTerminalR|AddTreeWithDiv|MutateNonTerminalR|AddTreeWithDiv|AddTreeWithAdd,DeleteNonTerminalR|AddTreeWithSub|AddToLeafX|DeleteTerminalR|AddTreeWithSub|SubXD|MultXD|ReplaceBranchR|ReplaceBranchR|SubXD|AddRandomSubTreeR|FellTreeD|AddToLeafR|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithDiv,MutateNonTerminalR,ReplaceBranchR,0,0,3,1,0
260,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((((0)-((9)*(9)))+((5)*((9)-(x))))+(((x)-(x))*((5)*((7)/((x)/(x)))))),(((((x)*(x))*((7)/((x)+(x))))/(((9)*(9))+((0)*((7)*(1)))))-((((7)+(8))+((x)-(x)))*(((4)+(2))*((5)/((9)+((4)+(9))))))),-0.0369134592021108,-0.000010306019170049844,-0.9392776958417833,-0.3534464333212544,0.14873595748206844,0.4289274836676824,0.00001993780821930553,0.003909623954798523,1.4919887844101647,-0.7139393730940938,3.5202889061814404,0.7946996137542093,-0.9233971616610417,-0.23816688028151642,0.2163445598695027,0.6085979509876414,NaN,NaN,13071.10942991667,207.2849220008269,DeleteTerminalR|AddRandomSubTreeR|DeleteTerminalR|DivXD|AddXD|SubXD|MutateTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddToLeafX|SkipD|MutateNonTerminalR|AddTreeWithDiv|MutateNonTerminalR|AddTreeWithDiv|AddTreeWithAdd,DeleteNonTerminalR|AddTreeWithSub|AddToLeafX|DeleteTerminalR|AddTreeWithSub|SubXD|MultXD|ReplaceBranchR|ReplaceBranchR|SubXD|AddRandomSubTreeR|FellTreeD|AddToLeafR|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithDiv,MutateNonTerminalR,AddTreeWithDiv,0,0,1,2,0
261,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((((5)-(9))*((7)*(x)))*(((1)/(8))+((x)+((x)*(x)))))*(((8)*((x)/(4)))-(((1)*(8))+((9)*((x)+(x)))))),(((((8)*(9))*((7)-(2)))*(((0)*(x))+((x)*(2))))/(((9)-((2)*(2)))+(((7)/(8))+((x)-((0)/(8)))))),-0.060074157496189766,-0.00008319220481983855,-0.9294664848086918,-0.5668714271744089,0.3716642096458728,0.4862139601866868,0.0005448201446526685,0.003519951942029458,0.455925603808243,-0.12570887443186382,-0.11358269087004302,0.15411467081437857,-0.8653814197233407,-0.41528885772243784,0.9820897919710361,0.5876335894163746,NaN,NaN,571922.2242829433,263.9981619517244,DeleteTerminalR|AddRandomSubTreeR|DeleteTerminalR|DivXD|AddXD|SubXD|MutateTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddToLeafX|SkipD|MutateNonTerminalR|AddTreeWithDiv|MutateNonTerminalR|AddTreeWithDiv|AddTreeWithAdd,DeleteNonTerminalR|AddTreeWithSub|AddToLeafX|DeleteTerminalR|AddTreeWithSub|SubXD|MultXD|ReplaceBranchR|ReplaceBranchR|SubXD|AddRandomSubTreeR|FellTreeD|AddToLeafR|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithDiv,DeleteTerminalR,ReplaceBranchR,0,0,3,1,0
262,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(0),((((x)-((7)+(9)))/(((5)+(8))*((6)*(5))))+(((2)+((5)/(2)))/((x)-((6)/((x)/(x)))))),NaN,0,-0.9374999999999999,-0.34170781926968224,0,0.38687278046681156,0,0.0031572036171661393,NaN,0.25755449476478975,NaN,0.7083857490132903,-0.9374999999999999,-0.18436088837716968,-0.9374999999999999,0.35762908320145026,640.2028758309526,6197.081600287953,640.2028758309526,385.808245223891,DeleteTerminalR|AddRandomSubTreeR|DeleteTerminalR|DivXD|AddXD|SubXD|MutateTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddToLeafX|SkipD|MutateNonTerminalR|AddTreeWithDiv|MutateNonTerminalR|AddTreeWithDiv|AddTreeWithAdd,DeleteNonTerminalR|AddTreeWithSub|AddToLeafX|DeleteTerminalR|AddTreeWithSub|SubXD|MultXD|ReplaceBranchR|ReplaceBranchR|SubXD|AddRandomSubTreeR|FellTreeD|AddToLeafR|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithDiv,AddTreeWithDiv,ReplaceBranchR,0,0,1,6,0
263,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((9)+(8)),((((0)+(0))-((2)*((5)-(6))))-(((x)*(4))+((x)+((1)*(x))))),-0.061744523791893005,-0.00000002449816650238042,-0.9374941268348238,-0.010154684507186592,0.00016657834301996466,0.0476847773559631,0.0000000009406474807915943,0.00016735680508289815,-0.013392161335590739,-0.2502656377082723,0.008722552946976325,-0.11516646056575208,-0.9374297127929108,0.017777914094394526,-0.9372753014921011,0.73394273497991,640.9228449847558,628.9020855185828,642.5045179261821,170.33062620157958,DeleteTerminalR|AddRandomSubTreeR|DeleteTerminalR|DivXD|AddXD|SubXD|MutateTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddToLeafX|SkipD|MutateNonTerminalR|AddTreeWithDiv|MutateNonTerminalR|AddTreeWithDiv|AddTreeWithAdd,DeleteNonTerminalR|AddTreeWithSub|AddToLeafX|DeleteTerminalR|AddTreeWithSub|SubXD|MultXD|ReplaceBranchR|ReplaceBranchR|SubXD|AddRandomSubTreeR|FellTreeD|AddToLeafR|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithDiv,AddTreeWithDiv,ReplaceBranchR,0,0,1,1,0
264,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((((x)*(2))-((x)*((5)*(2))))+(((7)+(6))-((9)*((3)*(x)))))*((((x)*(2))+((9)*(0)))+(((6)-(8))*((x)-((x)-((x)*(x))))))),(0),NaN,0,-0.6296001994825622,0,0.7948202734470068,0,0.006360580238751374,0,0.038366035354212666,NaN,-0.5354484438378226,NaN,-0.4592989647472371,0,0.9998231442857066,0,2114231.0796027714,640.2028758309526,57918660.15878079,640.2028758309526,DeleteTerminalR|AddRandomSubTreeR|DeleteTerminalR|DivXD|AddXD|SubXD|MutateTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddToLeafX|SkipD|MutateNonTerminalR|AddTreeWithDiv|MutateNonTerminalR|AddTreeWithDiv|AddTreeWithAdd,DeleteNonTerminalR|AddTreeWithSub|AddToLeafX|DeleteTerminalR|AddTreeWithSub|SubXD|MultXD|ReplaceBranchR|ReplaceBranchR|SubXD|AddRandomSubTreeR|FellTreeD|AddToLeafR|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithDiv,DeleteTerminalR,AddTreeWithDiv,0,0,1,1,0
265,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(0),((((x)*(3))*((5)*((x)+(x))))+((0)-((x)+((x)/(x))))),NaN,0,-0.9374999999999999,-0.15392037442358586,0,0.27097920174543816,0,0.001980206782792393,NaN,-0.4791165705310151,NaN,0.6546494008509356,-0.9374999999999999,-0.07716763219453965,-0.9374999999999999,0.10980651914022933,640.2028758309526,3149.374171685942,640.2028758309526,562.0934876769956,DeleteTerminalR|AddRandomSubTreeR|DeleteTerminalR|DivXD|AddXD|SubXD|MutateTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddToLeafX|SkipD|MutateNonTerminalR|AddTreeWithDiv|MutateNonTerminalR|AddTreeWithDiv|AddTreeWithAdd,DeleteNonTerminalR|AddTreeWithSub|AddToLeafX|DeleteTerminalR|AddTreeWithSub|SubXD|MultXD|ReplaceBranchR|ReplaceBranchR|SubXD|AddRandomSubTreeR|FellTreeD|AddToLeafR|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithDiv,AddRandomSubTreeR,SubXD,0,0,1,1,0
266,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((0)+((9)*(9))),(((x)*((x)+(5)))*((x)-((x)+(x)))),-0.23352513426741126,-0.0000002819632361277876,-0.9375382717251702,0.016623016141163023,0.0003249330990649088,0.13867404447758083,0.000000005943333440414809,0.00024529438987009293,-0.47534298903603595,0.08361927006733195,0.7002133468605325,-0.6014892342814391,-0.9373824842697225,0.0450855780967665,-0.9360490382938909,0.6413991920538396,641.4066183666173,611.5810960750343,655.065433542499,229.57726852243502,DeleteTerminalR|AddRandomSubTreeR|DeleteTerminalR|DivXD|AddXD|SubXD|MutateTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddToLeafX|SkipD|MutateNonTerminalR|AddTreeWithDiv|MutateNonTerminalR|AddTreeWithDiv|AddTreeWithAdd,DeleteNonTerminalR|AddTreeWithSub|AddToLeafX|DeleteTerminalR|AddTreeWithSub|SubXD|MultXD|ReplaceBranchR|ReplaceBranchR|SubXD|AddRandomSubTreeR|FellTreeD|AddToLeafR|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithDiv,MutateNonTerminalR,SubXD,0,0,2,1,0
267,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((((x)+((5)*(x)))*((3)*((9)*(1))))*(((8)*(x))*((4)+((x)-((x)/(x)))))),(((((x)*(x))-((8)/(5)))*(((5)-(0))+((5)-(9))))/(((3)/((9)+(0)))+(((7)/(3))+((x)*((x)+(x)))))),-0.028440645659317944,-0.00008219080014543862,-0.8551143019592924,-0.31658336080721217,0.5788866284788948,0.4338298161956386,0.0025012377110761753,0.003338970222033551,0.628998013220202,-0.3881303060579081,0.4072575947730881,-0.6198341753876853,-0.7237651805882249,-0.21848937069535002,0.9130337021841742,0.6337198347230706,NaN,NaN,117784.08729078059,234.4936151701269,DeleteTerminalR|AddRandomSubTreeR|DeleteTerminalR|DivXD|AddXD|SubXD|MutateTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddToLeafX|SkipD|MutateNonTerminalR|AddTreeWithDiv|MutateNonTerminalR|AddTreeWithDiv|AddTreeWithAdd,DeleteNonTerminalR|AddTreeWithSub|AddToLeafX|DeleteTerminalR|AddTreeWithSub|SubXD|MultXD|ReplaceBranchR|ReplaceBranchR|SubXD|AddRandomSubTreeR|FellTreeD|AddToLeafR|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithDiv,DeleteTerminalR,ReplaceBranchR,0,0,1,1,0
268,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((6)*((7)*(2)))*((8)*((6)*(x)))),((((2)+((0)*(1)))/((1)-((4)-(1))))-(((4)+(8))*((9)*((x)+((x)+(x)))))),0.015946360678378273,0.000011183880679577154,-0.9077696952360799,-0.09651378244641283,0.26840365537226246,0.15937682861824903,0.0003485504393271712,0.0014112249620673314,0.6708920978458159,-0.27632050020273324,-0.24674202156736413,1.2653922548708008,-0.8627965620941088,-0.00845455890925638,0.5498127780649207,0.5903081641478003,1557.2171333097901,1144.6151978730604,22753.3024355196,262.2858915170408,DeleteTerminalR|AddRandomSubTreeR|DeleteTerminalR|DivXD|AddXD|SubXD|MutateTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddToLeafX|SkipD|MutateNonTerminalR|AddTreeWithDiv|MutateNonTerminalR|AddTreeWithDiv|AddTreeWithAdd,DeleteNonTerminalR|AddTreeWithSub|AddToLeafX|DeleteTerminalR|AddTreeWithSub|SubXD|MultXD|ReplaceBranchR|ReplaceBranchR|SubXD|AddRandomSubTreeR|FellTreeD|AddToLeafR|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithDiv,MutateNonTerminalR,AddTreeWithDiv,0,0,3,2,0
269,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((((2)+(6))*((x)*(x)))+(((2)*(x))*((5)*((x)*(x)))))-(((5)+((9)-(4)))*(((4)*(x))-((x)-((x)*(x)))))),(((x)*((8)*(8)))+((8)+((x)-(4)))),0.08921649931014784,0.0000348784514429842,-0.7174275366587578,0.0038338069055615927,0.6976010630256537,0.07720512516295677,0.0038379128107289143,0.00003982253734918874,0.3812945838087326,0.2041422109185711,-0.24301648856218572,0.34145271741214955,-0.5574323025316856,0.022081692331300917,0.9996588393003388,0.5219706508329658,989692.627218723,626.0929680336045,30024695.175812572,306.0357640683339,DeleteTerminalR|AddRandomSubTreeR|DeleteTerminalR|DivXD|AddXD|SubXD|MutateTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddToLeafX|SkipD|MutateNonTerminalR|AddTreeWithDiv|MutateNonTerminalR|AddTreeWithDiv|AddTreeWithAdd,DeleteNonTerminalR|AddTreeWithSub|AddToLeafX|DeleteTerminalR|AddTreeWithSub|SubXD|MultXD|ReplaceBranchR|ReplaceBranchR|SubXD|AddRandomSubTreeR|FellTreeD|AddToLeafR|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithDiv,AddRandomSubTreeR,ReplaceBranchR,0,0,1,1,0
270,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((x)*((5)+(2)))-((x)*((x)*(7)))),(((9)*((9)-(2)))/((4)*(x))),0.20088189667558182,0.00005622760172894983,-0.9216288245074558,-0.08534821095631334,0.08320815538817074,0.13300671634983438,0.00005591329504017618,0.001401207434705575,0.35670682860294695,-0.4530061550820657,-0.7989826178644415,-0.1280401442982,-0.9052410941973799,-0.005532401570211715,-0.5610946059635982,0.5533965320449393,970.6387840869086,1135.8374523591056,4495.81592767715,285.91682454090653,DeleteTerminalR|AddRandomSubTreeR|DeleteTerminalR|DivXD|AddXD|SubXD|MutateTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddToLeafX|SkipD|MutateNonTerminalR|AddTreeWithDiv|MutateNonTerminalR|AddTreeWithDiv|AddTreeWithAdd,DeleteNonTerminalR|AddTreeWithSub|AddToLeafX|DeleteTerminalR|AddTreeWithSub|SubXD|MultXD|ReplaceBranchR|ReplaceBranchR|SubXD|AddRandomSubTreeR|FellTreeD|AddToLeafR|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithDiv,AddRandomSubTreeR,AddTreeWithDiv,0,0,2,1,0
271,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((x)*((9)*(x))),((6)+((0)*(x))),-0.04863563840812197,-0.0000018491940953530305,-0.9410936417954365,-0.07942288942957383,0.007734663209645563,0.1250598390170144,0.0000013018842983127677,0.0011104100020218582,-0.15979268332446162,-0.16839381103674586,-0.5267608086484485,-0.6542919381610481,-0.9386622002742311,-0.015280676977041658,-0.9170735237990815,0.0493179537362213,628.298172505285,1141.9396865670046,849.4362967416818,608.6293800189259,DeleteTerminalR|AddRandomSubTreeR|DeleteTerminalR|DivXD|AddXD|SubXD|MutateTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddToLeafX|SkipD|MutateNonTerminalR|AddTreeWithDiv|MutateNonTerminalR|AddTreeWithDiv|AddTreeWithAdd,DeleteNonTerminalR|AddTreeWithSub|AddToLeafX|DeleteTerminalR|AddTreeWithSub|SubXD|MultXD|ReplaceBranchR|ReplaceBranchR|SubXD|AddRandomSubTreeR|FellTreeD|AddToLeafR|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithDiv,MutateNonTerminalR,ReplaceBranchR,0,0,4,4,0
272,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((7)*((x)*(x)))*((9)*(x))),(0),NaN,0,-0.8834131495537193,0,0.32431102379458127,0,0.0004605953220034382,0,0.4936535688686172,NaN,-0.49356020315288873,NaN,-0.8349683886295863,0,0.5656574863162716,0,1938.6495868816605,640.2028758309526,23583.337321554434,640.2028758309526,DeleteTerminalR|AddRandomSubTreeR|DeleteTerminalR|DivXD|AddXD|SubXD|MutateTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddToLeafX|SkipD|MutateNonTerminalR|AddTreeWithDiv|MutateNonTerminalR|AddTreeWithDiv|AddTreeWithAdd,DeleteNonTerminalR|AddTreeWithSub|AddToLeafX|DeleteTerminalR|AddTreeWithSub|SubXD|MultXD|ReplaceBranchR|ReplaceBranchR|SubXD|AddRandomSubTreeR|FellTreeD|AddToLeafR|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithDiv,DeleteTerminalR,SubXD,0,0,1,1,0
273,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((x)*((0)+(9)))/((x)/((x)*(x)))),(((0)/((x)+(x)))-((x)+((x)+(x)))),0.05613207040346273,0.000005259127467941982,-0.9691100805083654,-0.022608626603991468,0.030938211102037795,0.004087896183286717,0.00001387686728393486,0.0006325776404909917,-0.22728967915944207,-1.1551406068107517,-0.7434696475762492,1.6482997970977684,-0.9628908997970889,0.011938361899115721,-0.937386481899341,0.016498507568150658,380.1176427104425,632.526894735453,641.3656696629639,629.6404838389038,DeleteTerminalR|AddRandomSubTreeR|DeleteTerminalR|DivXD|AddXD|SubXD|MutateTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddToLeafX|SkipD|MutateNonTerminalR|AddTreeWithDiv|MutateNonTerminalR|AddTreeWithDiv|AddTreeWithAdd,DeleteNonTerminalR|AddTreeWithSub|AddToLeafX|DeleteTerminalR|AddTreeWithSub|SubXD|MultXD|ReplaceBranchR|ReplaceBranchR|SubXD|AddRandomSubTreeR|FellTreeD|AddToLeafR|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithDiv,MutateNonTerminalR,ReplaceBranchR,0,0,3,1,0
274,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((((8)+(8))*((x)*(x)))-(((1)+(x))*((6)*((9)*(1)))))/(((3)*((1)/(7)))-(((x)+(7))-((6)*((x)-(x)))))),(((x)*(x))*((x)+(6))),-0.07192358924967278,-0.000031119227571952085,-0.9321600774109364,0.030260444737162433,0.2790401045883568,0.16992682771036882,0.00027093538142432326,0.0006909540864124481,1.410345554396163,-0.7979280068746764,1.820093316573725,1.152952285764703,-0.8763542217399711,0.07678735289092614,0.9870234743333746,0.5993996352277201,13282.374837444035,593.6457003588919,789367.3758639467,256.4655055861422,DeleteTerminalR|AddRandomSubTreeR|DeleteTerminalR|DivXD|AddXD|SubXD|MutateTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddToLeafX|SkipD|MutateNonTerminalR|AddTreeWithDiv|MutateNonTerminalR|AddTreeWithDiv|AddTreeWithAdd,DeleteNonTerminalR|AddTreeWithSub|AddToLeafX|DeleteTerminalR|AddTreeWithSub|SubXD|MultXD|ReplaceBranchR|ReplaceBranchR|SubXD|AddRandomSubTreeR|FellTreeD|AddToLeafR|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithDiv,DeleteTerminalR,AddTreeWithSub,0,0,1,3,0
275,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((((x)*((x)*(x)))+(((5)+(2))+((5)/(9))))-(((9)+((0)*(3)))*((x)*((8)*((x)/(9)))))),((((6)*((8)*(0)))*(((2)+(3))/((7)+(x))))+(((1)+((0)*(x)))*((x)-((x)+((x)*(x)))))),0.06032651460836599,0.000052935057415919574,-0.9489959275949553,-0.5579930754355726,0.3190457265247761,0.49020668005115614,0.00022242089695604226,0.003461742182970712,1.4553735563546657,0.024624011465547598,1.872602400886835,-0.8054825148535798,-0.8975734058589149,-0.446175692457711,0.8864772000246396,0.7882406612959032,NaN,NaN,90230.73792681722,135.5689376224235,DeleteTerminalR|AddRandomSubTreeR|DeleteTerminalR|DivXD|AddXD|SubXD|MutateTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddToLeafX|SkipD|MutateNonTerminalR|AddTreeWithDiv|MutateNonTerminalR|AddTreeWithDiv|AddTreeWithAdd,DeleteNonTerminalR|AddTreeWithSub|AddToLeafX|DeleteTerminalR|AddTreeWithSub|SubXD|MultXD|ReplaceBranchR|ReplaceBranchR|SubXD|AddRandomSubTreeR|FellTreeD|AddToLeafR|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithDiv,AddTreeWithDiv,SubXD,0,0,5,1,0
276,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((x)*((7)*(7)))*((x)*(9))),((((8)-(0))-((x)-(x)))*((x)+((x)*(x)))),0.14095507557276934,0.000054126352848044656,-0.9218783636947041,-0.012176994720432415,0.26510267420540434,0.16306589383783723,0.00015921662614728571,0.0009261208770450902,1.364899495996822,0.14950090240836672,2.2565025531209115,-0.08494022274549895,-0.8763854539011302,0.06376712951120286,0.4897794385345366,0.7060766887773542,1362.5435477580775,602.9770340465827,20076.113718103465,188.17054911849397,DeleteTerminalR|AddRandomSubTreeR|DeleteTerminalR|DivXD|AddXD|SubXD|MutateTerminalR|AddRandomSubTreeR|AddTreeWithSub|AddToLeafX|SkipD|MutateNonTerminalR|AddTreeWithDiv|MutateNonTerminalR|AddTreeWithDiv|AddTreeWithAdd,DeleteNonTerminalR|AddTreeWithSub|AddToLeafX|DeleteTerminalR|AddTreeWithSub|SubXD|MultXD|ReplaceBranchR|ReplaceBranchR|SubXD|AddRandomSubTreeR|FellTreeD|AddToLeafR|AddTreeWithDiv|ReplaceBranchXR|AddTreeWithDiv,DeleteTerminalR,ReplaceBranchR,0,0,4,8,0
