gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
79,x*x*x*x*3*x+1,25,-10,-0.03839974952456051,0.0000003772300438687233,-0.038399618323139824,0.0000036047259016827486,8452.451000000001,8451.0483,8453.144,8450.366399999999,-0.9599904580784956,0.0001499444807842083,0,0.00007497224039210414,211328.6,211270.28,211328.6,211246.52,(((0)-(x))-((x)*(x))),((5)*((x)-(0))),DeleteTerminalR|SubXD|SubXD|MultXD|DeleteNonTerminalR,AddTreeWithSub|AddTreeWithMult|AddTreeWithMult|MutateNonTerminalR|ReplaceBranchR|AddXD|AddTreeWithSub|ReplaceBranchR|ReplaceBranchXR|FellTreeD|DeleteMaliciousR|DeleteTerminalR|AddTreeWithMult|AddRandomSubTreeR|AddTreeWithDiv|MutateTerminalR|ReplaceBranchXR|ReplaceBranchXR|AddRandomSubTreeR|DeleteNonTerminalR,SubXD,ReplaceBranchXR,79,79,80,80,1
80,x*x*x*x*3*x+1,25,-10,-0.03839970181495298,0.0000003029181429992911,-0.038399666032747345,0.0000009087544289978734,8452.703,8451.063999999998,8452.892,8450.935999999998,-0.9599904580784956,0.00003029181429992911,0,0.000017488987140306226,211328.6,211275,211328.6,211271.8,((((x)*(x))*((x)*((x)*(3))))*((0)-((x)-((x)*(x))))),((x)-(0)),DeleteTerminalR|SubXD|SubXD|MultXD|DeleteNonTerminalR,AddTreeWithSub|AddTreeWithMult|AddTreeWithMult|MutateNonTerminalR|ReplaceBranchR|AddXD|AddTreeWithSub|ReplaceBranchR|ReplaceBranchXR|FellTreeD|DeleteMaliciousR|DeleteTerminalR|AddTreeWithMult|AddRandomSubTreeR|AddTreeWithDiv|MutateTerminalR|ReplaceBranchXR|ReplaceBranchXR|AddRandomSubTreeR|DeleteNonTerminalR,SubXD,ReplaceBranchXR,80,80,81,81,1
81,x*x*x*x*3*x+1,25,-10,-0.03839977602989802,0.0000008505373483881911,-0.03839967739217771,0.0000033169536658336974,8452.311,8450.9483,8452.832,8450.4272,-0.9599904580784956,0.00026808255655346347,0.000004770960752187303,0.00013319533114454837,211316,211263.77000000002,211328.6,211221.56,((((x)*(x))*((x)*(0)))*((0)-((x)-((x)*(x))))),((x)-((0)*(9))),DeleteTerminalR|SubXD|SubXD|MultXD|DeleteTerminalR,AddTreeWithSub|AddTreeWithMult|AddTreeWithMult|MutateNonTerminalR|ReplaceBranchR|AddRandomSubTreeR|AddTreeWithSub|ReplaceBranchR|ReplaceBranchXR|FellTreeD|DeleteMaliciousR|DeleteTerminalR|AddTreeWithMult|AddRandomSubTreeR|AddTreeWithDiv|MutateTerminalR|ReplaceBranchXR|ReplaceBranchXR|AddRandomSubTreeR|DeleteNonTerminalR,DeleteTerminalR,ReplaceBranchXR,81,81,82,82,1
82,x*x*x*x*3*x+1,25,-10,-0.04879980575374081,-0.00000007572724183393133,-0.04879977281139276,0,6339.371999999999,8451.144000000002,6339.545999999999,8451.128,-0.9599904580784956,0,0,0,211328.6,211278.2,211328.6,211278.2,((((x)*(x))*((0)*((0)*(x))))+((1)-((x)-((x)*(x))))),(((x)-(4))+((8)*(0))),DeleteTerminalR|SubXD|SubXD|MultXD|DeleteNonTerminalR,AddTreeWithSub|AddTreeWithMult|AddTreeWithMult|MutateNonTerminalR|ReplaceBranchR|AddXD|AddTreeWithSub|ReplaceBranchR|AddTreeWithMult|FellTreeD|DeleteMaliciousR|DeleteTerminalR|AddTreeWithMult|AddRandomSubTreeR|AddTreeWithDiv|MutateTerminalR|ReplaceBranchXR|ReplaceBranchXR|AddRandomSubTreeR|DeleteNonTerminalR,SubXD,AddTreeWithMult,82,82,83,83,1
83,x*x*x*x*3*x+1,25,-10,-0.038399811244132144,0.00000007573182966571422,-0.03839973646121559,0.0000003029181429992911,8452.125,8451.112000000001,8452.52,8451.063999999998,-0.9599904580784956,0.00003029181429992911,0.000002385480376065896,0.000017488987140306226,211322.3,211275,211328.6,211271.8,((((0)*(x))*((x)*((3)*(x))))+((0)-((x)-((x)*(x))))),((x)-(0)),DeleteTerminalR|SubXD|SubXD|MultXD|DeleteNonTerminalR,ReplaceBranchXR|AddTreeWithMult|AddTreeWithMult|MutateNonTerminalR|ReplaceBranchR|AddXD|AddTreeWithSub|ReplaceBranchR|ReplaceBranchXR|FellTreeD|DeleteMaliciousR|DeleteTerminalR|AddTreeWithMult|AddRandomSubTreeR|DeleteNonTerminalR|MutateTerminalR|ReplaceBranchXR|ReplaceBranchXR|AddRandomSubTreeR|DeleteNonTerminalR,SubXD,ReplaceBranchXR,83,83,84,84,1
84,x*x*x*x*3*x+1,25,-10,-0.038399725669756746,0.0000004662122483743174,-0.038399666032747345,0.0000024006262832634587,8452.577,8451.029499999999,8452.892,8450.620799999999,-0.9599904580784956,0.00017947899972648766,0,0.00009542970090331066,211328.6,211270.14,211328.6,211240.28,((((x)*(x))*((x)*(x)))*((0)-((x)-((x)*(x))))),((6)*((x)-(0))),FellTreeD|SubXD|SubXD|MultXD|DeleteNonTerminalR,ReplaceBranchXR|AddTreeWithMult|AddTreeWithMult|MutateNonTerminalR|ReplaceBranchR|AddXD|AddTreeWithSub|ReplaceBranchR|ReplaceBranchXR|FellTreeD|DeleteMaliciousR|DeleteTerminalR|AddTreeWithMult|AddRandomSubTreeR|FellTreeD|MutateTerminalR|ReplaceBranchXR|ReplaceBranchXR|AddRandomSubTreeR|DeleteNonTerminalR,SubXD,ReplaceBranchXR,84,84,85,85,1
85,x*x*x*x*3*x+1,25,-10,-0.03839971374235487,0.00000017465124182319235,-0.038399618323139824,0.0000006645266762054181,8452.64,8451.091100000001,8453.144,8450.9876,-0.9599904580784956,0.00003029181429992911,0,0.000014666183567967394,211328.6,211276.42,211328.6,211271.8,((((x)*(x))*((x)*(x)))*((0)-((x)-((x)*(x))))),((x)-(0)),DeleteTerminalR|SubXD|SubXD|MultXD|MutateTerminalR,AddTreeWithSub|AddTreeWithMult|AddTreeWithMult|MutateNonTerminalR|ReplaceBranchR|AddXD|AddTreeWithSub|ReplaceBranchR|ReplaceBranchXR|FellTreeD|DeleteMaliciousR|DeleteTerminalR|AddTreeWithMult|AddRandomSubTreeR|AddTreeWithDiv|MutateTerminalR|ReplaceBranchXR|ReplaceBranchXR|AddRandomSubTreeR|DeleteNonTerminalR,SubXD,ReplaceBranchXR,85,85,86,86,1
86,x*x*x*x*3*x+1,25,-10,-0.03839977905907945,0.0000003019715238018845,-0.03839973721851095,0.000002112854047415785,8452.295,8451.064199999999,8452.516,8450.6816,-0.9599904580784956,0.0000904967952208247,0.000002385480376065896,0.00004524839761041235,211322.3,211273.42,211328.6,211259.08,((((0)*(3))*((x)+(1)))-((x)-((x)*(x)))),(((x)+(0))*((1)+(2))),DeleteTerminalR|AddTreeWithDiv|SubXD|MultXD|DeleteNonTerminalR,ReplaceBranchXR|AddTreeWithMult|AddTreeWithMult|MutateNonTerminalR|ReplaceBranchR|AddXD|AddTreeWithSub|ReplaceBranchR|ReplaceBranchXR|FellTreeD|DeleteMaliciousR|DeleteTerminalR|AddTreeWithMult|AddRandomSubTreeR|AddTreeWithDiv|MutateTerminalR|ReplaceBranchXR|ReplaceBranchXR|AddRandomSubTreeR|DeleteNonTerminalR,DeleteTerminalR,ReplaceBranchXR,86,86,87,87,1
87,x*x*x*x*3*x+1,25,-10,-0.03839969501822716,-0.0000000113570070522818,-0.03839968950890343,0.0000006058362859985822,8452.7389,8451.1304,8452.768,8451,-0.9599904580784956,0.00003029181429992911,0,0.000015145907149964557,211328.6,211276.6,211328.6,211271.8,((((x)*(x))*((0)*(x)))*((0)-((x)-((x)*(x))))),((x)-(0)),DeleteTerminalR|SubXD|SubXD|MultXD|DeleteNonTerminalR,ReplaceBranchXR|AddTreeWithMult|DivXD|MutateNonTerminalR|ReplaceBranchR|AddXD|AddTreeWithSub|ReplaceBranchR|ReplaceBranchR|FellTreeD|DeleteMaliciousR|DeleteTerminalR|AddTreeWithMult|AddRandomSubTreeR|AddTreeWithDiv|MutateTerminalR|ReplaceBranchXR|ReplaceBranchXR|AddRandomSubTreeR|DeleteNonTerminalR,SubXD,ReplaceBranchXR,87,87,88,88,1
88,x*x*x*x*3*x+1,25,-10,-0.03849976097865279,0.00000022718860724946834,-0.038399666032747345,0.0000006058362859985822,7924.195,8451.08,8452.892,8451,-0.9599904580784956,0.00003029181429992911,0,0.000017488987140306226,211328.6,211275,211328.6,211271.8,((((x)*(x))*((x)*((x)*(0))))*((0)-((x)-((x)*(x))))),((x)+(0)),DeleteTerminalR|SubXD|SubXD|MultXD|DeleteNonTerminalR,ReplaceBranchXR|AddTreeWithMult|DivXD|MutateNonTerminalR|ReplaceBranchR|AddXD|AddTreeWithSub|ReplaceBranchR|ReplaceBranchR|FellTreeD|DeleteMaliciousR|DeleteTerminalR|AddTreeWithMult|AddRandomSubTreeR|AddTreeWithDiv|MutateTerminalR|ReplaceBranchXR|ReplaceBranchXR|AddRandomSubTreeR|DeleteNonTerminalR,SubXD,ReplaceBranchXR,88,88,89,89,1
89,x*x*x*x*3*x+1,25,-10,-0.038399797234168025,0.0000004354471760900792,-0.038399666032747345,0.00000209013518668767,8452.199,8451.036,8452.892,8450.686399999999,-0.9599904580784956,0.000209013518668767,0.000004770960752187303,0.0001045067593343835,211316,211267.16,211328.6,211234.04,((((x)*(x))*((x)*(0)))*((0)-((x)-((x)*(x))))),((x)-((0)*(7))),DeleteTerminalR|SubXD|SubXD|MultXD|DeleteNonTerminalR,ReplaceBranchXR|ReplaceBranchR|DivXD|DeleteTerminalR|ReplaceBranchR|AddXD|AddTreeWithSub|ReplaceBranchR|ReplaceBranchR|FellTreeD|DeleteMaliciousR|DeleteTerminalR|AddTreeWithMult|AddRandomSubTreeR|AddTreeWithDiv|MutateTerminalR|ReplaceBranchXR|ReplaceBranchXR|AddRandomSubTreeR|DeleteTerminalR,SubXD,ReplaceBranchR,89,89,90,90,1
90,x*x*x*x*3*x+1,25,-10,-0.03839978530676615,-0.0000004413713835285829,-0.038399666032747345,0.0000009087544289978734,8452.261999999999,8451.2213,8452.892,8450.935999999998,-0.9599904580784956,0.00003029181429992911,0.000002385480376065896,0.000017488987140306226,211322.3,211275,211328.6,211271.8,((((0)*(3))*((x)+(1)))-((x)-((x)*(x)))),((x)+(0)),DeleteTerminalR|SubXD|SubXD|DeleteNonTerminalR|ReplaceBranchXR,ReplaceBranchXR|SkipD|DivXD|MutateNonTerminalR|ReplaceBranchR|AddXD|AddTreeWithSub|ReplaceBranchR|ReplaceBranchR|MultXD|AddTreeWithMult|DeleteTerminalR|AddTreeWithMult|AddRandomSubTreeR|AddTreeWithDiv|MutateTerminalR|ReplaceBranchXR|ReplaceBranchXR|AddRandomSubTreeR|DeleteNonTerminalR,SubXD,ReplaceBranchXR,90,90,91,91,1
91,x*x*x*x*3*x+1,25,-10,-0.03839974952456051,-0.0000007513312961267115,-0.038399618323139824,0.00000485615647994275,8452.451,8451.2868,8453.144,8450.101999999999,-0.9599904580784956,0.00024119857136240726,0.000004770960752187303,0.00012059928568120363,211316,211265.46000000002,211328.6,211227.24,((((0)*(x))*((x)*((3)*(0))))+((1)-((x)-((x)*(x))))),((((2)-(0))-((0)+(x)))-((0)+((0)*((x)+(2))))),DeleteTerminalR|SubXD|SubXD|MultXD|DeleteNonTerminalR,ReplaceBranchXR|AddTreeWithSub|DivXD|MutateNonTerminalR|ReplaceBranchR|AddXD|AddTreeWithSub|ReplaceBranchR|ReplaceBranchR|MultXD|DeleteNonTerminalR|DeleteTerminalR|AddTreeWithMult|AddRandomSubTreeR|AddTreeWithDiv|MutateTerminalR|ReplaceBranchXR|ReplaceBranchXR|AddRandomSubTreeR|DeleteNonTerminalR,SubXD,ReplaceBranchXR,91,91,92,92,1
92,x*x*x*x*3*x+1,25,-10,-0.03839971374235487,0.00000014341283422319588,-0.038399618323139824,0.0000006058362859985822,8452.64,8451.0977,8453.144,8451,-0.9599904580784956,0.00003029181429992911,0.000002385480376065896,0.000017488987140306226,211322.3,211275,211328.6,211271.8,((((x)*(x))*((x)*((x)*(0))))*((0)-((x)-((x)*(x))))),((x)+(0)),DeleteTerminalR|SubXD|SubXD|MultXD|DeleteNonTerminalR,ReplaceBranchXR|SkipD|DivXD|MutateNonTerminalR|ReplaceBranchR|AddXD|AddTreeWithSub|ReplaceBranchR|ReplaceBranchR|MultXD|DeleteMaliciousR|DeleteTerminalR|AddTreeWithMult|AddRandomSubTreeR|AddTreeWithDiv|MutateTerminalR|ReplaceBranchXR|ReplaceBranchXR|AddRandomSubTreeR|DeleteNonTerminalR,SubXD,ReplaceBranchXR,92,92,93,93,1
93,x*x*x*x*3*x+1,25,-10,-0.03839974952456051,-0.0000009519181017557163,-0.038399618323139824,0.0000007700071009978954,8452.451000000001,8451.329228571429,8453.144,8450.965314285715,-0.9599904580784956,0.0000760540909028651,0,0.000037465913800147565,211328.6,211273.99285714288,211328.6,211262.13142857142,((((0)*(3))*((x)+(1)))-((x)-((x)*(x)))),((((0)*(0))+((4)*(6)))/((7)*((x)-(6)))),DeleteTerminalR|SubXD|SubXD|MultXD|DeleteNonTerminalR,ReplaceBranchXR|SkipD|DivXD|MutateNonTerminalR|ReplaceBranchR|AddXD|AddTreeWithSub|ReplaceBranchR|ReplaceBranchR|MultXD|DeleteMaliciousR|DeleteTerminalR|AddTreeWithMult|AddRandomSubTreeR|AddTreeWithDiv|MutateTerminalR|DeleteNonTerminalR|ReplaceBranchXR|AddRandomSubTreeR|DeleteNonTerminalR,SubXD,ReplaceBranchR,93,93,94,94,1
94,x*x*x*x*3*x+1,25,-10,-0.038399737597158624,0.0000058998041703854384,-0.038399618323139824,0.000047232511446994616,8452.514000000001,8449.8815,8453.144,8441.1488,-0.9599904580784956,0.0020924070727600685,0.000002385480376065896,0.0010462035363800342,211322.3,211167.68,211328.6,210836.12,((((x)*(0))*((x)*(x)))*((0)-((x)-((x)*(x))))),(((x)-(0))*((8)*(9))),DeleteTerminalR|SubXD|SubXD|MultXD|DeleteNonTerminalR,ReplaceBranchXR|SkipD|DivXD|MutateNonTerminalR|ReplaceBranchR|AddXD|AddTreeWithSub|ReplaceBranchR|ReplaceBranchR|MultXD|DeleteMaliciousR|DeleteTerminalR|AddTreeWithMult|AddRandomSubTreeR|AddTreeWithDiv|MutateTerminalR|ReplaceBranchXR|ReplaceBranchXR|AddRandomSubTreeR|DeleteNonTerminalR,SubXD,ReplaceBranchXR,94,94,95,95,1
95,x*x*x*x*3*x+1,25,-10,-0.038399725669756746,0.0000025309441926964152,-0.038399618323139824,0.000018966462228475548,8452.577,8450.593266666667,8453.144,8447.1208,-0.9599904580784956,0.0008886861020209814,0.000004770960752187303,0.00044434305101049063,211316,211231.26,211328.6,211090.44,((((0)*(3))*((x)+(0)))-((x)-((x)*(x)))),(((x)-((6)+(0)))*((9)*(5))),DeleteTerminalR|SubXD|SubXD|MultXD|DeleteNonTerminalR,ReplaceBranchXR|SkipD|DivXD|MutateNonTerminalR|ReplaceBranchR|AddXD|AddTreeWithSub|ReplaceBranchR|ReplaceBranchR|MultXD|DeleteMaliciousR|DeleteTerminalR|AddTreeWithMult|AddRandomSubTreeR|AddTreeWithDiv|MutateTerminalR|ReplaceBranchXR|ReplaceBranchXR|AddRandomSubTreeR|DeleteNonTerminalR,SubXD,ReplaceBranchR,95,95,96,96,1
96,x*x*x*x*3*x+1,25,-10,-0.038399725669756746,0.00000791231658292985,-0.038399618323139824,0.000031651159466524714,8452.577,8449.4563,8453.144,8444.4408,-0.9599904580784956,0.002659999943202848,0.000002385480376065896,0.001329999971601424,211322.3,211137.7,211328.6,210716.2,((((0)*(0))*((x)+(1)))-((x)-((x)*(x)))),(((0)/((3)*(9)))+((x)*((x)*(x)))),DeleteTerminalR|ReplaceBranchXR|SubXD|MultXD|DeleteNonTerminalR,ReplaceBranchXR|SkipD|DivXD|MutateNonTerminalR|ReplaceBranchR|AddXD|AddTreeWithSub|ReplaceBranchR|ReplaceBranchR|MultXD|DeleteMaliciousR|DeleteTerminalR|AddTreeWithMult|AddRandomSubTreeR|AddTreeWithDiv|MutateTerminalR|MultXD|ReplaceBranchXR|AddRandomSubTreeR|DeleteNonTerminalR,ReplaceBranchXR,ReplaceBranchR,96,96,97,97,1
97,x*x*x*x*3*x+1,25,-10,-0.03839964206434928,0.0000006806192025492765,-0.03839957046207323,0.0000023968398064738326,8453.018600000001,8450.984199999999,8453.396799999999,8450.621599999999,-0.9599856719718362,0.00023968398064738326,0.000007164014081906257,0.00011543989086065726,211334.96000000002,211263.82,211353.88,211227.56,((((x)*(x))*((x)*((x)*(3))))*(((0)-(x))-((x)-((x)*(x))))),(((x)-(0))+((4)*(x))),SubXD|AddTreeWithDiv|SubXD|MultXD|DeleteNonTerminalR,ReplaceBranchXR|SkipD|DivXD|MutateNonTerminalR|ReplaceBranchR|AddXD|AddTreeWithSub|ReplaceBranchR|ReplaceBranchR|MultXD|DeleteMaliciousR|DeleteTerminalR|AddTreeWithMult|AddRandomSubTreeR|AddTreeWithDiv|MutateTerminalR|ReplaceBranchXR|ReplaceBranchXR|AddRandomSubTreeR|DeleteNonTerminalR,SubXD,ReplaceBranchR,97,97,98,98,1
98,x*x*x*x*3*x+1,25,-10,-0.03839962990975879,0.000005422234845782394,-0.03839947473994004,0.00002171165789939939,8453.0828,8449.9824,8453.902399999999,8446.5408,-0.9599856719718362,0.001068922397104981,0,0.0005348540701956518,211353.88,211221.86,211353.88,211052.36,((((x)*(x))*((x)*((x)*(0))))-((x)-((x)-((x)*(x))))),((((3)+(1))*((0)*(x)))+((8)+((0)*(x)))),SubXD|SubXD|SubXD|MultXD|DeleteNonTerminalR,ReplaceBranchXR|SkipD|DivXD|MutateNonTerminalR|ReplaceBranchR|AddXD|AddTreeWithSub|ReplaceBranchR|ReplaceBranchR|MultXD|DeleteMaliciousR|DeleteTerminalR|AddTreeWithMult|AddRandomSubTreeR|AddTreeWithDiv|MutateTerminalR|ReplaceBranchXR|ReplaceBranchXR|AddRandomSubTreeR|DeleteNonTerminalR,SubXD,ReplaceBranchR,98,98,99,99,1
99,x*x*x*x*3*x+1,25,-10,-0.0383996896603625,0.000010604028501672746,-0.03839947473994004,0.000042484269555500434,8452.7672,8448.8876,8453.902399999999,8442.152,-0.9599856719718362,0.001068922397104981,0.000006754299137294504,0.0005348540701956518,211328.64,211221.86,211353.88,211052.36,((((x)*(x))*((x)*((x)*(0))))-((x)-((x)-((x)*(x))))),((((3)+(1))*((0)*(x)))+((8)+((0)*(x)))),SubXD|SubXD|SubXD|MultXD|DeleteNonTerminalR,ReplaceBranchXR|SkipD|DivXD|MutateNonTerminalR|ReplaceBranchR|AddXD|AddTreeWithSub|ReplaceBranchR|ReplaceBranchR|MultXD|DeleteMaliciousR|DeleteTerminalR|AddTreeWithMult|AddRandomSubTreeR|AddTreeWithDiv|MutateTerminalR|ReplaceBranchXR|ReplaceBranchXR|AddRandomSubTreeR|DeleteNonTerminalR,SubXD,ReplaceBranchR,99,99,99,99,1
