gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
77,x*x*x*x*3*x+1,25,-10,-0.025768547996194338,0.00010441385949934042,-0.006376214663880076,0.0008177483526459449,113638.14300000001,8429.0677,331472.3368,8278.3556,0.7872538155861857,0.040259335795174385,0.829871913622799,0.02020766220664908,7063818.64,209176.34,24827495.8,202772.28,((((x)*(x))*((x)*((8)*(6))))*((7)*((x)+((1)*(x))))),((((2)+(3))*((0)+(9)))*((8)*((x)*((x)-(x))))),AddRandomSubTreeR|MutateTerminalR|SkipD|MultXD|SkipD,DeleteNonTerminalR|SkipD|AddTreeWithMult|ReplaceBranchR|SubXD|AddTreeWithSub|DeleteMaliciousR|AddTreeWithDiv|ReplaceBranchR|FellTreeD|AddXD|MutateNonTerminalR|SubXD|AddToLeafR|AddTreeWithMult|AddToLeafR|AddToLeafR|ReplaceBranchR|SkipD|AddTreeWithMult,SkipD,AddTreeWithMult,77,77,78,78,0
78,x*x*x*x*3*x+1,25,-10,-0.024205330516774582,0.0000018858698051695452,-0.007636763243708127,0.00003789127780019058,83669.5498,8450.731399999999,171912.4256,8443.1224,-0.3063609288606208,0.003492267541090494,0.1296128176241343,0.0022716919065660047,3037142.92,211234.53000000003,3663770.36,210540.36,((((x)*(4))*((x)*((x)*(5))))+((8)*((x)+((1)*(x))))),((((8)*(5))*((3)*(1)))+((x)-((3)+((9)*(2))))),AddToLeafR|MutateTerminalR|SkipD|MultXD|SkipD,DeleteNonTerminalR|SkipD|AddTreeWithMult|ReplaceBranchR|SubXD|AddTreeWithSub|DeleteMaliciousR|AddTreeWithDiv|ReplaceBranchR|FellTreeD|AddXD|MutateNonTerminalR|SubXD|AddToLeafR|AddTreeWithMult|AddToLeafR|AddToLeafR|ReplaceBranchR|SkipD|AddTreeWithMult,SkipD,AddTreeWithMult,78,78,79,79,0
79,x*x*x*x*3*x+1,25,-10,-0.02500238240554217,-0.0000064688372387477814,-0.0013440626123209847,0.0000033529251953124177,84451.2026,8452.4969,225116.7672,8450.419600000001,0.3549935697366598,0.00031522419255751807,0.546188473373392,0.0002063179339495484,3633724.06,211270.96000000002,8188995.88,211211.6,((((x)*(x))*((9)*((8)*(6))))*((3)*((x)+((1)*(x))))),((((2)+(9))*((x)-(4)))*((4)-((3)-(2)))),AddToLeafR|MutateTerminalR|SkipD|MultXD|SkipD,DeleteNonTerminalR|SkipD|AddTreeWithMult|ReplaceBranchR|SubXD|AddTreeWithSub|DeleteMaliciousR|AddTreeWithDiv|ReplaceBranchR|FellTreeD|AddXD|MutateNonTerminalR|SubXD|AddToLeafR|AddTreeWithMult|AddToLeafR|AddToLeafR|ReplaceBranchR|SkipD|AddTreeWithMult,SkipD,ReplaceBranchR,79,79,80,80,0
80,x*x*x*x*3*x+1,25,-10,-0.024020517642446455,0.00010501130717379507,-0.0022566493384424935,0.00045948517168359267,108854.8632,8428.9497,297166.50560000003,8354.0488,0.720026091543131,0.03857927604457072,0.724091337059677,0.019231949716742625,6180972.4799999995,209222.13,18865883,203127.24,((((8)*(x))*((x)*((x)*(4))))*((8)*((x)+((1)*(x))))),((((9)-(2))*((7)*(x)))*((8)*((4)-((5)-(9))))),AddToLeafR|MutateTerminalR|SkipD|MultXD|SkipD,DeleteNonTerminalR|SkipD|AddTreeWithMult|ReplaceBranchR|SubXD|AddTreeWithSub|DeleteMaliciousR|AddTreeWithDiv|ReplaceBranchR|FellTreeD|AddXD|MutateNonTerminalR|SubXD|AddToLeafR|AddTreeWithMult|AddToLeafR|AddToLeafR|ReplaceBranchR|SkipD|AddTreeWithMult,SkipD,ReplaceBranchR,80,80,81,81,0
81,x*x*x*x*3*x+1,25,-10,-0.02622736730099927,-0.0000006611569779321433,-0.008273476811028935,0.0000304470600545659,114544.31799999998,8451.2695,334769.6352,8444.6952,0.798544671255277,0.002711874675191387,0.738928142418606,0.001448828209365439,8234734.36,211162.8,26218988.76,210705.24,((((9)*(9))*((x)*((x)*(x))))*((3)*((x)+((9)*(x))))),((((2)*(8))*((6)*(x)))-((4)*((8)*((2)-(8))))),AddRandomSubTreeR|MutateTerminalR|SkipD|MultXD|SkipD,DeleteNonTerminalR|SkipD|AddTreeWithMult|ReplaceBranchR|SubXD|AddTreeWithSub|DeleteMaliciousR|AddTreeWithDiv|ReplaceBranchR|FellTreeD|AddXD|MutateNonTerminalR|SubXD|AddToLeafR|AddTreeWithMult|AddToLeafR|AddToLeafR|ReplaceBranchR|SkipD|AddTreeWithMult,SkipD,ReplaceBranchR,81,81,82,82,0
82,x*x*x*x*3*x+1,25,-10,-0.028953112714042134,-0.000008396054230753359,-0.015622242950194331,0.00009219313682150282,60431.53500000001,8452.9588,137091.7096,8431.649599999999,0.32601469224948526,0.0037383885322765224,0.581799736817788,0.001882871112808343,2632176.22,211085.06,7836899.32,210488.36,((((x)*(3))*((x)*((x)*(4))))*((9)*((x)+((1)*(x))))),((((9)*(3))*((5)*(x)))-((2)*((9)*(7)))),AddToLeafR|MutateTerminalR|SkipD|MultXD|AddTreeWithMult,SkipD|SkipD|AddTreeWithMult|ReplaceBranchR|SubXD|AddTreeWithSub|DeleteMaliciousR|AddTreeWithDiv|ReplaceBranchR|FellTreeD|AddXD|MutateNonTerminalR|SubXD|AddToLeafR|AddTreeWithMult|AddToLeafR|AddToLeafR|ReplaceBranchR|SkipD|AddTreeWithMult,AddToLeafR,ReplaceBranchR,82,82,83,83,0
83,x*x*x*x*3*x+1,25,-10,-0.0259422574309573,-0.005001024409147075,-0.003068350676014523,0.0000018837779183355284,91554.16519999999,8005.066460000001,264278.516,8450.73,0.6272734716030788,0,0.7096006452157756,0.9999704503617136,4956604.6,166659.766,14171127.08,211278.2,((((x)*(x))*((8)*((x)*(x))))*((2)*((x)+((1)*(x))))),((((x)*(2))*((0)/(4)))-((3)+((7)*(0)))),AddToLeafR|MutateTerminalR|SkipD|MultXD|SkipD,DeleteNonTerminalR|SkipD|AddTreeWithMult|ReplaceBranchR|SubXD|AddTreeWithSub|DeleteMaliciousR|AddTreeWithDiv|ReplaceBranchR|FellTreeD|AddXD|MutateNonTerminalR|SubXD|AddToLeafR|AddTreeWithMult|AddToLeafR|AddToLeafR|ReplaceBranchR|SkipD|AddTreeWithDiv,SkipD,ReplaceBranchR,83,83,84,84,0
84,x*x*x*x*3*x+1,25,-10,-0.0226011764372483,-0.000003599859180961993,-0.0001178640005215481,0.000014700996127382518,334824.43359999993,8451.891,1173666.8952000001,8448.021999999999,0.9490382414802163,0.0008816811199640986,0.8568396930152088,0.0004617948686875142,26898550.759999998,211238.21000000002,103645461.88,211091.92,((((x)*(x))*((x)*((x)*(5))))*((x)*((x)+((x)*(x))))),(((x)*((5)*(6)))-((4)*((4)-(9)))),AddToLeafR|MutateTerminalR|SkipD|MultXD|SkipD,DeleteNonTerminalR|SkipD|AddTreeWithMult|ReplaceBranchR|SubXD|AddTreeWithSub|DeleteMaliciousR|AddTreeWithDiv|ReplaceBranchR|FellTreeD|AddXD|MutateNonTerminalR|SubXD|AddToLeafR|AddTreeWithMult|AddToLeafR|AddToLeafR|ReplaceBranchR|SkipD|AddTreeWithMult,SkipD,AddToLeafR,84,84,85,85,0
85,x*x*x*x*3*x+1,25,-10,-0.031515663120946696,-0.0000010322111946545172,-0.023882052611201722,0.00002242540877383551,44813.88560000001,8451.348,85134.27279999999,8446.39,-0.2933340249964265,0.0018682476469413368,0.27418390628855643,0.0009805960555340934,2326541.28,211193.63,3732577.88,210883.48,((((x)*(x))*((x)*((x)*(8))))*((3)*((2)+((1)*(x))))),((((9)*(3))+((4)*(2)))*((x)-((0)-((2)*(x))))),AddToLeafR|MutateTerminalR|DeleteMaliciousR|MultXD|SkipD,DeleteNonTerminalR|SkipD|AddTreeWithMult|ReplaceBranchR|SubXD|AddTreeWithSub|DeleteMaliciousR|AddTreeWithDiv|ReplaceBranchR|FellTreeD|AddXD|MutateNonTerminalR|SubXD|AddToLeafR|AddTreeWithMult|AddToLeafR|MultXD|ReplaceBranchR|SkipD|AddTreeWithMult,AddToLeafR,AddTreeWithMult,85,85,86,86,0
86,x*x*x*x*3*x+1,25,-10,-0.02299379112473925,0.0003438083266603043,-0.004778053732204912,0.0013706326540078471,89833.2106,8378.4892,186069.45759999997,8161.543199999999,-0.012629399531044836,0.13473136367121652,0.3830052983518287,0.06746804910694106,2711908.44,204193.91999999998,5215247.08,182812.4,((((x)*(x))*((x)*((x)*(8))))-((2)*((x)+((1)*(x))))),((((6)+(9))*((5)*(x)))*((x)*((x)-((3)*(7))))),AddToLeafR|MutateTerminalR|SkipD|MultXD|SkipD,DeleteNonTerminalR|SkipD|AddTreeWithMult|ReplaceBranchR|SubXD|AddTreeWithSub|DeleteMaliciousR|AddTreeWithDiv|ReplaceBranchR|FellTreeD|AddXD|MutateNonTerminalR|SubXD|AddToLeafR|AddTreeWithMult|AddToLeafR|AddToLeafR|ReplaceBranchR|SkipD|AddTreeWithMult,SkipD,AddTreeWithMult,86,86,87,87,0
87,x*x*x*x*3*x+1,25,-10,-0.022927119014948583,0.000026342025839435476,-0.005582530224243313,0.0002480956388306995,121249.77319999998,8445.563800000002,258561.57519999996,8398.7108,0.6809596403113415,0.012136415399222463,0.8334999881749412,0.006078192462482769,7962392.58,210640.31,16555758.04,208714.04,((((x)*(x))*((x)*((5)*(9))))*((5)*((x)+((1)*(x))))),((((8)*(2))*((x)*(2)))*((7)+((7)+((0)-(x))))),AddToLeafR|MutateTerminalR|SkipD|MultXD|SkipD,DeleteNonTerminalR|SkipD|AddTreeWithMult|ReplaceBranchR|SubXD|AddTreeWithSub|DeleteMaliciousR|AddTreeWithDiv|ReplaceBranchR|FellTreeD|AddXD|MutateNonTerminalR|SubXD|AddToLeafR|AddTreeWithMult|AddToLeafR|AddToLeafR|ReplaceBranchR|SkipD|AddTreeWithMult,SkipD,ReplaceBranchR,87,87,88,88,0
88,x*x*x*x*3*x+1,25,-10,-0.033582804105929134,0.000012073801501843008,-0.0056569488087898365,0.00006069154318808225,79424.8729,8448.5777,205057.93279999998,8438.3052,0.4816716819071341,0.0030257736008731557,0.6882746420648531,0.0020999239252180338,3011471.62,211017.6,10190365.48,210638.92,((((9)*(x))*((x)*((x)*(3))))*((x)+((6)*((9)*(x))))),((((9)*(x))+((4)+(4)))*((8)*((x)-(x)))),AddToLeafR|MutateTerminalR|SkipD|MultXD|SkipD,DeleteNonTerminalR|SkipD|AddTreeWithMult|ReplaceBranchR|SubXD|AddTreeWithSub|DeleteMaliciousR|AddTreeWithDiv|ReplaceBranchR|FellTreeD|AddXD|MutateNonTerminalR|SubXD|AddToLeafR|AddTreeWithMult|AddToLeafR|AddToLeafR|ReplaceBranchR|SkipD|AddTreeWithMult,SkipD,AddTreeWithMult,88,88,89,89,0
89,x*x*x*x*3*x+1,25,-10,-0.017506147481319737,0.000010087303291435186,0.011297859442876588,0.00006479232895181758,138231.40899999999,8448.9969,348251.04639999993,8437.4388,0.5329124522091174,0.003122328758953939,0.7257847134831621,0.0015815096588428228,4512022.68,211119.71,11308276.2,210618.52,((((9)*(x))*((x)*((x)*(3))))*((x)*((6)+((1)*(x))))),((((4)+(3))*((4)*(x)))*((4)-((2)-((5)*(8))))),AddToLeafR|MutateTerminalR|SkipD|MultXD|SkipD,DeleteNonTerminalR|SkipD|AddTreeWithMult|ReplaceBranchR|SubXD|AddTreeWithSub|DeleteMaliciousR|AddTreeWithDiv|ReplaceBranchR|FellTreeD|AddXD|MutateNonTerminalR|SubXD|AddToLeafR|AddTreeWithMult|AddToLeafR|AddToLeafR|ReplaceBranchR|SkipD|AddTreeWithMult,SkipD,AddTreeWithMult,89,89,90,90,0
90,x*x*x*x*3*x+1,25,-10,-0.028932650959729873,0.00000011044014641322162,-0.014286407210966395,0.000009000455323835237,58457.2396,8451.1047,135818.04,8449.2264,-0.04000093147328974,0.00044528967020741514,0.4255779801161075,0.00024418335040521757,2026058.1600000001,211259.91999999998,5070671.88,211184.12,((((x)*(x))*((x)*((x)*(3))))*((7)*((3)+((4)*(x))))),((((0)*(1))+((x)*(5)))*((3)-((x)*(0)))),AddToLeafR|MutateTerminalR|AddTreeWithMult|MultXD|SkipD,DeleteNonTerminalR|SkipD|AddTreeWithMult|ReplaceBranchR|SubXD|AddTreeWithSub|DeleteMaliciousR|AddTreeWithDiv|ReplaceBranchR|FellTreeD|AddXD|MutateNonTerminalR|SubXD|AddToLeafR|AddTreeWithMult|AddToLeafR|AddToLeafR|ReplaceBranchR|SkipD|AddTreeWithMult,AddToLeafR,AddToLeafR,90,90,91,91,0
91,x*x*x*x*3*x+1,25,-10,-0.027119585597784743,-0.000007520420994014524,-0.009667085574297485,0.00003732330169416427,114012.13780000001,8452.727,344130.5632,8443.2424,0.8110709200553873,0.0018343586796933978,0.7724034465113437,0.000927935917317604,8284313.94,211184.71000000002,27957342.52,210890.64,((((x)*(x))*((x)*((9)*(6))))*((7)*((x)+((1)*(x))))),((((7)*(x))+((9)+(x)))*((8)-((0)*((3)-(x))))),AddToLeafR|MutateTerminalR|SkipD|MultXD|SkipD,DeleteNonTerminalR|SkipD|AddTreeWithMult|ReplaceBranchR|SubXD|AddTreeWithSub|DeleteMaliciousR|AddTreeWithDiv|ReplaceBranchR|FellTreeD|AddXD|MutateNonTerminalR|SubXD|AddToLeafR|AddTreeWithMult|AddToLeafR|AddToLeafR|ReplaceBranchR|SkipD|AddTreeWithMult,SkipD,ReplaceBranchR,91,91,92,92,0
92,x*x*x*x*3*x+1,25,-10,-0.02607327015130353,0.00007279520227523683,-0.00035612271746233103,0.0006177977661680206,81125.1326,8435.7491,239656.26479999998,8320.6008,0.43849454789719516,0.030872659839017942,0.6155414447309224,0.015416356540918275,3303159.12,209641.16,9406774.2,204755.48,((((x)*(x))*((9)*((x)*(3))))*((x)*((5)+((1)*(x))))),((((x)*(6))+((2)*(6)))*((7)*((x)-(x)))),AddToLeafR|MutateTerminalR|SkipD|MultXD|SkipD,DeleteNonTerminalR|SkipD|AddTreeWithMult|ReplaceBranchR|SubXD|AddTreeWithSub|DeleteMaliciousR|AddTreeWithDiv|ReplaceBranchR|FellTreeD|AddXD|MutateNonTerminalR|SubXD|AddToLeafR|AddTreeWithMult|AddToLeafR|AddToLeafR|ReplaceBranchR|SkipD|AddTreeWithMult,SkipD,AddTreeWithMult,92,92,93,93,0
93,x*x*x*x*3*x+1,25,-10,-0.03172678805480168,0.000020635594757135172,-0.019003241186265313,0.00009868505127363019,43698.7332,8446.7685,110903.93519999999,8430.278,-0.44739114967848076,0.008325705160305267,0.2299120890954928,0.004164251706382536,1617770.84,210838.88,2918855.08,209519.16,((((9)*(x))*((x)*((x)*(3))))*((x)+((3)+((7)*(x))))),((((5)*(9))+((6)*(1)))*((x)*((4)-(x)))),AddToLeafR|MutateTerminalR|SkipD|MultXD|SkipD,DeleteNonTerminalR|SkipD|AddTreeWithMult|ReplaceBranchR|SubXD|AddTreeWithSub|DeleteMaliciousR|AddTreeWithDiv|ReplaceBranchR|AddTreeWithMult|AddXD|MutateNonTerminalR|SubXD|AddToLeafR|AddTreeWithMult|AddToLeafR|AddToLeafR|ReplaceBranchR|SkipD|AddTreeWithMult,SkipD,AddTreeWithMult,93,93,94,94,0
94,x*x*x*x*3*x+1,25,-10,-0.021488540281186408,0.0004625647202094108,0.007821359946524394,0.001962209068422584,143397.3586,8353.4246,435072.9168,8036.5560000000005,0.7321896263923006,0.18901902799247627,0.7410990880227724,0.0944964911529024,6356107.08,201290.16,19722742.36,171342.6,((((x)*(5))*((x)*((x)*(x))))*(((3)*(x))+((9)*((x)+(x))))),((((3)*(3))*((8)*(x)))*((x)*((x)-((2)*(1))))),AddToLeafR|MutateTerminalR|SkipD|MultXD|AddXD,DeleteNonTerminalR|SkipD|AddTreeWithMult|ReplaceBranchR|SubXD|AddTreeWithSub|DeleteMaliciousR|AddTreeWithDiv|ReplaceBranchR|FellTreeD|AddXD|MutateNonTerminalR|SubXD|AddToLeafR|AddTreeWithMult|AddToLeafR|AddToLeafR|ReplaceBranchR|SkipD|AddTreeWithMult,MultXD,AddTreeWithMult,94,94,95,95,0
95,x*x*x*x*3*x+1,25,-10,-0.030784906724877437,-0.00001592776070666526,-0.016166730083842062,0.00003896663261993087,48673.708,8454.5355,125886.2592,8442.8952,-0.012629399531044836,0.0023165664985786622,0.42124242256569616,0.0011456417532340031,2111251.08,211151.32,5215247.08,210788.76,((((x)*(x))*((x)*((x)*(2))))*((3)*((x)+((1)*(x))))),(((x)*(9))*((9)-(x))),AddToLeafR|MutateTerminalR|SkipD|MultXD|AddTreeWithDiv,DeleteNonTerminalR|SkipD|AddTreeWithMult|ReplaceBranchR|SubXD|AddTreeWithMult|DeleteMaliciousR|AddTreeWithDiv|ReplaceBranchR|FellTreeD|AddXD|MutateNonTerminalR|SubXD|AddToLeafR|AddTreeWithMult|AddToLeafR|AddToLeafR|ReplaceBranchR|SkipD|AddTreeWithMult,AddToLeafR,AddTreeWithMult,95,95,96,96,0
96,x*x*x*x*3*x+1,25,-10,-0.023564434633782196,0.0003257984143575459,-0.009745067298815706,0.002630418100426542,91835.9334,8382.294100000001,179901.26000000004,7895.378,0.2940694102850457,0.13153425199570995,0.4930777446825838,0.06589231672928962,4219708.279999999,204370.19,7482258.28,183487.88,((((x)*(x))*((x)*((3)*(3))))*((x)*((x)+((1)*(x))))),((((x)*(4))*((6)*(x)))*((7)*((8)+((6)-(x))))),AddToLeafR|MutateTerminalR|SkipD|MultXD|SkipD,DeleteNonTerminalR|SkipD|AddTreeWithMult|ReplaceBranchR|SubXD|AddTreeWithMult|DeleteMaliciousR|AddTreeWithDiv|ReplaceBranchR|FellTreeD|AddXD|MutateNonTerminalR|SubXD|AddToLeafR|AddTreeWithMult|AddToLeafR|AddToLeafR|ReplaceBranchR|SkipD|AddTreeWithMult,SkipD,AddTreeWithMult,96,96,97,97,0
97,x*x*x*x*3*x+1,25,-10,-0.02660965969015083,0.00003902164548140599,-0.01606850706504741,0.00019942615944286069,71008.25036,8442.8873,127529.37039999999,8408.9936,0.13564104891536363,0.016822559071404525,0.2825889299415411,0.008969672484879747,3809912.4800000004,210543.4,6110835.08,207723.96,((((x)*(x))*((x)*((x)*(3))))+((4)*((x)+((1)*(x))))),(((x)*((9)*(7)))*((5)*((2)-(x)))),AddToLeafR|AddRandomSubTreeR|SkipD|MultXD|SkipD,DeleteNonTerminalR|SkipD|AddTreeWithMult|ReplaceBranchR|SubXD|AddTreeWithMult|DeleteMaliciousR|AddTreeWithDiv|ReplaceBranchR|FellTreeD|AddXD|MutateNonTerminalR|SubXD|AddToLeafR|AddTreeWithMult|AddToLeafR|AddToLeafR|ReplaceBranchR|SkipD|AddTreeWithMult,SkipD,AddTreeWithMult,97,97,98,98,0
98,x*x*x*x*3*x+1,25,-10,-0.021805175135570724,-0.000005335929820343664,0.0044325158898904085,0.0000007194305896240051,124222.1174,8452.2561,347162.0344,8450.976,0.7204559761969316,0.00003029181429992911,0.7189321151965602,0.00005488154207073241,6046705.319999999,211284.97999999998,18894895.08,211271.8,((((x)*(x))*((x)*((x)*(x))))*((x)+((5)+((7)*(x))))),(((7)-((2)+(4)))*((x)-((0)*(0)))),AddTreeWithMult|MutateTerminalR|SkipD|MultXD|SkipD,DeleteNonTerminalR|SkipD|AddTreeWithMult|ReplaceBranchR|SubXD|AddTreeWithMult|DeleteMaliciousR|AddTreeWithDiv|ReplaceBranchR|FellTreeD|AddXD|MutateNonTerminalR|SubXD|AddToLeafR|AddTreeWithMult|AddToLeafR|AddToLeafR|ReplaceBranchR|SkipD|AddTreeWithMult,SkipD,AddTreeWithMult,98,98,99,99,0
99,x*x*x*x*3*x+1,25,-10,-0.016573929173271443,-0.000002139809415531386,0.022474801041351578,0.0000012116725719971644,179971.19439999998,8451.5802,554932.0576,8450.872,0.7204559761969316,0.00003029181429992911,0.7189321151965602,0.00005488154207073241,6046705.319999999,211284.97999999998,18894895.08,211271.8,((((x)*(x))*((x)*((x)*(x))))*((x)+((5)+((7)*(x))))),(((7)-((2)+(4)))*((x)-((0)*(0)))),AddToLeafR|MutateTerminalR|SkipD|MultXD|SkipD,DeleteNonTerminalR|SkipD|AddTreeWithMult|ReplaceBranchR|SubXD|AddTreeWithMult|DeleteMaliciousR|AddTreeWithDiv|ReplaceBranchR|FellTreeD|AddXD|MutateNonTerminalR|SubXD|AddToLeafR|AddTreeWithMult|AddToLeafR|AddToLeafR|ReplaceBranchR|SkipD|AddTreeWithMult,SkipD,AddTreeWithMult,99,99,99,99,0
