gen,specEquation,range,seed,topAEquation,topPEquation,correlation,covariance,AMean,PMean,AStd,PStd,AVar,PVar,ASkew,PSkew,AExKur,PExKur,topAMean,topPMean,topABest,topPBest,topAMeanDelta,topPMeanDelta,topABestDelta,topPBestDelta,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
23,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((((2)-((x)*(x)))*((x)+((x)*(x))))-(((0)*(6))+((1)+((x)-(x))))),((((x)*(x))*((2)*(x)))+((x)-((5)-((0)+(6))))),-0.12876670361798412,-0.000032341921104069084,-0.9427108380030693,-0.041225122911249926,0.20696558648579716,0.13853175562482187,0.00009662369604683674,0.0006528912142843473,1.3388425230780836,-0.047348189400796534,1.1877026372817947,-0.8597878955924032,-0.9136944521977082,0.01039971091566036,0.5780194908043255,0.786850206650991,1010.7704288738325,638.185492850249,24274.215965139272,136.45911068480876,SubXD|DeleteTerminalR|FellTreeD|ReplaceBranchXR|AddToLeafR|DeleteNonTerminalR|AddTreeWithMult|SkipD|AddTreeWithSub|AddTreeWithMult|AddXD|ReplaceBranchXR|FellTreeD|MutateTerminalR|MutateNonTerminalR|ReplaceBranchR,AddXD|AddTreeWithMult|DeleteTerminalR|DeleteTerminalR|DivXD|ReplaceBranchR|AddTreeWithSub|AddToLeafX|ReplaceBranchXR|SubXD|SkipD|ReplaceBranchR|AddXD|AddTreeWithMult|ReplaceBranchXR|MutateNonTerminalR,FellTreeD,DeleteTerminalR,0,0,1,1,2
24,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((((x)*(x))*((x)+(4)))*(((3)-(x))*((6)*(6))))*(((9)+((4)+(x)))/((x)-((0)-((x)-(x)))))),(((1)+((x)*(2)))*((x)*(x))),0.0669812165414906,0.0000231567287800268,-0.9373854426973696,-0.10217930036593133,0.22329033197741832,0.31797591430913225,0.000040201585931180904,0.0029730702405241236,3.4492333327104863,-0.4516203333349454,12.181584951386961,0.3864823824050103,-0.9100323791658695,0.007742439476472311,0.8472726730535762,0.8088004252403622,3357.8005477066235,743.516791325122,174841.43319711785,122.40651761877533,SubXD|DeleteTerminalR|FellTreeD|ReplaceBranchXR|AddToLeafR|DeleteNonTerminalR|AddTreeWithMult|SkipD|AddTreeWithSub|AddTreeWithMult|AddXD|ReplaceBranchXR|FellTreeD|MutateTerminalR|MutateNonTerminalR|ReplaceBranchR,AddXD|AddTreeWithMult|DeleteTerminalR|DeleteTerminalR|DivXD|ReplaceBranchR|AddTreeWithSub|AddToLeafX|ReplaceBranchXR|SubXD|SkipD|ReplaceBranchR|AddXD|AddTreeWithMult|ReplaceBranchXR|MutateNonTerminalR,AddTreeWithMult,ReplaceBranchR,0,0,2,3,2
25,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((x)*(x)),(((5)+(x))*((x)*(x))),-0.2842374997643928,-0.00000031502337334718327,-0.9375458933665776,0.03197595062485849,0.0004896996154070047,0.1386119255483198,0.000000008960705727605952,0.0001370820503588606,0.15916953422521735,0.3262109298002014,-0.655795801290302,-0.09232121818083794,-0.9373412930087295,0.05834097210659478,-0.9361150957943566,0.6125499338365126,641.8285505865665,602.8976090040424,654.3887903142052,248.04664659875755,SubXD|DeleteTerminalR|FellTreeD|ReplaceBranchXR|AddToLeafR|DeleteNonTerminalR|AddTreeWithMult|SkipD|AddTreeWithSub|AddTreeWithMult|AddXD|ReplaceBranchXR|FellTreeD|MutateTerminalR|MutateNonTerminalR|ReplaceBranchR,AddXD|AddTreeWithMult|DeleteTerminalR|DeleteTerminalR|DivXD|ReplaceBranchR|AddTreeWithSub|AddToLeafX|ReplaceBranchXR|SubXD|SkipD|ReplaceBranchR|AddXD|AddTreeWithMult|ReplaceBranchXR|MutateNonTerminalR,FellTreeD,AddXD,0,0,2,1,2
26,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((8)-((x)*(7)))*((8)-(x))),((0)/((x)+(x))),NaN,0,-0.9360457933367934,0.007431229866751974,0.014322350314234742,0,0.0000031047451829999193,0,0.05416381923599842,+Inf,0.09659296659809824,+Inf,-0.931259634345114,0.007431229866751975,-0.89300472113188,0.007431229866751976,704.1244764468668,634.9167705735576,1095.9789637072827,634.9167705735576,SubXD|DeleteTerminalR|FellTreeD|ReplaceBranchXR|AddToLeafR|DeleteNonTerminalR|AddTreeWithMult|SkipD|AddTreeWithSub|AddTreeWithMult|AddXD|ReplaceBranchXR|FellTreeD|MutateTerminalR|MutateNonTerminalR|ReplaceBranchR,AddXD|AddTreeWithMult|DeleteTerminalR|DeleteTerminalR|DivXD|ReplaceBranchR|AddTreeWithSub|AddToLeafX|ReplaceBranchXR|SubXD|SkipD|ReplaceBranchR|AddXD|AddTreeWithMult|ReplaceBranchXR|MutateNonTerminalR,FellTreeD,ReplaceBranchXR,0,0,1,2,2
27,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((((9)*(3))*((1)+(7)))*((x)/((2)/((7)*(x))))),(((x)*(5))*((9)+(7))),0.018913715498559757,0.000004096519225038811,-0.9495957309498868,-0.201600614542301,0.21039536718163485,0.3183772110163579,0.000020248557446682388,0.0023167661655707364,2.2148955681644473,-0.43698629414126844,10.125983119444841,-0.05927788540724377,-0.9264212583571412,-0.10220520533337228,0.7011560926682477,0.5514940606563927,NaN,NaN,34276.241750259345,287.1347921950402,SubXD|DeleteTerminalR|FellTreeD|ReplaceBranchXR|AddToLeafR|DeleteNonTerminalR|AddTreeWithMult|SkipD|AddTreeWithSub|AddTreeWithMult|AddXD|ReplaceBranchXR|FellTreeD|MutateTerminalR|MutateNonTerminalR|ReplaceBranchR,AddXD|AddTreeWithMult|DeleteTerminalR|DeleteTerminalR|DivXD|ReplaceBranchR|AddTreeWithSub|AddToLeafX|ReplaceBranchXR|SubXD|SkipD|ReplaceBranchR|AddXD|AddTreeWithMult|ReplaceBranchXR|MutateNonTerminalR,ReplaceBranchXR,ReplaceBranchR,0,0,3,1,2
28,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((((x)*(5))*((6)*((x)+(2))))*(((x)*(x))*((x)*((8)*(x)))))*((((x)-(8))-((5)-(2)))+(((8)/(4))+((5)-((1)+(x)))))),(((((6)/(x))*((4)+(2)))-(((x)*(0))+((4)*((x)*(x)))))*(((9)+((6)-(6)))-(((x)/(7))-((6)*((x)/(x)))))),-0.05828743469272231,-0.00013611185673280494,-0.8965354571800923,-0.4470124892347759,0.5591186107280558,0.4527724156619527,0.0017335073820459932,0.003145693011611431,0.6350978836299783,-0.2325942760281458,0.11282809292304252,-0.0326223929814935,-0.7846672517292056,-0.3047254676883127,0.9999703478119638,0.5905144201358165,NaN,NaN,345446548.52387786,262.15384584035553,SubXD|DeleteTerminalR|FellTreeD|ReplaceBranchXR|AddToLeafR|DeleteNonTerminalR|AddTreeWithMult|SkipD|AddTreeWithSub|AddTreeWithMult|AddXD|ReplaceBranchXR|FellTreeD|MutateTerminalR|MutateNonTerminalR|ReplaceBranchR,AddXD|AddTreeWithMult|DeleteTerminalR|DeleteTerminalR|DivXD|ReplaceBranchR|AddTreeWithSub|AddToLeafX|ReplaceBranchXR|SubXD|SkipD|ReplaceBranchR|AddXD|AddTreeWithMult|ReplaceBranchXR|MutateNonTerminalR,AddTreeWithMult,DeleteTerminalR,0,0,3,1,2
29,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((((x)-(2))*((5)*(x)))+(((x)*(3))*((x)*((6)-(8)))))-(((0)+((x)+(x)))*(((6)+(9))+((2)/((1)-(x)))))),(((x)-(0))/((x)/(x))),0.10998995104209448,0.0000822642256216809,-0.9306042260265821,-0.08949678377207777,0.3729105488475813,0.12498732636540098,0.0004086979814851887,0.001368716546720245,1.39898818276455,-0.2203950627632219,1.9792909670244447,-0.6388546748778032,-0.858760442210265,-0.015782757490374385,0.9729030272705191,0.005527181038979077,NaN,1142.2709959211754,378021.7855166847,636.6643586345599,SubXD|DeleteTerminalR|FellTreeD|ReplaceBranchXR|AddToLeafR|DeleteNonTerminalR|AddTreeWithMult|SkipD|AddTreeWithSub|AddTreeWithMult|AddXD|ReplaceBranchXR|FellTreeD|MutateTerminalR|MutateNonTerminalR|ReplaceBranchR,AddXD|AddTreeWithMult|DeleteTerminalR|DeleteTerminalR|DivXD|ReplaceBranchR|AddTreeWithSub|AddToLeafX|ReplaceBranchXR|SubXD|SkipD|ReplaceBranchR|AddXD|AddTreeWithMult|ReplaceBranchXR|MutateNonTerminalR,FellTreeD,AddTreeWithMult,0,0,1,1,2
30,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((9)*(8))-((0)-(x))),((((9)*((8)-(0)))*(((6)/(8))-((0)/(7))))-(((x)*(3))+((0)/((3)-((5)+(x)))))),-0.16004252901520383,-0.0000004732715958128994,-0.9369922383459253,-0.32350716525274026,0.00030286892926098866,0.39301223801480445,0.000000002284572163766971,0.0038277643097111187,-0.04752760420574855,0.11079432851952153,-0.3126678665141198,-0.42196514840435695,-0.9368916210305989,-0.18876273690066303,-0.9357449053790955,0.5894138522958975,646.4346512838443,6254.091451933104,658.1807418094887,262.8584325365187,SubXD|DeleteTerminalR|FellTreeD|ReplaceBranchXR|AddToLeafR|DeleteNonTerminalR|AddTreeWithMult|SkipD|AddTreeWithSub|AddTreeWithMult|AddXD|ReplaceBranchXR|FellTreeD|MutateTerminalR|MutateNonTerminalR|ReplaceBranchR,AddXD|AddTreeWithMult|DeleteTerminalR|DeleteTerminalR|DivXD|ReplaceBranchR|AddTreeWithSub|AddToLeafX|ReplaceBranchXR|SubXD|SkipD|ReplaceBranchR|AddXD|AddTreeWithMult|ReplaceBranchXR|MutateNonTerminalR,FellTreeD,ReplaceBranchXR,0,0,4,1,2
31,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((x)*((6)/(x))),((((0)+(6))*((8)+(5)))*((x)/((2)*(1)))),0.19622854705564474,0.00004311761343697706,-0.966557829178607,-0.1783513160513098,0.02957032464640346,0.27302238617137886,0.000019668403429203247,0.0024547990417184296,0.004228033961302116,0.03258611408135547,-0.5752453137060258,-0.9145110619226107,-0.9580183043902497,-0.07287213473239547,-0.9374256323520962,0.30727378923390275,NaN,NaN,640.9646419438611,443.4853122959341,SubXD|DeleteTerminalR|FellTreeD|ReplaceBranchXR|AddToLeafR|DeleteNonTerminalR|AddTreeWithMult|SkipD|AddTreeWithSub|AddTreeWithMult|AddXD|ReplaceBranchXR|FellTreeD|MutateTerminalR|MutateNonTerminalR|ReplaceBranchR,AddXD|AddTreeWithMult|DeleteTerminalR|DeleteTerminalR|DivXD|ReplaceBranchR|AddTreeWithSub|AddToLeafX|ReplaceBranchXR|SubXD|SkipD|ReplaceBranchR|AddXD|AddTreeWithMult|ReplaceBranchXR|MutateNonTerminalR,AddTreeWithMult,DeleteTerminalR,0,0,5,4,2
32,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((((0)-(7))+((5)/(6)))/((3)/((x)-(x)))),(((x)*(9))*((x)/(x))),-0.07171350588046746,-0.00000019072131944897068,-0.9624477373824066,0.0013893118911315811,0.0268757944634873,0.0056172482520786444,0.000019017246212049973,0.0000003719194979742177,0.26297534057665356,0.2568422971090952,-0.32403466879003107,-0.300120773987393,-0.9518067273334778,0.0028075416177539584,-0.9369007410736541,0.0737719868066859,493.65554810900426,638.2767673950389,646.3412324391784,592.9738377215492,SubXD|DeleteTerminalR|FellTreeD|ReplaceBranchXR|AddToLeafR|DeleteNonTerminalR|AddTreeWithMult|SkipD|AddTreeWithSub|AddTreeWithMult|AddXD|ReplaceBranchXR|FellTreeD|MutateTerminalR|MutateNonTerminalR|ReplaceBranchR,AddXD|AddTreeWithMult|DeleteTerminalR|DeleteTerminalR|DivXD|ReplaceBranchR|AddTreeWithSub|AddToLeafX|ReplaceBranchXR|SubXD|SkipD|ReplaceBranchR|AddXD|AddTreeWithMult|ReplaceBranchXR|MutateNonTerminalR,FellTreeD,ReplaceBranchR,0,0,2,2,2
33,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(0),((((x)*(2))*((0)+(x)))+((1)*((x)+(x)))),0.015140205133769931,0.0000014356097698775325,-0.9464416514376998,-0.07444826175199482,0.0152484382522831,0.25675771713133966,0.000005910321209219952,0.0015212416497473564,0.14577385084160777,-0.715667037886673,-0.6878995565945538,0.9345384099673066,-0.9414062514891728,0.002415436798814695,-0.9374999999999999,0.786919661206908,600.1901808375528,NaN,640.2028758309526,136.4146456783712,SubXD|DeleteTerminalR|FellTreeD|ReplaceBranchXR|AddToLeafR|DeleteNonTerminalR|AddTreeWithMult|SkipD|AddTreeWithSub|AddTreeWithMult|AddXD|ReplaceBranchXR|FellTreeD|MutateTerminalR|MutateNonTerminalR|ReplaceBranchR,AddXD|AddTreeWithMult|DeleteTerminalR|DeleteTerminalR|DivXD|ReplaceBranchR|AddTreeWithSub|AddToLeafX|ReplaceBranchXR|SubXD|SkipD|ReplaceBranchR|AddXD|AddTreeWithMult|ReplaceBranchXR|MutateNonTerminalR,ReplaceBranchXR,AddTreeWithMult,0,0,1,2,2
34,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(0),((((8)+(7))/((1)*(x)))*((6)-((3)+(0)))),NaN,0,-0.9374999999999999,-0.09235339141964669,0,0.14609957771765353,0,0.0013479019789492915,NaN,-0.4144951318344156,NaN,0.9851192710057668,-0.9374999999999999,-0.007784291444532423,-0.9374999999999999,0.582390115560932,640.2028758309526,1137.2196831251154,640.2028758309526,267.3550489933231,SubXD|DeleteTerminalR|FellTreeD|ReplaceBranchXR|AddToLeafR|DeleteNonTerminalR|AddTreeWithMult|SkipD|AddTreeWithSub|AddTreeWithMult|AddXD|ReplaceBranchXR|FellTreeD|MutateTerminalR|MutateNonTerminalR|ReplaceBranchR,AddXD|AddTreeWithMult|DeleteTerminalR|DeleteTerminalR|DivXD|ReplaceBranchR|AddTreeWithSub|AddToLeafX|ReplaceBranchXR|SubXD|SkipD|ReplaceBranchR|AddXD|AddTreeWithMult|ReplaceBranchXR|MutateNonTerminalR,ReplaceBranchXR,AddXD,0,0,2,10,2
35,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((((3)*(2))*((7)*(9)))*((x)*((8)-((x)/(x))))),(((((x)*((x)*(0)))+((x)-((7)*(7))))*(((5)+((7)/(x)))-(((9)-(x))+((0)+(6)))))+((((x)/((x)*(0)))+((x)*((8)+(0))))-(((0)+((7)/(x)))+((0)*((x)/((x)+(x))))))),0.1969511260909795,0.00003934352796049946,-0.9468475930378308,-0.40047259315380457,0.03770635153740809,0.46864333746016396,0.000010600465143320464,0.003764477820673204,-0.6863116166530158,-0.01924452285269974,1.2482420920288653,-0.8250146098835676,-0.9393918139949743,-0.2847191440015895,-0.6980460908805642,0.5449947623309178,NaN,NaN,3092.988175786574,291.29566167389254,SubXD|DeleteTerminalR|FellTreeD|ReplaceBranchXR|AddToLeafR|DeleteNonTerminalR|AddTreeWithMult|SkipD|AddTreeWithSub|AddTreeWithMult|AddXD|ReplaceBranchXR|FellTreeD|MutateTerminalR|MutateNonTerminalR|ReplaceBranchR,AddXD|AddTreeWithMult|DeleteTerminalR|DeleteTerminalR|DivXD|ReplaceBranchR|AddTreeWithSub|AddToLeafX|ReplaceBranchXR|SubXD|SkipD|ReplaceBranchR|AddXD|AddTreeWithMult|ReplaceBranchXR|MutateNonTerminalR,ReplaceBranchXR,AddXD,0,0,1,1,2
36,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((((9)*(9))*((8)*(5)))*((9)-((x)/(x)))),(((((x)+(0))*((9)-(5)))-(((0)-(6))*((2)*(8))))*(((x)+((7)-(3)))+(((0)+(6))+((2)+((x)/(x)))))),-0.01779669387624707,-0.000003417366607989258,-0.9528959061767663,-0.2513437744386331,0.13449723611460035,0.3548875090712888,0.000013669280808172175,0.002697483627697957,0.47160204264851163,-0.5166197197003709,2.1612105750340835,0.2642070833001062,-0.939343430528667,-0.14537498139199778,0.09640670619103527,0.5090529649210785,NaN,NaN,11336.124430623366,314.3057037382051,SubXD|DeleteTerminalR|FellTreeD|ReplaceBranchXR|AddToLeafR|DeleteNonTerminalR|AddTreeWithMult|SkipD|AddTreeWithSub|AddTreeWithMult|AddXD|ReplaceBranchXR|FellTreeD|MutateTerminalR|MutateNonTerminalR|ReplaceBranchR,AddXD|AddTreeWithMult|DeleteTerminalR|DeleteTerminalR|DivXD|ReplaceBranchR|AddTreeWithSub|AddToLeafX|ReplaceBranchXR|SubXD|SkipD|ReplaceBranchR|AddXD|AddTreeWithMult|ReplaceBranchXR|MutateNonTerminalR,AddTreeWithMult,AddTreeWithMult,0,0,3,3,2
37,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((((x)*(5))+((8)*(x)))*(((x)+(5))*((6)*((1)+(7)))))*(((1)*((1)-(3)))+(((5)/(1))+((0)-((x)+(x)))))),((9)*(x)),0.23033272929626336,0.00001569329237362702,-0.939392375198023,0.017642530483840742,0.37427980114776455,0.030745893692619212,0.0003651788634463932,0.000012711921191781651,1.0778197001501146,-0.0164799671784576,0.9092649858864337,-0.8344203298881485,-0.8760180273264134,0.024304893590163745,0.947459104751752,0.07377034044034662,9399.516385783741,624.6620332992999,194957.5842759707,592.9748917300143,SubXD|DeleteTerminalR|FellTreeD|ReplaceBranchXR|AddToLeafR|DeleteNonTerminalR|AddTreeWithMult|SkipD|AddTreeWithSub|AddTreeWithMult|AddXD|ReplaceBranchXR|FellTreeD|MutateTerminalR|MutateNonTerminalR|ReplaceBranchR,AddXD|AddTreeWithMult|DeleteTerminalR|DeleteTerminalR|DivXD|ReplaceBranchR|AddTreeWithSub|AddToLeafX|ReplaceBranchXR|SubXD|SkipD|ReplaceBranchR|AddXD|AddTreeWithMult|ReplaceBranchXR|MutateNonTerminalR,ReplaceBranchXR,ReplaceBranchR,0,0,2,2,2
38,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((9)-((x)-(0))),(0),NaN,0,-0.9373231071420809,0,0.00027723284599395325,0,0.0000000008509182156444842,0,-0.10066182342916492,NaN,-0.481289755916789,NaN,-0.937266603107695,0,-0.9368698678795631,0,642.5936176175697,640.2028758309526,646.6574741614673,640.2028758309526,SubXD|DeleteTerminalR|FellTreeD|ReplaceBranchXR|AddToLeafR|DeleteNonTerminalR|AddTreeWithMult|SkipD|AddTreeWithSub|AddTreeWithMult|AddXD|ReplaceBranchXR|FellTreeD|MutateTerminalR|MutateNonTerminalR|ReplaceBranchR,AddXD|AddTreeWithMult|DeleteTerminalR|DeleteTerminalR|DivXD|ReplaceBranchR|AddTreeWithSub|AddToLeafX|ReplaceBranchXR|SubXD|SkipD|ReplaceBranchR|AddXD|AddTreeWithMult|ReplaceBranchXR|MutateNonTerminalR,FellTreeD,ReplaceBranchXR,0,0,4,3,2
39,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(((x)*((x)*(2)))-((x)+(x))),((((x)*((6)-(4)))/(((2)/(5))+((x)*(x))))+(((0)/((2)+(x)))*((x)+((x)/((5)-(1)))))),-0.21420868798596168,-0.0000036919316732160355,-0.9378183340480049,-0.20921155885880766,0.00610182359577798,0.39675011343589073,0.00000012604424534572555,0.002356731600063817,0.2821023302755608,0.3809489765393793,1.8610311764380358,0.24838401048476255,-0.9367057096612704,-0.07225105965093487,-0.8976193684536097,0.8141280994055919,648.3389871765428,4626.545188218606,1048.709995926212,118.99572529670503,SubXD|DeleteTerminalR|FellTreeD|ReplaceBranchXR|AddToLeafR|DeleteNonTerminalR|AddTreeWithMult|SkipD|AddTreeWithSub|AddTreeWithMult|AddXD|ReplaceBranchXR|FellTreeD|MutateTerminalR|MutateNonTerminalR|ReplaceBranchR,AddXD|AddTreeWithMult|DeleteTerminalR|DeleteTerminalR|DivXD|ReplaceBranchR|AddTreeWithSub|AddToLeafX|ReplaceBranchXR|SubXD|SkipD|ReplaceBranchR|AddXD|AddTreeWithMult|ReplaceBranchXR|MutateNonTerminalR,FellTreeD,ReplaceBranchR,0,0,1,1,2
40,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((3)-((x)*(9))),((((5)+(3))-((0)+((x)*(x))))*(((2)/(x))*((0)+((1)*(x))))),0.013123009867374736,0.0000000532467394321176,-0.9374706661084223,-0.22240323789681335,0.0006837030446637796,0.36670649218305024,0.000000005423154173440894,0.003035758194029542,-0.31474117789719597,-0.2187697315644795,0.3169176555058546,-0.12022206726876306,-0.9373204700647957,-0.11424536688883563,-0.9327849096712378,0.7310508146587706,642.0418451240023,4658.212226698317,688.5007060433724,172.18204190784692,SubXD|DeleteTerminalR|FellTreeD|ReplaceBranchXR|AddToLeafR|DeleteNonTerminalR|AddTreeWithMult|SkipD|AddTreeWithSub|AddTreeWithMult|AddXD|ReplaceBranchXR|FellTreeD|MutateTerminalR|MutateNonTerminalR|ReplaceBranchR,AddXD|AddTreeWithMult|DeleteTerminalR|DeleteTerminalR|DivXD|ReplaceBranchR|AddTreeWithSub|AddToLeafX|ReplaceBranchXR|SubXD|SkipD|ReplaceBranchR|AddXD|AddTreeWithMult|ReplaceBranchXR|MutateNonTerminalR,FellTreeD,DeleteTerminalR,0,0,4,1,2
41,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((x)*((x)*(9))),(((x)*((5)/(3)))/((x)+((x)*(x)))),-0.18772175117804368,-0.0000048417281667238765,-0.9382043126634972,-0.13661524991552348,0.004570170026884882,0.2806642472963933,0.00000035600910934852967,0.001868574858858149,-0.5042011930021335,-0.7300463530757338,-0.12749248386874967,0.09351687080989812,-0.9371895569232099,-0.06564220311924346,-0.9170735237990815,0.8416625062580961,643.3828206396372,3141.9413900376494,849.4362967416818,41.49759029148557,SubXD|DeleteTerminalR|FellTreeD|ReplaceBranchXR|AddToLeafR|DeleteNonTerminalR|AddTreeWithMult|SkipD|AddTreeWithSub|AddTreeWithMult|AddXD|ReplaceBranchXR|FellTreeD|MutateTerminalR|MutateNonTerminalR|ReplaceBranchR,AddXD|AddTreeWithMult|DeleteTerminalR|DeleteTerminalR|DivXD|ReplaceBranchR|AddTreeWithSub|AddToLeafX|ReplaceBranchXR|SubXD|SkipD|ReplaceBranchR|AddXD|AddTreeWithMult|ReplaceBranchXR|MutateNonTerminalR,FellTreeD,ReplaceBranchR,0,0,4,8,2
42,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((0)+(x)),((((x)*(7))*((x)-((x)*(x))))-((x)/((2)/((9)+(5))))),NaN,0,-0.9380159615292172,-0.15715538785709,0,0.2822254257263556,0,0.0014418720403156988,NaN,-0.03619449778950984,NaN,0.577709897538297,-0.9380159615292172,-0.06399959376116302,-0.9380159615292172,0.8064016796277176,634.9177549537858,2661.142827075225,634.9177549537858,123.94220145837728,SubXD|DeleteTerminalR|FellTreeD|ReplaceBranchXR|AddToLeafR|DeleteNonTerminalR|AddTreeWithMult|SkipD|AddTreeWithSub|AddTreeWithMult|AddXD|ReplaceBranchXR|FellTreeD|MutateTerminalR|MutateNonTerminalR|ReplaceBranchR,AddXD|AddTreeWithMult|DeleteTerminalR|DeleteTerminalR|DivXD|ReplaceBranchR|AddTreeWithSub|AddToLeafX|ReplaceBranchXR|SubXD|SkipD|ReplaceBranchR|AddXD|AddTreeWithMult|ReplaceBranchXR|MutateNonTerminalR,ReplaceBranchXR,AddTreeWithMult,0,0,5,2,2
43,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,(0),((((3)*((x)*(3)))-((7)*((9)*(6))))*(((0)+(9))*((x)+((x)/((1)/(9)))))),-0.03512322914384846,-0.0000061939324212234506,-0.9484711161983501,-0.3230599384622924,0.016905590193136755,0.41688310152648406,0.000010739927959456189,0.002895627436908686,-0.5234386608936875,-0.6263043937133583,0.05585275648573784,0.4693620838439232,-0.9423828690885736,-0.22402697093931767,-0.9374999999999999,0.5818325351227095,NaN,NaN,640.2028758309526,267.7120135933803,SubXD|DeleteTerminalR|FellTreeD|ReplaceBranchXR|AddToLeafR|DeleteNonTerminalR|AddTreeWithMult|SkipD|AddTreeWithSub|AddTreeWithMult|AddXD|ReplaceBranchXR|FellTreeD|MutateTerminalR|MutateNonTerminalR|ReplaceBranchR,AddXD|AddTreeWithMult|DeleteTerminalR|DeleteTerminalR|DivXD|ReplaceBranchR|AddTreeWithSub|AddToLeafX|ReplaceBranchXR|SubXD|SkipD|ReplaceBranchR|AddXD|AddTreeWithMult|ReplaceBranchXR|MutateNonTerminalR,FellTreeD,ReplaceBranchXR,0,0,2,4,2
44,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((((6)-(x))-((8)*(7)))/((3)+((6)-(x)))),(((x)*((x)*(x)))-((x)-(x))),-0.01373105860416606,-0.00000043567513524639244,-0.9502397973269036,0.015481038631144469,0.019885025430104272,0.13104208924217625,0.000006936092619251323,0.00014514518196856403,0.22909772165508735,-0.07197853541815738,-0.43034101902644606,-0.6001622760445082,-0.9441740857092742,0.0408857295653748,-0.931430290572172,0.5839530682026624,571.8385739970403,614.1752806784486,702.3764027294134,266.3544422172998,SubXD|DeleteTerminalR|FellTreeD|ReplaceBranchXR|AddToLeafR|DeleteNonTerminalR|AddTreeWithMult|SkipD|AddTreeWithSub|AddTreeWithMult|AddXD|ReplaceBranchXR|FellTreeD|MutateTerminalR|MutateNonTerminalR|ReplaceBranchR,AddXD|AddTreeWithMult|DeleteTerminalR|DeleteTerminalR|DivXD|ReplaceBranchR|AddTreeWithSub|AddToLeafX|ReplaceBranchXR|SubXD|SkipD|ReplaceBranchR|AddXD|AddTreeWithMult|ReplaceBranchXR|MutateNonTerminalR,FellTreeD,ReplaceBranchR,0,0,2,1,2
45,((((x)*(x))*((x)+((2)*(x))))/((3)*((x)*((x)+(5))))),20,-10,((((x)*((x)*(9)))-(((2)+(2))+((2)*(7))))*(((0)+(6))/((0)-((1)-((x)/(x)))))),(((x)*((9)-(x)))*((0)+(x))),0.22884334535489528,0.000056519871334000624,-0.9657732192141469,-0.26062128794027695,0.02901290337009318,0.3701185832547052,0.000017074620645884376,0.0035725201721230355,-0.43945915671768004,-0.402416485253289,1.0152159349307355,0.32656740483058044,-0.9558123541868033,-0.14789307192429657,-0.9211820057400143,0.08188780654933482,NaN,NaN,807.3521054795253,587.7780665825798,SubXD|DeleteTerminalR|FellTreeD|ReplaceBranchXR|AddToLeafR|DeleteNonTerminalR|AddTreeWithMult|SkipD|AddTreeWithSub|AddTreeWithMult|AddXD|ReplaceBranchXR|FellTreeD|MutateTerminalR|MutateNonTerminalR|ReplaceBranchR,AddXD|AddTreeWithMult|DeleteTerminalR|DeleteTerminalR|DivXD|ReplaceBranchR|AddTreeWithSub|AddToLeafX|ReplaceBranchXR|SubXD|SkipD|ReplaceBranchR|AddXD|AddTreeWithMult|ReplaceBranchXR|MutateNonTerminalR,AddTreeWithMult,ReplaceBranchXR,0,0,4,2,2
