gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
83,x*x*x*x*3*x+1,25,-10,-0.0384,-0.00000007525227191267774,-0.0384,0.00000015903202507614308,8451.128,8451.1439,8451.128,8451.0944,-0.96,0.00000416512446624714,0,0.0000014907374019684522,211278.2,211277.68,211278.2,211277.32,(0),((3)*(4)),DeleteNonTerminalR|FellTreeD|DeleteTerminalR|DeleteMaliciousR|MutateNonTerminalR,AddTreeWithDiv|SkipD|SkipD|AddToLeafR|SkipD|DivXD|AddTreeWithAdd|ReplaceBranchR|DeleteMaliciousR|AddTreeWithDiv|MultXD|AddToLeafR|MutateNonTerminalR|AddTreeWithSub|FellTreeD|AddToLeafR|DeleteMaliciousR|DeleteNonTerminalR|MutateTerminalR|ReplaceBranchR,DeleteNonTerminalR,SkipD,82,83,84,84,0
84,x*x*x*x*3*x+1,25,-10,-0.0384,0.0000000866157859102004,-0.0384,0.0000001722846938336363,8451.128,8451.109699999999,8451.128,8451.0916,-0.96,0.00000530106750258402,0,0.0000013207514728268425,211278.2,211277.32,211278.2,211277.08,(0),((3)*(6)),DeleteNonTerminalR|FellTreeD|DeleteTerminalR|DeleteMaliciousR|MutateNonTerminalR,AddTreeWithDiv|SkipD|SkipD|AddToLeafR|SkipD|DivXD|AddTreeWithAdd|ReplaceBranchR|DeleteMaliciousR|AddTreeWithDiv|MultXD|AddToLeafR|MutateNonTerminalR|FellTreeD|FellTreeD|AddToLeafR|DeleteMaliciousR|DeleteNonTerminalR|MutateTerminalR|ReplaceBranchR,DeleteNonTerminalR,SkipD,82,84,85,85,0
85,x*x*x*x*3*x+1,25,-10,-0.03840000302918143,0.00000031806589219066126,-0.0384,0.0000015732811052005365,8451.112000000001,8451.060800000001,8451.128,8450.7956,-0.96,0.00006058362859972047,0,0.00002726350935502677,211278.2,211274,211278.2,211265.4,(0),((x)+(x)),DeleteNonTerminalR|FellTreeD|DeleteTerminalR|DeleteMaliciousR|MutateNonTerminalR,AddTreeWithDiv|SkipD|SkipD|AddToLeafR|SkipD|DivXD|AddTreeWithAdd|ReplaceBranchR|DeleteMaliciousR|AddTreeWithDiv|MultXD|AddToLeafR|MutateNonTerminalR|FellTreeD|FellTreeD|AddToLeafR|DeleteMaliciousR|DeleteNonTerminalR|MutateTerminalR|ReplaceBranchR,MutateNonTerminalR,SkipD,84,84,86,86,0
86,x*x*x*x*3*x+1,25,-10,-0.0384,0.00000021914240689270317,-0.0384,0.000000689138775323525,8451.128,8451.0817,8451.128,8450.9824,-0.96,0.00003029181429992911,0,0.000013776372203289992,211278.2,211276.11,211278.2,211271.8,(0),((x)+(0)),DeleteNonTerminalR|FellTreeD|DeleteTerminalR|DeleteMaliciousR|MutateNonTerminalR,AddTreeWithDiv|SkipD|SkipD|AddToLeafR|SkipD|DivXD|AddTreeWithAdd|ReplaceBranchR|DeleteMaliciousR|AddTreeWithDiv|MultXD|AddToLeafR|MutateNonTerminalR|FellTreeD|FellTreeD|AddToLeafR|DeleteMaliciousR|DeleteNonTerminalR|MutateTerminalR|ReplaceBranchR,DeleteNonTerminalR,SkipD,84,84,87,87,0
87,x*x*x*x*3*x+1,25,-10,-0.0384,0.00000005632576123068049,-0.0384,0.000000753508880709979,8451.128,8451.1161,8451.128,8450.968799999999,-0.96,0.00003294234805115225,0,0.00002433421636967446,211278.2,211277.51,211278.2,211271.24,(0),((x)+(6)),DeleteNonTerminalR|FellTreeD|DeleteTerminalR|DeleteMaliciousR|MutateNonTerminalR,AddTreeWithDiv|SkipD|SkipD|AddToLeafR|SkipD|DivXD|AddTreeWithAdd|ReplaceBranchR|DeleteMaliciousR|AddTreeWithDiv|MultXD|AddToLeafR|MutateNonTerminalR|FellTreeD|FellTreeD|AddToLeafR|DeleteMaliciousR|DeleteNonTerminalR|MutateTerminalR|ReplaceBranchR,DeleteNonTerminalR,SkipD,86,84,88,88,0
88,x*x*x*x*3*x+1,25,-10,-0.0384,0.0000008292405352019127,-0.0384,0.0000027811672004039417,8451.128,8450.952800000001,8451.128,8450.5404,-0.96,0.000209013518668767,0,0.00009843703335423759,211278.2,211264.93,211278.2,211234.04,(0),((7)*(x)),DeleteNonTerminalR|FellTreeD|DeleteTerminalR|DeleteMaliciousR|MutateNonTerminalR,AddTreeWithDiv|SkipD|SkipD|AddToLeafR|SkipD|DivXD|AddTreeWithAdd|ReplaceBranchR|DeleteMaliciousR|AddTreeWithDiv|MultXD|AddToLeafR|MutateNonTerminalR|FellTreeD|FellTreeD|AddToLeafR|DeleteMaliciousR|DeleteNonTerminalR|MutateTerminalR|ReplaceBranchR,DeleteNonTerminalR,SkipD,86,88,89,89,0
89,x*x*x*x*3*x+1,25,-10,-0.0384,0.0000007634485918700507,-0.0384,0.0000025577650699427224,8451.128,8450.9667,8451.128,8450.5876,-0.96,0.00017947899972648766,0,0.00009057972093938354,211278.2,211268.94,211278.2,211240.28,(0),((6)*(x)),DeleteNonTerminalR|FellTreeD|DeleteTerminalR|DeleteMaliciousR|AddTreeWithDiv,AddTreeWithDiv|SkipD|SkipD|AddToLeafR|SkipD|DivXD|AddTreeWithAdd|ReplaceBranchR|DeleteMaliciousR|AddTreeWithDiv|MultXD|AddToLeafR|MutateNonTerminalR|FellTreeD|FellTreeD|AddToLeafR|DeleteMaliciousR|DeleteNonTerminalR|MutateTerminalR|ReplaceBranchR,DeleteTerminalR,AddToLeafR,88,88,90,90,0
90,x*x*x*x*3*x+1,25,-10,-0.04100000101314549,0.0000005395729422176595,-0.038400000173546854,0.0000013252668756198323,7922.927148611113,8451.014,8451.127083333333,8450.848,-0.96,0.00011927401880559206,0,0.000051321778429376654,211278.2,211268.56,211278.2,211253,(0),((x)*(x)),DeleteNonTerminalR|FellTreeD|DeleteTerminalR|DeleteMaliciousR|MutateNonTerminalR,AddTreeWithDiv|SkipD|SkipD|AddToLeafR|SkipD|DivXD|AddTreeWithAdd|ReplaceBranchR|DeleteMaliciousR|AddTreeWithDiv|MultXD|AddToLeafR|MutateNonTerminalR|FellTreeD|FellTreeD|AddToLeafR|DeleteMaliciousR|DeleteNonTerminalR|MutateTerminalR|ReplaceBranchR,DeleteMaliciousR,SkipD,90,88,91,91,0
91,x*x*x*x*3*x+1,25,-10,-0.0384,0.00000022434907278579844,-0.0384,0.0000007989466021606991,8451.128,8451.080600000001,8451.128,8450.9592,-0.96,0.00003237437653305268,0,0.000015544935225456775,211278.2,211276.22,211278.2,211271.36,(0),((3)+(x)),DeleteNonTerminalR|FellTreeD|DeleteTerminalR|DeleteMaliciousR|MutateNonTerminalR,AddTreeWithDiv|SkipD|SkipD|AddToLeafR|SkipD|DivXD|AddTreeWithAdd|ReplaceBranchR|DeleteMaliciousR|AddTreeWithDiv|MultXD|AddToLeafR|MutateNonTerminalR|FellTreeD|FellTreeD|AddToLeafR|DeleteMaliciousR|DeleteNonTerminalR|MutateTerminalR|ReplaceBranchR,DeleteMaliciousR,SkipD,90,91,92,92,0
92,x*x*x*x*3*x+1,25,-10,-0.0384,0.00000004922864852963051,-0.0384,0.0000007819074566177123,8451.128,8451.1176,8451.128,8450.9628,-0.96,0.00003351031956925181,0,0.0000173919556999545,211278.2,211276.47,211278.2,211271.12,(0),((x)+(9)),DeleteNonTerminalR|FellTreeD|DeleteTerminalR|DeleteMaliciousR|MutateNonTerminalR,AddTreeWithDiv|SkipD|SkipD|AddToLeafR|SkipD|DivXD|AddTreeWithAdd|ReplaceBranchR|DeleteMaliciousR|AddTreeWithDiv|MultXD|AddToLeafR|MutateNonTerminalR|FellTreeD|FellTreeD|AddToLeafR|DeleteMaliciousR|DeleteNonTerminalR|MutateTerminalR|ReplaceBranchR,DeleteTerminalR,SkipD,90,92,93,93,0
93,x*x*x*x*3*x+1,25,-10,-0.04360000605836285,0.000000983537657474316,-0.0384,0.000003053793529101375,7394.705,8450.9202,8451.128,8450.4828,-0.96,0.000209013518668767,0,0.00009853226701117704,211278.2,211264.97,211278.2,211234.04,(0),((7)*(x)),AddTreeWithAdd|FellTreeD|DeleteTerminalR|DeleteMaliciousR|MutateNonTerminalR,AddTreeWithDiv|SkipD|SkipD|AddToLeafR|SkipD|DivXD|AddTreeWithAdd|ReplaceBranchR|DeleteMaliciousR|AddTreeWithDiv|MultXD|AddToLeafR|MutateNonTerminalR|FellTreeD|FellTreeD|AddToLeafR|DeleteMaliciousR|DeleteNonTerminalR|MutateTerminalR|ReplaceBranchR,FellTreeD,SkipD,93,93,94,94,0
94,x*x*x*x*3*x+1,25,-10,-0.056600000000000004,0.0000011013914983749015,-0.048799999999999996,0.00000394361557416076,4753.7595,8450.8953,6338.346000000001,8450.2948,-0.96,0.00026808255655346347,0,0.00013175569996996554,211278.2,211263.28,211278.2,211221.56,(0),((x)*(9)),AddTreeWithAdd|FellTreeD|DeleteTerminalR|DeleteMaliciousR|MutateNonTerminalR,AddTreeWithDiv|SkipD|SkipD|AddToLeafR|SkipD|DivXD|AddTreeWithAdd|ReplaceBranchR|DeleteMaliciousR|AddTreeWithDiv|MultXD|AddToLeafR|MutateNonTerminalR|AddXD|FellTreeD|AddToLeafR|MutateNonTerminalR|DeleteNonTerminalR|MutateTerminalR|ReplaceBranchR,AddTreeWithAdd,SkipD,93,94,95,95,0
95,x*x*x*x*3*x+1,25,-10,-0.0384,0.0000007388384449071472,-0.0384,0.000005547188493656266,8451.128,8450.971899999999,8451.128,8449.955999999998,-0.96,0.00026808255655346347,0,0.00013253475547524526,211278.2,211263.53999999998,211278.2,211221.56,(0),((x)*(9)),AddTreeWithAdd|FellTreeD|DeleteTerminalR|DeleteMaliciousR|MutateNonTerminalR,AddTreeWithDiv|SkipD|SkipD|AddToLeafR|SkipD|DivXD|AddTreeWithAdd|ReplaceBranchR|DeleteMaliciousR|AddTreeWithDiv|MultXD|AddToLeafR|MutateNonTerminalR|AddXD|FellTreeD|AddToLeafR|MutateNonTerminalR|DeleteNonTerminalR|MutateTerminalR|ReplaceBranchR,AddTreeWithAdd,SkipD,93,94,96,96,0
96,x*x*x*x*3*x+1,25,-10,-0.0384,0.0000007710213358514969,-0.0384,0.00000511363690149132,8451.128,8450.9651,8451.128,8450.0476,-0.96,0.00023854803761118413,0,0.0001173821036354892,211278.2,211265,211278.2,211227.8,(0),((8)*(x)),DeleteNonTerminalR|FellTreeD|DeleteTerminalR|DeleteMaliciousR|MutateNonTerminalR,AddTreeWithDiv|SkipD|SkipD|AddToLeafR|SkipD|DivXD|AddTreeWithAdd|ReplaceBranchR|DeleteMaliciousR|AddTreeWithDiv|MultXD|AddToLeafR|MutateNonTerminalR|AddXD|FellTreeD|AddToLeafR|MutateNonTerminalR|DeleteNonTerminalR|MutateTerminalR|ReplaceBranchR,DeleteNonTerminalR,AddToLeafR,94,94,97,97,0
97,x*x*x*x*3*x+1,25,-10,-0.0384,0.0000007989466021593218,-0.0384,0.0000025520853547617267,8451.128,8450.9592,8451.128,8450.5888,-0.96,0.00017947899972648766,0,0.0000839067080266077,211278.2,211266.59999999998,211278.2,211240.28,(0),((6)*(x)),DeleteNonTerminalR|FellTreeD|DeleteTerminalR|DeleteMaliciousR|MutateNonTerminalR,AddTreeWithDiv|SkipD|SkipD|AddToLeafR|SkipD|DivXD|AddTreeWithAdd|ReplaceBranchR|DeleteMaliciousR|AddTreeWithDiv|MultXD|AddToLeafR|MutateNonTerminalR|AddXD|FellTreeD|AddToLeafR|MutateNonTerminalR|DeleteNonTerminalR|DeleteTerminalR|ReplaceBranchR,DeleteNonTerminalR,SkipD,94,96,98,98,0
98,x*x*x*x*3*x+1,25,-10,-0.0384,0.0000004894039661044145,-0.0384,0.000002786846915586315,8451.128,8451.024599999999,8451.128,8450.5392,-0.96,0.00011927401880559206,0,0.00005837530177050303,211278.2,211271.47,211278.2,211253,(0),((x)*(x)),DeleteNonTerminalR|FellTreeD|DeleteTerminalR|DeleteMaliciousR|MutateNonTerminalR,AddTreeWithDiv|SkipD|SkipD|AddToLeafR|SkipD|DivXD|AddTreeWithAdd|ReplaceBranchR|DeleteMaliciousR|AddTreeWithDiv|MultXD|AddToLeafR|MutateNonTerminalR|AddXD|FellTreeD|AddToLeafR|MutateNonTerminalR|DeleteNonTerminalR|DeleteTerminalR|ReplaceBranchR,DeleteTerminalR,SkipD,97,96,99,99,0
99,x*x*x*x*3*x+1,25,-10,-0.0384,0.0000008576370102871928,-0.0384,0.000004770960752223682,8451.128,8450.9468,8451.128,8450.12,-0.96,0.00011927401880559206,0,0.00005837530177050303,211278.2,211271.47,211278.2,211253,(0),((x)*(x)),DeleteNonTerminalR|FellTreeD|DeleteTerminalR|DeleteMaliciousR|MutateNonTerminalR,AddTreeWithDiv|SkipD|SkipD|AddToLeafR|SkipD|DivXD|AddTreeWithAdd|ReplaceBranchR|DeleteMaliciousR|AddTreeWithDiv|MultXD|AddToLeafR|MutateNonTerminalR|AddXD|FellTreeD|AddToLeafR|MutateNonTerminalR|DeleteNonTerminalR|DeleteTerminalR|ReplaceBranchR,DeleteNonTerminalR,AddToLeafR,98,96,99,99,0
