gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
27,x*x*x*x*3*x+1,25,-10,-0.03943038135974274,-0.03494906092220273,-0.031200668502476835,0.00036464528758764665,16213.587524999999,5316.4196833333335,46477.67300000001,8374.0864,-0.461365445180809,0.018038018120184705,0.6470004653352451,1.1550676776876514,811279.79,121955.445,2845043.48,207467.16,((((x)*(x))*((x)+((3)*(x))))*(((3)*(x))+((0)*((3)*(x))))),((((x)*(3))*((6)*(5)))+((8)*((0)*((x)+(3))))),AddRandomSubTreeR|SkipD|AddTreeWithDiv|MutateNonTerminalR|MultXD,DeleteTerminalR|DeleteMaliciousR|AddTreeWithDiv|DivXD|AddTreeWithSub|AddRandomSubTreeR|AddRandomSubTreeR|AddToLeafR|MultXD|AddXD|DeleteTerminalR|AddTreeWithSub|AddTreeWithMult|MultXD|AddRandomSubTreeR|ReplaceBranchXR|AddRandomSubTreeR|SkipD|AddTreeWithDiv|MutateNonTerminalR,AddRandomSubTreeR,AddRandomSubTreeR,26,26,28,28,4
28,x*x*x*x*3*x+1,25,-10,-0.03255847871867695,-0.0300031620258013,-0.017684908423227515,0.000011473024666058892,240831.44125714287,5774.130308333332,923969.9524,8448.704,0.9418716730716433,0.00040950746456576507,0.917614354874614,0.9999925454849659,23205805.96,77395.5875,90867143.08,211191.68,((((x)*(x))*((x)*((x)*(3))))*((9)*((4)*((x)*(x))))),((((x)*(1))/((2)-(6)))+((6)*((6)*(x)))),AddRandomSubTreeR|SkipD|SubXD|MutateNonTerminalR|MultXD,DeleteTerminalR|DivXD|AddTreeWithDiv|DivXD|AddTreeWithSub|AddRandomSubTreeR|AddRandomSubTreeR|AddToLeafR|MultXD|AddXD|DeleteTerminalR|AddTreeWithSub|AddTreeWithMult|MultXD|AddRandomSubTreeR|ReplaceBranchXR|AddRandomSubTreeR|SkipD|AddTreeWithDiv|MutateNonTerminalR,SubXD,AddRandomSubTreeR,28,28,29,29,4
29,x*x*x*x*3*x+1,25,-10,-0.04220398144391373,-0.015326791734235576,-0.02368988427523825,0.000021045245624993942,NaN,NaN,89514.87559999998,8446.6816,0.22256844109773616,-0.00002764051652929633,0.5703855000429828,0.979808999980121,2062905.94,174766.96,6794109.32,211284.04,((((x)*(x))*((x)*((9)*(x))))*(((3)-(x))+((1)-((x)*(x))))),(((6)-((8)+(8)))-((4)/((2)-(x)))),AddRandomSubTreeR|DeleteMaliciousR|SubXD|MutateNonTerminalR|MultXD,DeleteTerminalR|DeleteMaliciousR|AddTreeWithDiv|DivXD|AddTreeWithSub|AddRandomSubTreeR|AddRandomSubTreeR|AddToLeafR|MultXD|AddXD|DeleteTerminalR|AddTreeWithSub|AddTreeWithMult|MultXD|AddRandomSubTreeR|ReplaceBranchXR|AddRandomSubTreeR|SkipD|AddTreeWithDiv|MutateNonTerminalR,AddRandomSubTreeR,AddRandomSubTreeR,29,26,30,30,4
30,x*x*x*x*3*x+1,25,-10,-0.032522335536747285,-0.02501712146376438,-0.016284645363317182,0.000043158683143311806,39496.6872,6223.401044444444,125263.43600000002,8442.009511111111,-0.024187286714862234,0.00012457508630803833,0.4581099896064482,1.0000622875431542,1543027.62,77388.22,5154198.84,211251.88,((((x)*(3))*((8)*((x)*(x))))*(((3)*(x))+((1)+((x)*(x))))),((((x)*(6))/((8)+(7)))*((9)+((x)*(x)))),AddRandomSubTreeR|DeleteMaliciousR|SubXD|MutateNonTerminalR|MultXD,DeleteTerminalR|DeleteMaliciousR|AddTreeWithDiv|DivXD|AddTreeWithSub|AddRandomSubTreeR|AddRandomSubTreeR|AddToLeafR|ReplaceBranchR|AddXD|DeleteTerminalR|AddTreeWithSub|AddTreeWithMult|MultXD|AddRandomSubTreeR|ReplaceBranchXR|AddRandomSubTreeR|SkipD|AddTreeWithDiv|MutateNonTerminalR,DeleteMaliciousR,AddRandomSubTreeR,29,30,31,31,4
31,x*x*x*x*3*x+1,25,-10,-0.020798162229905735,-0.01999256697105158,0.01326597662214998,0.00003403900639062818,437095.3406,6664.445944791667,1597440.4728,8443.9363,0.9601757055721986,0.000031806405014815366,0.9464978675736957,1.1547018505196405,33445973.46,122022.36,132631477.24,211271.48,((((x)*(4))*((x)*((x)*(x))))*(((3)*(x))+((1)*((x)*(x))))),(((0)/(8))+((2)+(x))),AddRandomSubTreeR|DeleteMaliciousR|SubXD|MutateNonTerminalR|MultXD,DeleteTerminalR|DeleteMaliciousR|AddTreeWithDiv|DivXD|AddTreeWithSub|AddRandomSubTreeR|AddRandomSubTreeR|AddToLeafR|ReplaceBranchR|AddXD|DeleteTerminalR|AddTreeWithSub|AddTreeWithMult|MultXD|AddRandomSubTreeR|ReplaceBranchXR|AddRandomSubTreeR|SkipD|AddTreeWithDiv|MutateNonTerminalR,AddRandomSubTreeR,AddRandomSubTreeR,29,30,32,32,4
32,x*x*x*x*3*x+1,25,-10,-0.03235771471794744,-0.005033928459686628,-0.020296241026692616,0.00023673005544348893,40479.4295,8012.411105248918,104527.25839999999,8401.1121,0.08840951177841899,0.015606768705905409,0.4823227088893236,0.9990158603065754,2430603.2800000003,167027.2068939394,5794219.08,207980.83,((((x)*(x))*((x)*((x)*(6))))*(((x)+(x))+((1)-((x)*(x))))),(((((x)+(3))*((x)+(0)))*(((5)+(5))-((3)*((4)-(8)))))+((((x)/(4))-((7)+(2)))*(((5)/(9))-((7)+((x)*(x)))))),AddRandomSubTreeR|SkipD|SubXD|MutateNonTerminalR|MultXD,DeleteTerminalR|DeleteMaliciousR|AddTreeWithDiv|DivXD|AddTreeWithSub|AddRandomSubTreeR|AddRandomSubTreeR|AddToLeafR|ReplaceBranchR|AddXD|DeleteTerminalR|AddTreeWithSub|AddTreeWithMult|MultXD|AddRandomSubTreeR|ReplaceBranchXR|AddRandomSubTreeR|SkipD|AddTreeWithDiv|MutateNonTerminalR,AddRandomSubTreeR,AddRandomSubTreeR,32,32,33,33,4
33,x*x*x*x*3*x+1,25,-10,-0.03380454070049215,-0.019869891678762838,-0.019284142841556214,0.0005151498769645866,48491.974299999994,6638.526955555555,172491.5736,8342.288088888889,0.6481670611985133,-0.00011433852418862899,0.8064676641220937,0.9999428307379056,3892882.1,77400.84,15012679.08,211302.36,((((x)*(x))*((x)*((x)*(2))))*(((9)*(x))+((0)+((x)*(x))))),(((6)+((6)/(1)))*((9)*((8)-(1)))),AddRandomSubTreeR|DeleteMaliciousR|SubXD|MutateNonTerminalR|MultXD,DeleteTerminalR|DeleteMaliciousR|AddTreeWithDiv|DivXD|DeleteNonTerminalR|AddRandomSubTreeR|AddRandomSubTreeR|AddToLeafR|ReplaceBranchR|AddXD|DeleteTerminalR|AddTreeWithSub|AddTreeWithMult|MultXD|AddRandomSubTreeR|ReplaceBranchXR|AddRandomSubTreeR|SkipD|AddTreeWithDiv|MutateNonTerminalR,AddRandomSubTreeR,AddRandomSubTreeR,29,32,34,34,4
34,x*x*x*x*3*x+1,25,-10,-0.03700438610325154,-0.01994476054384646,-0.0324251836299249,0.00021448623978558495,15822.697800000002,6654.345107142858,40009.8392,8405.811733333334,-0.36279948617509994,0.00007699169467868804,0.2986611970764662,1.1547251143918262,999392.36,122018.10333333333,3365664.44,211261.93333333335,((((x)*(x))*((x)*((4)*(4))))*(((3)*(x))+((1)-((x)*(x))))),((((5)/(3))-((0)+(x)))-((7)+((0)+((x)*(x))))),AddRandomSubTreeR|SkipD|SubXD|MutateNonTerminalR|MultXD,DeleteTerminalR|DeleteMaliciousR|AddTreeWithDiv|DivXD|DeleteNonTerminalR|AddRandomSubTreeR|AddRandomSubTreeR|AddToLeafR|ReplaceBranchR|AddXD|DeleteTerminalR|AddTreeWithAdd|AddTreeWithMult|MultXD|AddRandomSubTreeR|ReplaceBranchXR|AddRandomSubTreeR|SkipD|AddTreeWithDiv|MutateNonTerminalR,AddRandomSubTreeR,AddRandomSubTreeR,33,34,35,35,4
35,x*x*x*x*3*x+1,25,-10,-0.03677528782429991,-0.019989408520095665,-0.031257000258427044,0.00005917221937710806,17032.7846,6663.778251190477,46180.1312,8438.6262,-0.5200052480568275,0.00004468042609224391,0.22044395822031804,1.1547143110818232,789103.22,122020.08,2535310.68,211268.76,((((x)*(x))*((9)+((4)*(x))))*(((3)*(x))*((1)-((x)*(x))))),((((0)-(0))+((x)+(3)))-((9)*((4)/(2)))),AddRandomSubTreeR|SkipD|SubXD|MutateNonTerminalR|MultXD,DeleteTerminalR|DeleteMaliciousR|AddTreeWithDiv|DivXD|DeleteNonTerminalR|AddRandomSubTreeR|AddRandomSubTreeR|AddToLeafR|ReplaceBranchR|AddXD|DeleteTerminalR|AddTreeWithSub|AddTreeWithMult|MultXD|AddRandomSubTreeR|ReplaceBranchXR|AddRandomSubTreeR|SkipD|AddTreeWithDiv|MutateNonTerminalR,AddRandomSubTreeR,AddRandomSubTreeR,35,35,36,36,4
36,x*x*x*x*3*x+1,25,-10,-0.03262991105535598,-0.03436072566394117,-0.016919092531756004,0.005058297750564155,54814.6201,5192.117333333333,185456.88239999997,7382.42,0.6494275889595559,-0.00014386541768765767,0.8057194085340128,0.999928067291156,3917192.53,77402.4,15066659.08,211308.6,((((x)*(x))*((x)*((x)*(9))))+(((8)*(x))+((1)-((x)*(x))))),(((9)*((5)+(8)))*((1)-(3))),AddRandomSubTreeR|SkipD|SubXD|MutateNonTerminalR|MultXD,DeleteTerminalR|DeleteMaliciousR|AddTreeWithDiv|DivXD|DeleteNonTerminalR|AddRandomSubTreeR|AddRandomSubTreeR|ReplaceBranchXR|ReplaceBranchR|AddXD|DeleteTerminalR|AddTreeWithSub|AddTreeWithMult|MultXD|AddRandomSubTreeR|ReplaceBranchXR|AddRandomSubTreeR|SkipD|AddTreeWithDiv|MutateNonTerminalR,SubXD,AddRandomSubTreeR,35,36,37,37,4
37,x*x*x*x*3*x+1,25,-10,-0.03672620592186037,-0.024996543473131305,-0.032325168389355834,0.000016690789679203638,17292.033,6219.007723809524,40538.1152,8447.6016,-0.6590672128028354,0.001296111004353623,0.1475187563062406,1.155077727545099,635919.3,121953.60666666666,1800791.64,211004.36,((((x)*(x))*((x)*((3)+(6))))*(((3)*(x))+((1)+((x)*(x))))),(((5)*((6)-(x)))*((5)*(x))),AddRandomSubTreeR|SkipD|SubXD|MutateNonTerminalR|MultXD,DeleteTerminalR|DeleteMaliciousR|AddTreeWithDiv|DivXD|DeleteNonTerminalR|AddRandomSubTreeR|AddRandomSubTreeR|AddToLeafR|ReplaceBranchR|AddXD|DeleteTerminalR|AddTreeWithSub|AddTreeWithMult|MultXD|AddRandomSubTreeR|ReplaceBranchXR|AddRandomSubTreeR|SkipD|AddTreeWithDiv|MutateNonTerminalR,AddRandomSubTreeR,AddRandomSubTreeR,35,33,38,38,4
38,x*x*x*x*3*x+1,25,-10,-0.025551356561953956,-0.039994799310248734,0.0016276896344663927,0.00003178431088390803,160772.56079999998,4879.805425,557697.4887999999,8444.4127,0.8779499982827358,0.0014133971228457286,0.8477045317235026,1.1550955883761251,12307599.069999998,121950.345,43276976.04,210979.58,((((x)*(x))*((x)*((x)*(3))))*(((x)+(6))+((0)*((x)*(x))))),((((7)/(8))-((0)*(9)))+((1)+((3)*((x)*(x))))),AddRandomSubTreeR|SkipD|SubXD|MutateNonTerminalR|MultXD,DeleteTerminalR|DeleteMaliciousR|AddTreeWithDiv|DivXD|DeleteNonTerminalR|AddRandomSubTreeR|AddRandomSubTreeR|AddToLeafR|ReplaceBranchR|AddXD|DeleteTerminalR|AddTreeWithSub|AddTreeWithMult|MultXD|AddRandomSubTreeR|ReplaceBranchXR|AddRandomSubTreeR|SkipD|AddTreeWithDiv|MutateNonTerminalR,AddRandomSubTreeR,AddRandomSubTreeR,38,37,39,39,4
39,x*x*x*x*3*x+1,25,-10,-0.036498494421099766,-0.03498553458373632,-0.03303913834934224,0.00005598163937405978,18494.7949,5324.125787500001,36766.958000000006,8439.3003,-0.5744261282044243,0.0002113090702212468,0.15740489439524924,0.9999970654977125,1031206.14,77395.11,2247862.04,211233.555,((((x)*(x))*((9)+((2)*(x))))*(((3)*(x))+((1)-((x)*(x))))),((((x)*(7))+((1)+((1)-(5))))/((8)-((4)+((0)-(6))))),AddRandomSubTreeR|SkipD|SubXD|MutateNonTerminalR|MultXD,DeleteTerminalR|DeleteMaliciousR|AddTreeWithDiv|DivXD|DeleteNonTerminalR|AddRandomSubTreeR|AddRandomSubTreeR|AddToLeafR|ReplaceBranchR|AddXD|DeleteTerminalR|AddTreeWithSub|AddTreeWithMult|MultXD|AddRandomSubTreeR|ReplaceBranchXR|AddRandomSubTreeR|SkipD|AddTreeWithDiv|MutateNonTerminalR,MutateNonTerminalR,AddRandomSubTreeR,38,37,40,40,4
40,x*x*x*x*3*x+1,25,-10,-0.02614772572833318,-0.02998996489246675,0.0035629908627407315,0.00003975792377081459,144474.0313,5771.339804357491,515325.5252,8442.728017429965,0.8203179723521555,0.0002640985061565793,0.8526544960750485,1.0001320492530783,7923057.859999999,77380.85043574913,29396123.08,211222.40174299656,((((x)*(4))+((7)*((x)*(x))))*(((3)*(x))+((1)*((x)*(x))))),((((2)*(7))*((x)*((8)/(3))))*(((x)/(8))+((8)+((x)*(x))))),DeleteNonTerminalR|SkipD|SubXD|MutateNonTerminalR|MultXD,DeleteTerminalR|DeleteMaliciousR|AddTreeWithDiv|DivXD|DeleteNonTerminalR|AddRandomSubTreeR|AddRandomSubTreeR|AddToLeafR|ReplaceBranchR|AddXD|DeleteTerminalR|AddTreeWithSub|AddTreeWithMult|MultXD|AddRandomSubTreeR|ReplaceBranchXR|AddRandomSubTreeR|SkipD|AddTreeWithDiv|MutateNonTerminalR,DeleteNonTerminalR,AddRandomSubTreeR,40,39,41,41,4
41,x*x*x*x*3*x+1,25,-10,-0.032016423008216346,-0.0549980952838485,-0.01757213992952486,-0.019992638142505945,60034.39830000001,3541.667575,189924.96319999997,6664.4606,0.6690981888059727,-2,0.780074934995682,0,4438426.510000001,32767,15962303.08,32767,((((x)*(x))*((2)+((4)*(x))))*(((3)*(x))+((1)*((x)*(x))))),((((x)+(6))/((x)/((x)*(1))))+((0)-((x)+((2)*(x))))),DeleteNonTerminalR|SkipD|SubXD|MutateNonTerminalR|MultXD,DeleteTerminalR|DeleteMaliciousR|AddTreeWithDiv|DivXD|DeleteNonTerminalR|AddRandomSubTreeR|AddRandomSubTreeR|AddToLeafR|ReplaceBranchR|AddXD|DeleteTerminalR|AddTreeWithSub|AddTreeWithMult|MultXD|AddRandomSubTreeR|ReplaceBranchXR|AddRandomSubTreeR|SkipD|AddTreeWithDiv|MutateNonTerminalR,SubXD,AddRandomSubTreeR,40,39,42,42,4
42,x*x*x*x*3*x+1,25,-10,-0.030029916157063682,-0.03999606040490828,-0.02158490055748691,-0.01999039360020512,82740.4788,4880.07164962543,194498.89999999997,6663.986377142857,0.7190941872068055,-2,0.8231925167793729,0,7714622.66,32767,18803295.48,32767,((((x)*(x))*((x)*((x)*(8))))*(((3)*(x))-((1)-((x)*(x))))),(((((7)-(9))*((5)*(2)))-(((x)*(1))+((x)+(8))))+(((2)-((1)*(4)))*(((0)/(x))+((x)*((9)*(x)))))),AddRandomSubTreeR|SkipD|SubXD|MutateNonTerminalR|MultXD,DeleteTerminalR|DeleteMaliciousR|AddTreeWithDiv|DivXD|DeleteNonTerminalR|AddRandomSubTreeR|AddRandomSubTreeR|AddToLeafR|ReplaceBranchR|AddXD|SkipD|AddTreeWithSub|AddTreeWithMult|MultXD|AddRandomSubTreeR|ReplaceBranchXR|AddRandomSubTreeR|SkipD|AddTreeWithDiv|MutateNonTerminalR,SkipD,AddRandomSubTreeR,42,41,43,43,4
43,x*x*x*x*3*x+1,25,-10,-0.036312602795745136,-0.014921988038411589,-0.030364440893570658,0.000614020555111975,19476.666100000002,7095.811785717884,50894.5896,8321.398842352943,-0.551274624641823,0.030513701839565106,0.20534666602504445,1.163618166102222,743230.52,120403.00329074264,2370147.24,204831.32,((((x)*(x))*((x)*((x)*(1))))+(((2)*(x))*((1)-((x)*(x))))),((((x)*((6)/(4)))+(((7)*(7))-((0)*(x))))+(((5)*(1))-((x)+((x)*((3)*(7)))))),AddRandomSubTreeR|SkipD|SubXD|MutateNonTerminalR|DeleteNonTerminalR,DeleteTerminalR|DeleteMaliciousR|AddTreeWithDiv|DivXD|DeleteNonTerminalR|AddRandomSubTreeR|AddRandomSubTreeR|AddToLeafR|ReplaceBranchR|AddXD|DeleteTerminalR|AddTreeWithSub|AddTreeWithMult|MultXD|AddRandomSubTreeR|ReplaceBranchXR|AddRandomSubTreeR|SkipD|AddTreeWithDiv|MutateNonTerminalR,MutateNonTerminalR,AddRandomSubTreeR,43,42,44,44,4
44,x*x*x*x*3*x+1,25,-10,-0.02704105980363452,-0.02000077876310634,-0.0012985231681121078,0.0000019585551183242643,178815.3332,6666.180605833334,645886.636,8450.7142,0.8877137495299041,0.000015524554828651683,0.9273843541181336,1.1546961733890684,11890660.12,122023.39875,47040087.08,211274.92,((((x)*(x))*((x)*(x)))*((8)*((7)*((x)*(x))))),(((3)+(6))/((1)*(8))),AddRandomSubTreeR|SkipD|SubXD|MutateNonTerminalR|MultXD,DeleteTerminalR|DeleteMaliciousR|AddTreeWithDiv|DivXD|DeleteNonTerminalR|AddRandomSubTreeR|AddRandomSubTreeR|AddToLeafR|ReplaceBranchR|AddXD|SkipD|AddTreeWithSub|AddTreeWithMult|MultXD|AddRandomSubTreeR|ReplaceBranchXR|AddRandomSubTreeR|SkipD|AddTreeWithDiv|MutateNonTerminalR,AddRandomSubTreeR,AddRandomSubTreeR,42,44,45,45,4
