gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
72,x*x*x*x*3*x+1,25,-10,-0.0405874859385353,0.0000074162906874860676,-0.03640580701653082,0.00001908762948567609,10101.81320952381,8449.561099999999,18984.3656,8447.0952,-0.8251072794069619,0.0009526775597292992,0.0686283778512427,0.00042216201662797196,381039.32,211188.64,923775.48,211076.92,((((x)*((8)*(8)))-((1)*((1)*(x))))*(((x)*(3))*((x)+((1)+(x))))),((x)*((8)*(x))),AddTreeWithSub|AddRandomSubTreeR|AddXD|AddRandomSubTreeR|AddTreeWithMult,ReplaceBranchR|ReplaceBranchXR|MultXD|AddTreeWithAdd|FellTreeD|AddTreeWithAdd|MultXD|MultXD|MutateNonTerminalR|MutateNonTerminalR|MultXD|FellTreeD|MutateTerminalR|MutateNonTerminalR|AddTreeWithDiv|AddToLeafR|MutateTerminalR|ReplaceBranchR|MultXD|ReplaceBranchXR,AddRandomSubTreeR,MultXD,72,71,73,73,1
73,x*x*x*x*3*x+1,25,-10,-0.04333709778003824,0.000005693935982246466,-0.03693121755468337,0.00001579718115735876,8783.374695238095,8449.925,16209.170780952381,8447.7904,-0.9216649214164073,0.0008337821886025321,0.016361797984016664,0.0003926242313506028,290894.82,211224.76,413762.36,211102.04,((((x)*((x)*(x)))*((x)*((x)-(9))))/(((4)-(3))*((x)+((1)+((2)*(5)))))),((x)*((7)*(x))),AddTreeWithSub|AddTreeWithDiv|AddXD|AddRandomSubTreeR|AddXD,ReplaceBranchR|ReplaceBranchXR|ReplaceBranchR|AddTreeWithAdd|FellTreeD|AddTreeWithAdd|MultXD|MultXD|MutateNonTerminalR|MutateNonTerminalR|MultXD|FellTreeD|MutateTerminalR|MutateNonTerminalR|AddTreeWithDiv|AddToLeafR|MutateTerminalR|ReplaceBranchR|MultXD|ReplaceBranchXR,AddXD,MultXD,70,72,74,74,1
74,x*x*x*x*3*x+1,25,-10,-0.0410443976577155,-0.004998091909725767,-0.03811739671727188,0.000006643373523632506,7688.42606984127,8004.446866666666,9943.825822222223,8449.7244,-0.9419482024700662,0.0002987530185320797,0.008698443548377724,1.0000142939500283,237941.716984127,166645.87,306626.98222222226,211215.08,((((x)*((x)*(x)))*((x)*((5)-(5))))+(((8)*(x))/((9)-((0)+((1)+(x)))))),((x)+((6)*(x))),AddTreeWithSub|AddTreeWithDiv|AddXD|AddRandomSubTreeR|AddXD,ReplaceBranchR|ReplaceBranchXR|AddTreeWithDiv|AddTreeWithAdd|FellTreeD|AddTreeWithAdd|MultXD|MultXD|MutateNonTerminalR|MutateNonTerminalR|MultXD|FellTreeD|MutateTerminalR|MutateNonTerminalR|AddTreeWithDiv|AddToLeafR|MutateTerminalR|ReplaceBranchR|MultXD|ReplaceBranchXR,AddXD,MultXD,70,73,75,75,1
75,x*x*x*x*3*x+1,25,-10,-0.037897129528744564,-0.03499696121594692,-0.03548452775534816,0.000009581679510712955,11107.2672,5326.539971428571,23850.521200000003,8449.1036,-0.7935244052628241,0.000209013518668767,0.08695199168512555,1.0001045067593344,402388.42000000004,77383.76000000001,1090594.8,211234.04,((((x)*((x)*(x)))*((x)*((7)+(7))))+(((x)-(8))*((x)+((1)+((7)-(4)))))),((x)*(7)),AddTreeWithSub|AddTreeWithAdd|AddXD|AddRandomSubTreeR|AddToLeafR,ReplaceBranchR|ReplaceBranchXR|AddTreeWithDiv|AddTreeWithAdd|FellTreeD|AddTreeWithAdd|MultXD|MultXD|MutateNonTerminalR|MutateNonTerminalR|MultXD|FellTreeD|MutateTerminalR|MutateNonTerminalR|AddTreeWithDiv|AddToLeafR|MutateTerminalR|ReplaceBranchR|MultXD|ReplaceBranchXR,AddRandomSubTreeR,MultXD,75,73,76,76,1
76,x*x*x*x*3*x+1,25,-10,-0.028405074206853058,-0.00999540882835408,-0.016504462249561935,0.000022934689901751658,75107.26239999999,7557.602,158745.2084,8446.2824,0.5457995287467441,0.0009526775597292992,0.8425753909317221,1.0002184937793994,5476041.01,166581.18,11629127.08,211076.92,((((x)*(x))*((x)*((x)*(3))))*((7)*((8)*((x)+(x))))),((x)*((8)*(x))),AddTreeWithSub|AddTreeWithAdd|AddTreeWithDiv|AddRandomSubTreeR|AddToLeafR,ReplaceBranchR|ReplaceBranchXR|ReplaceBranchR|AddTreeWithAdd|FellTreeD|AddTreeWithAdd|MultXD|MultXD|MutateNonTerminalR|MutateNonTerminalR|MultXD|FellTreeD|MutateTerminalR|MutateNonTerminalR|AddTreeWithDiv|AddToLeafR|MutateTerminalR|ReplaceBranchR|MultXD|ReplaceBranchXR,AddTreeWithDiv,MultXD,76,75,77,77,1
77,x*x*x*x*3*x+1,25,-10,-0.03825500033604982,-0.009987015224476542,-0.03762434166894644,0.00004029947244912307,9217.0097,7555.828599999999,12548.1204,8442.6136,-0.917673535651099,0.0008337821886025321,0.024245014677970272,1.0002582628813015,245916.75999999998,166568.56,434844.68,211102.04,((((1)-((5)-(5)))*((5)+((x)*(x))))*(((x)*(3))*((x)+((9)-((7)+(x)))))),((x)*((7)*(x))),AddTreeWithSub|AddTreeWithAdd|AddXD|AddRandomSubTreeR|AddToLeafR,ReplaceBranchR|ReplaceBranchXR|ReplaceBranchR|AddTreeWithAdd|FellTreeD|AddTreeWithAdd|MultXD|MultXD|MutateNonTerminalR|MutateNonTerminalR|MultXD|FellTreeD|MutateTerminalR|MutateNonTerminalR|AddTreeWithDiv|AddToLeafR|MutateTerminalR|ReplaceBranchR|MultXD|ReplaceBranchXR,AddTreeWithSub,MultXD,76,75,78,78,1
78,x*x*x*x*3*x+1,25,-10,-0.03475803148724877,-0.019994935555125284,-0.023102073156042492,0.000021204743319473487,30985.829899999997,6664.94599375,102446.0416,8446.6479,0.3902433167847054,0.000332499992900356,0.6781992359557782,1.1548040615127622,2300607.22,122003.659375,8662397.88,211207.95,((((x)*((x)*(5)))+((0)-((2)*(x))))*(((x)*(3))*((6)+((7)+((1)*(x)))))),(((x)/((6)+(2)))*((x)*(x))),AddTreeWithSub|AddTreeWithAdd|AddTreeWithDiv|AddRandomSubTreeR|AddToLeafR,ReplaceBranchR|ReplaceBranchXR|ReplaceBranchR|AddTreeWithAdd|FellTreeD|AddTreeWithAdd|MultXD|MultXD|MutateNonTerminalR|MutateNonTerminalR|MultXD|FellTreeD|MutateTerminalR|MutateNonTerminalR|AddTreeWithDiv|AddToLeafR|MutateTerminalR|ReplaceBranchR|MultXD|MultXD,AddTreeWithAdd,MultXD,76,78,79,79,1
79,x*x*x*x*3*x+1,25,-10,-0.03411647660761971,0.000004167053914651405,-0.029169641316520112,0.000020545423048854324,31076.505799999995,8450.2476,57205.46720000001,8446.787199999999,-0.34205498532266937,0.0008337821886025321,0.22382349397278808,0.0004130774707692661,2054488.1999999997,211223.90999999997,3475235.96,211102.04,((((x)*((x)*(8)))*((1)*((1)-(4))))*(((6)+(8))*((x)+((4)+((6)*(x)))))),((x)*((7)*(x))),AddTreeWithSub|AddTreeWithAdd|MultXD|AddRandomSubTreeR|AddToLeafR,ReplaceBranchR|ReplaceBranchXR|ReplaceBranchR|AddTreeWithAdd|FellTreeD|AddTreeWithAdd|MultXD|MultXD|MutateNonTerminalR|MutateNonTerminalR|MultXD|FellTreeD|MutateTerminalR|MutateNonTerminalR|AddTreeWithDiv|AddToLeafR|MutateTerminalR|ReplaceBranchR|MultXD|ReplaceBranchXR,AddToLeafR,MultXD,79,77,80,80,1
80,x*x*x*x*3*x+1,25,-10,-0.030463836879108558,-0.004992550580230234,-0.0031237267434439486,0.000013139074452549481,167331.5117,8003.2761,556987.4247999999,8448.351999999999,0.839319538671453,0.0002987530185320797,0.8742646096666049,1.0001098079164359,8609065.7,166615.59999999998,32872416.2,211215.08,((((x)*((x)*(x)))*((2)+((6)*(x))))*(((3)-(7))*((x)+((8)+((1)*(x)))))),((x)+((6)*(x))),AddTreeWithSub|AddTreeWithAdd|MultXD|AddRandomSubTreeR|AddToLeafR,ReplaceBranchR|ReplaceBranchXR|ReplaceBranchR|AddTreeWithAdd|FellTreeD|AddTreeWithAdd|MultXD|MultXD|MutateNonTerminalR|MutateNonTerminalR|MultXD|FellTreeD|MutateTerminalR|MutateNonTerminalR|AddTreeWithDiv|AddToLeafR|MutateTerminalR|ReplaceBranchR|MultXD|ReplaceBranchXR,MultXD,MultXD,79,77,81,81,1
81,x*x*x*x*3*x+1,25,-10,-0.011779971765826982,0.000015037995160040028,0.018314918339677216,0.0000394323692647918,873459.9267999999,8447.950799999999,2770494.9184000003,8442.7968,0.9601269256193854,0.002659999943202848,0.969473392057755,0.0012288945729895637,47209505.5,211099.97999999998,132469218.44,210716.2,((((x)*((x)*(x)))*((x)*((x)*(x))))-(((4)+(4))*((x)+((1)*(x))))),((x)*((x)*(x))),AddTreeWithSub|AddTreeWithAdd|MultXD|AddRandomSubTreeR|AddToLeafR,ReplaceBranchR|ReplaceBranchXR|ReplaceBranchR|AddTreeWithAdd|FellTreeD|AddTreeWithAdd|MultXD|MultXD|MutateNonTerminalR|MutateNonTerminalR|MultXD|FellTreeD|MutateTerminalR|MutateNonTerminalR|AddTreeWithDiv|AddToLeafR|MutateTerminalR|ReplaceBranchR|MultXD|ReplaceBranchXR,AddToLeafR,MultXD,81,81,82,82,1
82,x*x*x*x*3*x+1,25,-10,-0.018721540844716878,-0.01499209651855547,0.007432882273071152,0.00002614814653539389,215719.21779999998,7110.6241666666665,617270.7344000001,8445.603466666667,0.8201812279545226,0.0010715729308562042,0.9344600980321363,1.0002040440567195,10879533.96,166585.77,29373768.6,211051.8,((((x)*((x)*(x)))*((8)+((x)*(3))))*(((x)*(8))+((3)-((6)*(x))))),((x)*((9)*(x))),AddTreeWithSub|AddTreeWithAdd|MultXD|AddRandomSubTreeR|AddToLeafR,ReplaceBranchR|ReplaceBranchXR|ReplaceBranchR|AddTreeWithAdd|FellTreeD|AddTreeWithAdd|MultXD|MultXD|MutateNonTerminalR|MutateNonTerminalR|MultXD|FellTreeD|MutateTerminalR|MutateNonTerminalR|AddTreeWithDiv|AddToLeafR|MutateTerminalR|ReplaceBranchR|MultXD|ReplaceBranchXR,MultXD,MultXD,81,82,83,83,1
83,x*x*x*x*3*x+1,25,-10,-0.03395945996223599,-0.00999644639153495,-0.020082169533691362,0.000009564640365168591,75372.7302,7557.8211999999985,279072.5624,8449.1072,0.803747374233049,0.0002692184995896626,0.8818736871165246,1.0000944137992462,6886973.72,166620.47999999998,26914060.28,211221.32,((((x)*((x)*(x)))*((x)*((8)+(9))))-(((4)*(x))+((1)*((8)*((3)+(4)))))),((x)+((5)*(x))),AddTreeWithSub|AddTreeWithAdd|MultXD|MutateNonTerminalR|AddToLeafR,ReplaceBranchR|ReplaceBranchXR|ReplaceBranchR|AddTreeWithAdd|FellTreeD|AddTreeWithAdd|MultXD|MultXD|MutateNonTerminalR|MutateNonTerminalR|MultXD|FellTreeD|MutateTerminalR|MutateNonTerminalR|AddTreeWithDiv|AddToLeafR|MutateTerminalR|ReplaceBranchR|MultXD|ReplaceBranchXR,MultXD,MultXD,83,83,84,84,1
84,x*x*x*x*3*x+1,25,-10,-0.0222753230779475,-0.014998148374995867,0.011493766146678533,0.0000062817649904263794,111594.00640000001,7111.9028,343879.99760000006,8449.800799999999,0.6099931878918939,0.00014956583310538342,0.6597145442057835,1.1546742016940765,4753193.26,122027.42000000001,13543237.8,211246.6,((((x)*((3)+(8)))*((x)*((x)*(1))))-(((4)*(8))*((x)-((5)+((1)*(x)))))),((x)+((1)*(x))),AddTreeWithSub|AddTreeWithAdd|MultXD|AddRandomSubTreeR|AddToLeafR,ReplaceBranchR|ReplaceBranchXR|ReplaceBranchR|AddTreeWithAdd|FellTreeD|AddTreeWithAdd|MultXD|MultXD|MutateNonTerminalR|MutateNonTerminalR|MultXD|FellTreeD|MutateTerminalR|MutateNonTerminalR|AddTreeWithDiv|AddToLeafR|MutateTerminalR|ReplaceBranchR|MultXD|ReplaceBranchXR,AddRandomSubTreeR,MultXD,84,83,85,85,1
85,x*x*x*x*3*x+1,25,-10,-0.022420177800209835,-0.009997456785637772,0.008980936465602347,0.000010418490880746501,185462.5274,7558.034680952381,629141.8928,8448.9268,0.8730963262051773,0.00038735657535905553,0.9040017539963013,1.000065858031204,10669539.52,166629.53365079366,41621765.88,211196.36,((((x)*((x)*(x)))*((x)*((9)*(2))))*(((9)*(4))-((4)+((1)*(x))))),((x)+((9)*(x))),AddTreeWithSub|AddTreeWithAdd|MultXD|AddRandomSubTreeR|AddToLeafR,ReplaceBranchR|ReplaceBranchXR|ReplaceBranchR|AddTreeWithAdd|FellTreeD|AddTreeWithAdd|MultXD|MultXD|MutateNonTerminalR|MutateNonTerminalR|MultXD|FellTreeD|MutateTerminalR|MutateNonTerminalR|AddTreeWithDiv|AddToLeafR|MutateTerminalR|ReplaceBranchR|MultXD|ReplaceBranchXR,AddToLeafR,MultXD,84,85,86,86,1
