gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
90,x*x*x*x*3*x+1,25,-10,-0.03839780940958414,0.00000006200355739586476,-0.038390171366473214,0.00000012116725720054293,8462.6986,8451.1149,8503.0424,8451.1024,-0.9590324718783103,0.000003597152948147576,0.00048351454601542666,0.0000009063188798196285,212557.79,211277.61000000002,216388.64,211277.44,((((x)-(7))+((4)-((x)*(x))))*((x)*((9)-((8)+(x))))),((9)-(0)),ReplaceBranchR|MutateNonTerminalR|DeleteNonTerminalR|DivXD|FellTreeD|AddRandomSubTreeR|DeleteNonTerminalR|AddTreeWithDiv|SubXD|AddTreeWithSub|ReplaceBranchR|DeleteNonTerminalR|MultXD|SubXD|AddTreeWithSub|AddTreeWithAdd|DeleteTerminalR|SkipD|AddTreeWithAdd|AddTreeWithMult,DeleteMaliciousR|MutateTerminalR|AddXD|AddTreeWithAdd|AddXD|DivXD|MutateTerminalR|ReplaceBranchXR|AddRandomSubTreeR|ReplaceBranchR|MultXD|FellTreeD|MutateTerminalR|AddToLeafR|ReplaceBranchXR|DeleteTerminalR|MultXD|FellTreeD|ReplaceBranchR|DeleteTerminalR,DeleteNonTerminalR,MutateTerminalR,90,85,91,91,3
91,x*x*x*x*3*x+1,25,-10,-0.040999808330356845,0.00000005301067502515144,-0.038399320251687116,0.0000001249537339874142,7923.94489043002,8451.116800000002,8454.7184,8451.1016,-0.9599648614954123,0.0000034078291087351373,0.000020396401406871466,0.0000014947393887705795,211311.60904300198,211277.74,211463.8,211277.48,((((2)-(4))*((6)+(6)))*((0)+((x)-(x)))),((8)-(0)),MultXD|DeleteNonTerminalR|DeleteNonTerminalR|DivXD|FellTreeD|AddRandomSubTreeR|DeleteNonTerminalR|AddTreeWithDiv|SubXD|AddTreeWithSub|ReplaceBranchR|DeleteNonTerminalR|MultXD|SubXD|AddTreeWithSub|AddTreeWithAdd|DeleteTerminalR|SkipD|AddTreeWithAdd|AddTreeWithMult,DeleteMaliciousR|MutateTerminalR|AddXD|AddTreeWithAdd|AddXD|DivXD|MutateTerminalR|ReplaceBranchXR|AddRandomSubTreeR|ReplaceBranchR|MultXD|FellTreeD|MutateTerminalR|AddToLeafR|ReplaceBranchXR|DeleteTerminalR|MultXD|FellTreeD|ReplaceBranchR|DeleteTerminalR,DeleteNonTerminalR,MutateTerminalR,89,85,92,92,3
92,x*x*x*x*3*x+1,25,-10,-0.038400267737987166,0.00000004827757904121799,-0.03839958672877751,0.00000013252668756391174,8449.713819999999,8451.1178,8453.310879999999,8451.1,-0.9599689205985283,0.0000034078291087351373,0.000014667158511292525,0.0000014114893220637424,211327.1,211277.83000000002,211442.36,211277.48,((((4)+(4))-((9)+(0)))-((x)*((6)*((x)-(x))))),((8)-(0)),MultXD|DeleteNonTerminalR|DeleteNonTerminalR|DivXD|FellTreeD|AddRandomSubTreeR|DeleteNonTerminalR|AddTreeWithDiv|SubXD|AddTreeWithSub|ReplaceBranchR|DeleteNonTerminalR|MultXD|SubXD|AddTreeWithSub|AddTreeWithAdd|DeleteTerminalR|SkipD|AddTreeWithAdd|AddTreeWithMult,DeleteMaliciousR|MutateTerminalR|AddXD|AddTreeWithAdd|AddXD|DivXD|MutateTerminalR|ReplaceBranchXR|AddRandomSubTreeR|ReplaceBranchR|MultXD|FellTreeD|MutateTerminalR|AddToLeafR|ReplaceBranchXR|DeleteTerminalR|MultXD|FellTreeD|ReplaceBranchR|DeleteTerminalR,DeleteNonTerminalR,MutateTerminalR,89,85,93,93,3
93,x*x*x*x*3*x+1,25,-10,-0.03839983585623126,0.00000019358362576099244,-0.038398873977532944,0.000000641807815480058,8451.995,8451.087099999999,8457.0756,8450.9924,-0.959928980841374,0.00003029181429992911,0.00003509219003083452,0.00001440220264516511,211375.31,211276.35,211653.32,211271.8,((((0)+(8))*((5)-(x)))*((7)-((0)+((x)-(x))))),((x)+(0)),MultXD|MutateNonTerminalR|DeleteNonTerminalR|DivXD|FellTreeD|AddRandomSubTreeR|DeleteNonTerminalR|AddTreeWithDiv|SubXD|AddTreeWithSub|ReplaceBranchR|DeleteNonTerminalR|MultXD|ReplaceBranchXR|AddTreeWithSub|AddTreeWithAdd|SubXD|SkipD|AddTreeWithAdd|AddTreeWithMult,DeleteMaliciousR|MutateTerminalR|AddXD|SkipD|AddXD|DivXD|MutateTerminalR|ReplaceBranchXR|AddRandomSubTreeR|ReplaceBranchR|MultXD|FellTreeD|MutateTerminalR|AddToLeafR|ReplaceBranchXR|DeleteTerminalR|MultXD|AddTreeWithDiv|ReplaceBranchR|DeleteTerminalR,DeleteNonTerminalR,MutateTerminalR,93,93,94,94,3
94,x*x*x*x*3*x+1,25,-10,-0.038400032525835605,0.0000001845907433906235,-0.03839935425424867,0.0000006720996297805381,8450.956199999999,8451.089,8454.5388,8450.985999999999,-0.9599633090399293,0.00003029181429992911,0.000014536009037266979,0.000014128324547167025,211379.96,211276.25,211472,211271.8,((((0)/(5))-((6)*((5)*(x))))-((2)+((2)+((5)-(0))))),((x)+(0)),MultXD|MutateNonTerminalR|DeleteNonTerminalR|DivXD|FellTreeD|AddRandomSubTreeR|DeleteNonTerminalR|AddTreeWithDiv|SubXD|AddTreeWithSub|ReplaceBranchR|DeleteNonTerminalR|MultXD|ReplaceBranchXR|AddTreeWithSub|AddTreeWithAdd|SubXD|SkipD|AddTreeWithAdd|AddTreeWithMult,DeleteMaliciousR|MutateTerminalR|AddXD|AddTreeWithAdd|AddXD|DivXD|MutateTerminalR|ReplaceBranchXR|AddRandomSubTreeR|ReplaceBranchR|MultXD|FellTreeD|MutateTerminalR|AddToLeafR|ReplaceBranchXR|DeleteTerminalR|MultXD|FellTreeD|ReplaceBranchR|DeleteTerminalR,DeleteNonTerminalR,MutateTerminalR,93,94,95,95,3
95,x*x*x*x*3*x+1,25,-10,-0.03839998409679749,0.00000029960497581095094,-0.03839977212982693,0.0000009447259584793491,8451.212000000001,8451.0647,8452.3316,8450.928399999999,-0.9599960772100482,0.00003029181429992911,0.0000013181055101297148,0.000013873274087829756,211289.39,211276.18,211298.92,211271.8,((((1)+(0))+((0)-((7)-(4))))*((8)*((3)+((2)-(x))))),((x)+(0)),MultXD|MutateNonTerminalR|DeleteNonTerminalR|DivXD|FellTreeD|AddRandomSubTreeR|DeleteNonTerminalR|AddTreeWithDiv|SubXD|AddTreeWithSub|ReplaceBranchR|DeleteNonTerminalR|MultXD|ReplaceBranchXR|AddTreeWithSub|AddTreeWithAdd|SubXD|SkipD|AddTreeWithAdd|AddTreeWithMult,DeleteMaliciousR|MutateTerminalR|AddXD|AddTreeWithAdd|AddXD|DivXD|MutateTerminalR|ReplaceBranchXR|AddRandomSubTreeR|ReplaceBranchR|MultXD|FellTreeD|MutateTerminalR|AddToLeafR|ReplaceBranchXR|DeleteTerminalR|MultXD|FellTreeD|ReplaceBranchR|DeleteTerminalR,DeleteNonTerminalR,MutateTerminalR,93,95,96,96,3
96,x*x*x*x*3*x+1,25,-10,-0.04100017841878623,0.00000023949465680955495,-0.0383997419894717,0.0000009428327200852246,7921.9901,8451.0774,8452.490800000001,8450.9288,-0.9599941915446081,0.00003029181429992911,0.000002433275147407525,0.000013601812217352088,211291.45,211276.11000000002,211308.88,211271.8,((((0)-(4))+((0)-(2)))*((x)-((1)+((8)*(8))))),((x)-(0)),MultXD|MutateNonTerminalR|DeleteNonTerminalR|DivXD|FellTreeD|AddRandomSubTreeR|DeleteNonTerminalR|AddTreeWithDiv|SubXD|AddTreeWithSub|ReplaceBranchR|DeleteNonTerminalR|MultXD|SubXD|AddTreeWithSub|AddTreeWithAdd|DeleteTerminalR|SkipD|AddTreeWithAdd|AddTreeWithMult,DeleteMaliciousR|MutateTerminalR|AddXD|AddToLeafR|AddXD|DivXD|MutateTerminalR|ReplaceBranchXR|AddXD|ReplaceBranchR|MultXD|FellTreeD|MutateTerminalR|AddToLeafR|ReplaceBranchXR|DeleteTerminalR|MultXD|FellTreeD|ReplaceBranchR|DeleteTerminalR,DeleteNonTerminalR,AddXD,96,96,97,97,3
97,x*x*x*x*3*x+1,25,-10,-0.0384001298887754,0.00000019547686415442806,-0.03839970425091972,0.0000009447259584793491,8450.441933333334,8451.0867,8452.690133333334,8450.928399999999,-0.9599856719718362,0.00003029181429992911,0.000007342073851946194,0.000014289769927411419,211302.84000000003,211276.31,211353.88,211271.8,((((1)+(5))-((4)-(x)))*((3)*((x)-((x)-(x))))),((x)+(0)),MultXD|MutateNonTerminalR|DeleteNonTerminalR|DivXD|FellTreeD|AddRandomSubTreeR|DeleteNonTerminalR|AddTreeWithDiv|SubXD|AddTreeWithSub|ReplaceBranchR|DeleteNonTerminalR|MultXD|SubXD|AddTreeWithSub|AddTreeWithAdd|SubXD|SkipD|AddTreeWithAdd|ReplaceBranchXR,DeleteMaliciousR|MutateTerminalR|AddXD|AddToLeafR|AddXD|DivXD|MutateTerminalR|ReplaceBranchXR|AddRandomSubTreeR|ReplaceBranchR|MultXD|FellTreeD|MutateTerminalR|AddToLeafR|ReplaceBranchXR|DeleteTerminalR|MultXD|FellTreeD|ReplaceBranchR|DeleteTerminalR,DeleteNonTerminalR,MutateTerminalR,97,95,98,98,3
98,x*x*x*x*3*x+1,25,-10,-0.038400058856048566,0.00000019595017375364793,-0.038399471710758616,0.0000006702063913877912,8450.817125,8451.086599999999,8453.918399999999,8450.9864,-0.9599588031325523,0.00003029181429992911,0.000020183452386050776,0.000014468933271852444,211336.08000000002,211276.36,211495.8,211271.8,((((9)*(x))-((5)-((x)+(6))))+(((7)-(0))*((x)-((x)-(x))))),((x)-(0)),MultXD|MutateNonTerminalR|DeleteNonTerminalR|DivXD|FellTreeD|AddRandomSubTreeR|DeleteNonTerminalR|AddTreeWithDiv|SubXD|AddTreeWithSub|ReplaceBranchR|DeleteNonTerminalR|MultXD|SubXD|AddTreeWithSub|AddTreeWithAdd|SubXD|SkipD|AddTreeWithAdd|ReplaceBranchXR,DeleteMaliciousR|MutateTerminalR|AddXD|AddToLeafR|AddXD|DivXD|MutateTerminalR|ReplaceBranchXR|AddRandomSubTreeR|ReplaceBranchR|MultXD|FellTreeD|MutateTerminalR|AddToLeafR|ReplaceBranchXR|DeleteTerminalR|MultXD|FellTreeD|ReplaceBranchR|DeleteTerminalR,DeleteNonTerminalR,MutateTerminalR,97,95,99,99,3
99,x*x*x*x*3*x+1,25,-10,-0.038399852431533404,0.00000019311031616280574,-0.03839893100187337,0.0000006702063913877912,8451.90745,8451.0872,8456.7744,8450.9864,-0.9599588031325523,0.00003029181429992911,0.000020183452386050776,0.000014831340859367754,211336.08000000002,211276.49,211495.8,211271.8,((((9)*(x))-((5)-((x)+(6))))+(((7)-(0))*((x)-((x)-(x))))),((x)+(0)),MultXD|MutateNonTerminalR|DeleteNonTerminalR|DivXD|FellTreeD|AddRandomSubTreeR|DeleteNonTerminalR|AddTreeWithDiv|SubXD|AddTreeWithSub|ReplaceBranchR|DeleteNonTerminalR|MultXD|SubXD|AddTreeWithSub|AddTreeWithAdd|SubXD|SkipD|AddTreeWithAdd|ReplaceBranchXR,DeleteMaliciousR|MutateTerminalR|AddXD|AddToLeafR|AddXD|DivXD|MutateTerminalR|ReplaceBranchXR|AddXD|ReplaceBranchR|MultXD|FellTreeD|MutateTerminalR|AddToLeafR|ReplaceBranchXR|DeleteTerminalR|MultXD|FellTreeD|ReplaceBranchR|DeleteTerminalR,DeleteNonTerminalR,MutateTerminalR,97,98,99,99,3
