gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
63,x*x*x*x*3*x+1,25,-10,-0.037329725035521885,0.00000027739740707690646,-0.033925410799599764,0.0000037997294562348568,14104.2722,8451.0694,32085.7068,8450.3252,-0.5157893999475572,0.0001785323805295632,0.22251981656840653,0.00010550633287490868,794592.18,211270.47,2557578.6,211240.48,(((((x)*(2))+((3)*(9)))-(((3)+(9))*((3)*((x)+(0)))))*(((6)+((8)+(7)))*(((4)+(2))*((x)+((x)*(x)))))),(((x)*((2)+(4)))+((5)-((5)+(1)))),MutateTerminalR|ReplaceBranchXR|MultXD|MutateTerminalR|DeleteTerminalR|MutateNonTerminalR|AddToLeafR|AddToLeafR|AddTreeWithMult|AddToLeafR|SkipD|DeleteMaliciousR|DeleteMaliciousR|AddXD|AddRandomSubTreeR|AddTreeWithMult|MultXD|AddRandomSubTreeR|SkipD|AddToLeafR,SubXD|DeleteMaliciousR|ReplaceBranchR|DeleteTerminalR|FellTreeD|DivXD|ReplaceBranchXR|DeleteMaliciousR|ReplaceBranchXR|MutateNonTerminalR|DeleteMaliciousR|AddTreeWithSub|MutateTerminalR|SkipD|AddToLeafR|MutateTerminalR|AddToLeafR|AddRandomSubTreeR|MutateTerminalR|AddTreeWithAdd,AddToLeafR,DeleteMaliciousR,62,61,64,64,0
64,x*x*x*x*3*x+1,25,-10,-0.027067438112502624,0.000005781010127915047,0.006924287029689714,0.000024032768170120645,108747.63140000001,8449.906599999998,409605.65839999996,8446.0504,0.7527932101329439,0.002094489634993192,0.8563863075808431,0.001045999493314888,5500176.5,211167.16999999998,21366545,210835.68,(((((2)+(5))*((2)*(x)))-(((6)*(7))+((7)*(4))))*(((6)*((8)+(7)))*(((0)+(4))*((x)+((x)*(x)))))),(((3)+((3)+(6)))*((8)*(x))),MutateTerminalR|ReplaceBranchXR|MultXD|MutateTerminalR|DeleteTerminalR|MutateNonTerminalR|AddToLeafR|AddToLeafR|AddTreeWithMult|AddToLeafR|SkipD|DeleteMaliciousR|DeleteMaliciousR|AddXD|AddRandomSubTreeR|AddTreeWithMult|MultXD|AddRandomSubTreeR|SkipD|AddToLeafR,MutateNonTerminalR|DeleteMaliciousR|ReplaceBranchR|DeleteTerminalR|FellTreeD|DivXD|ReplaceBranchXR|DeleteMaliciousR|ReplaceBranchXR|MutateNonTerminalR|DeleteMaliciousR|AddTreeWithSub|FellTreeD|SkipD|AddTreeWithAdd|MutateTerminalR|AddToLeafR|AddRandomSubTreeR|MutateTerminalR|AddTreeWithAdd,AddToLeafR,DeleteMaliciousR,62,64,65,65,0
65,x*x*x*x*3*x+1,25,-10,-0.029416918176007653,0.0000012149916951082494,-0.005167481543750003,0.000006001565708153826,61728.556399999994,8450.8713,207300.57279999997,8449.86,0.47939186585380456,0.00019045978241020507,0.6842467686138715,0.00009215571656712711,3059470.21,211267.13,10145740.44,211237.96,(((((0)-(2))+((0)-(5)))*(((6)*(7))*((3)*(x))))*(((6)+((x)*(5)))+(((x)-(0))+((x)+((x)*(x)))))),(((2)+((4)+(7)))+((x)*(6))),MutateTerminalR|ReplaceBranchXR|MultXD|MutateTerminalR|DeleteTerminalR|MutateNonTerminalR|AddToLeafR|AddToLeafR|AddTreeWithMult|AddToLeafR|SkipD|DeleteMaliciousR|DeleteMaliciousR|AddXD|AddRandomSubTreeR|AddTreeWithMult|MultXD|AddRandomSubTreeR|SkipD|AddToLeafR,SubXD|DeleteMaliciousR|ReplaceBranchR|DeleteTerminalR|FellTreeD|DivXD|ReplaceBranchXR|DeleteMaliciousR|ReplaceBranchXR|MutateNonTerminalR|DeleteMaliciousR|AddTreeWithSub|FellTreeD|SkipD|AddTreeWithAdd|MutateTerminalR|AddToLeafR|AddRandomSubTreeR|MutateTerminalR|AddTreeWithAdd,AddToLeafR,DeleteMaliciousR,65,65,66,66,0
66,x*x*x*x*3*x+1,25,-10,-0.038400998115281186,-0.0000004347911659971556,-0.038384498618409285,0.0000008727828995163975,8445.856,8451.2199,8533.0056,8450.9436,-0.9600047709607522,0.00003710747251739938,0.00001817362599438961,0.000017491036510891413,211165.78,211273.64,211253,211270.36,(((((9)*(1))*((1)*(2)))+(((4)-(8))*((2)*((7)+(0)))))*((((5)*(3))*((2)*(x)))+(((1)*(8))*((0)+((x)*(x)))))),(((3)+((9)+(x)))+((8)*(2))),MutateTerminalR|ReplaceBranchXR|MultXD|MutateTerminalR|DeleteTerminalR|MutateNonTerminalR|AddToLeafR|AddToLeafR|AddTreeWithMult|AddToLeafR|SkipD|DeleteMaliciousR|DeleteMaliciousR|AddXD|AddRandomSubTreeR|AddTreeWithMult|MultXD|AddRandomSubTreeR|SkipD|AddToLeafR,SubXD|DeleteMaliciousR|ReplaceBranchR|DeleteTerminalR|FellTreeD|DivXD|ReplaceBranchXR|DeleteMaliciousR|ReplaceBranchXR|MutateNonTerminalR|DeleteMaliciousR|AddTreeWithSub|FellTreeD|SkipD|AddTreeWithAdd|MutateTerminalR|AddToLeafR|AddRandomSubTreeR|MutateTerminalR|AddTreeWithAdd,AddToLeafR,DeleteMaliciousR,66,66,67,67,0
67,x*x*x*x*3*x+1,25,-10,-0.0361884765773279,0.00000029439967427450254,-0.029492953423495658,0.0000012154590487812807,20132.295199999997,8451.0658,55497.7472,8450.8712,-0.07862211624294423,0.0000352142341235505,0.44063810457332514,0.00001662055931816223,1375530.7599999998,211275.95,4866676.52,211270.76,(((((0)-(6))*((4)*(x)))+(((2)+(x))+((4)*(4))))-(((3)*((7)+(2)))*(((6)*(x))*((8)+((x)*(x)))))),(((7)+((x)+(2)))*((4)+(3))),MutateTerminalR|ReplaceBranchXR|MultXD|MutateTerminalR|DeleteTerminalR|MutateNonTerminalR|AddToLeafR|AddToLeafR|AddTreeWithMult|AddToLeafR|SkipD|DeleteMaliciousR|DeleteMaliciousR|AddXD|AddRandomSubTreeR|AddTreeWithMult|MultXD|AddRandomSubTreeR|SkipD|AddToLeafR,SubXD|DeleteMaliciousR|ReplaceBranchR|DeleteTerminalR|FellTreeD|DivXD|ReplaceBranchXR|DeleteMaliciousR|ReplaceBranchXR|MutateNonTerminalR|DeleteMaliciousR|AddTreeWithSub|FellTreeD|SkipD|AddTreeWithAdd|MutateTerminalR|AddToLeafR|AddRandomSubTreeR|MutateTerminalR|AddTreeWithAdd,AddToLeafR,DeleteMaliciousR,67,66,68,68,0
68,x*x*x*x*3*x+1,25,-10,-0.03842221537290644,0.0000010162045927593136,-0.03839627698456348,0.000003561181418626152,8333.787400000001,8450.9133,8470.792800000001,8450.375600000001,-0.9600106627186336,0.0002464996388648535,0.000010648505390451562,0.00013657178101597468,211162.62,211264.75,211221.88,211226.12,(((((x)-(0))-((2)-(1)))*(((2)*(8))*((9)*((x)*(0)))))*((((0)+(9))*((3)-(6)))-(((0)+(x))+((x)*((8)-(4)))))),(((4)*((0)+(7)))+((x)*(8))),MutateTerminalR|ReplaceBranchXR|MultXD|MutateTerminalR|DeleteTerminalR|MutateNonTerminalR|AddToLeafR|AddToLeafR|AddTreeWithMult|AddToLeafR|SkipD|DeleteMaliciousR|DeleteMaliciousR|AddXD|AddXD|AddTreeWithMult|MultXD|AddRandomSubTreeR|SkipD|AddToLeafR,SubXD|DeleteMaliciousR|ReplaceBranchR|DeleteTerminalR|FellTreeD|DivXD|ReplaceBranchXR|DeleteMaliciousR|ReplaceBranchXR|MutateNonTerminalR|DeleteMaliciousR|AddTreeWithSub|FellTreeD|SkipD|AddTreeWithAdd|MutateTerminalR|AddToLeafR|AddRandomSubTreeR|MutateTerminalR|AddTreeWithAdd,AddToLeafR,DeleteMaliciousR,68,68,69,69,0
69,x*x*x*x*3*x+1,25,-10,-0.035901673774199144,0.0000005012355845629895,-0.033126122581506275,0.0000012590035318378762,21647.174700000003,8451.0221,36307.5112,8450.862000000001,-0.45739462755741006,0.00004051530162599677,0.28197675995739035,0.00001812464726837198,1499894.76,211273.35,2866017.16,211269.64,(((((3)+(9))*((9)*(5)))*(((3)*(9))-((x)+(0))))+(((5)*((4)*(9)))*((8)+((4)+((x)*(x)))))),(((x)+((3)*(3)))+((5)*(6))),MutateTerminalR|ReplaceBranchXR|MultXD|MutateTerminalR|DeleteTerminalR|MutateNonTerminalR|AddToLeafR|AddToLeafR|AddTreeWithMult|AddToLeafR|SkipD|DeleteMaliciousR|DeleteMaliciousR|AddXD|AddRandomSubTreeR|AddTreeWithMult|MultXD|AddRandomSubTreeR|SkipD|AddToLeafR,MutateNonTerminalR|DeleteMaliciousR|ReplaceBranchR|AddTreeWithAdd|FellTreeD|DivXD|ReplaceBranchXR|DeleteMaliciousR|ReplaceBranchXR|MutateNonTerminalR|DeleteMaliciousR|AddTreeWithSub|FellTreeD|SkipD|AddTreeWithAdd|MutateTerminalR|AddToLeafR|AddRandomSubTreeR|MutateTerminalR|AddTreeWithAdd,AddToLeafR,DeleteMaliciousR,66,69,70,70,0
70,x*x*x*x*3*x+1,25,-10,-0.03819282244926358,0.0000013101264510028487,-0.03731233075632034,0.000005768697385724738,9545.4305,8450.851200000001,14196.148000000001,8449.9092,-0.8720664223758059,0.00026808255655346347,0.0485807263900448,0.0001616386586479444,299166.52,211252.66,675739.4,211221.56,((((9)+((3)*(0)))*((0)-((3)*(6))))*(((4)*(7))*((4)+((8)+((x)*(x)))))),(((x)*((3)+(2)))+((x)*(4))),MutateTerminalR|ReplaceBranchXR|MultXD|MutateTerminalR|DeleteTerminalR|MutateNonTerminalR|AddToLeafR|AddToLeafR|AddTreeWithMult|AddToLeafR|SkipD|DeleteMaliciousR|DeleteMaliciousR|AddXD|AddRandomSubTreeR|AddTreeWithMult|MultXD|AddRandomSubTreeR|SkipD|AddToLeafR,MutateNonTerminalR|DeleteMaliciousR|ReplaceBranchR|DeleteTerminalR|FellTreeD|DivXD|ReplaceBranchXR|DeleteMaliciousR|ReplaceBranchXR|MutateNonTerminalR|DeleteMaliciousR|AddTreeWithSub|FellTreeD|SkipD|AddTreeWithAdd|MutateTerminalR|AddToLeafR|AddRandomSubTreeR|MutateTerminalR|AddTreeWithAdd,AddToLeafR,DeleteMaliciousR,66,68,71,71,0
71,x*x*x*x*3*x+1,25,-10,-0.0384305769549343,0.00000132999997160411,-0.03839417230930593,0.000007040953586317354,8289.6219,8450.847,8481.909599999999,8449.6404,-0.9594253642827324,0.0003262049752412355,0.00043495361871864676,0.00015516583479879923,211286.03999999998,211258.3,214313.4,211209.28,((((x)-((6)-(8)))-((3)-((6)*(4))))*(((9)-(4))+((x)+((x)*(x))))),(((6)+((5)*(x)))+((3)-(4))),MutateTerminalR|ReplaceBranchXR|MultXD|MutateTerminalR|DivXD|MutateNonTerminalR|AddToLeafR|AddToLeafR|AddTreeWithMult|AddToLeafR|SkipD|DeleteMaliciousR|DeleteMaliciousR|AddXD|AddRandomSubTreeR|AddTreeWithMult|MultXD|AddRandomSubTreeR|SkipD|AddToLeafR,MutateNonTerminalR|DeleteMaliciousR|ReplaceBranchR|DeleteTerminalR|FellTreeD|DivXD|ReplaceBranchXR|DeleteMaliciousR|ReplaceBranchXR|MutateNonTerminalR|DeleteMaliciousR|AddTreeWithSub|FellTreeD|SkipD|AddTreeWithAdd|MutateTerminalR|AddToLeafR|AddRandomSubTreeR|MutateTerminalR|AddTreeWithAdd,AddToLeafR,DeleteMaliciousR,71,68,72,72,0
72,x*x*x*x*3*x+1,25,-10,-0.04436138853469554,0.000005459154818395569,-0.03422795747239632,0.000017968725594975866,16578.00452222222,8449.974600000001,30487.66888888889,8447.3316,-0.5450447798211079,0.0016215586842372085,0.2206447987150814,0.0007660527514026127,1179844.56,211172.66999999998,2403053,210935.6,(((((x)*(5))*((3)*(5)))*(((3)+(0))*((4)-(7))))-(((8)*((1)*(2)))-((6)*((x)+((x)*(x)))))),(((9)+((x)+(9)))*((6)*(x))),MutateTerminalR|ReplaceBranchXR|MultXD|MutateTerminalR|DeleteTerminalR|MutateNonTerminalR|AddTreeWithSub|AddToLeafR|AddTreeWithMult|AddToLeafR|SkipD|DeleteMaliciousR|DeleteMaliciousR|AddXD|AddRandomSubTreeR|AddTreeWithMult|MultXD|AddRandomSubTreeR|SkipD|AddToLeafR,MutateNonTerminalR|DeleteMaliciousR|ReplaceBranchR|DeleteTerminalR|FellTreeD|DivXD|ReplaceBranchXR|DeleteMaliciousR|ReplaceBranchXR|MutateNonTerminalR|DeleteMaliciousR|AddTreeWithSub|FellTreeD|SkipD|AddTreeWithAdd|MutateTerminalR|AddToLeafR|AddRandomSubTreeR|MutateTerminalR|AddTreeWithAdd,AddToLeafR,DeleteMaliciousR,72,72,73,73,0
73,x*x*x*x*3*x+1,25,-10,-0.05028935957992827,0.0000008093682728779157,-0.03392576671327188,0.000003530889604325672,11676.503219999999,8450.957,32083.82688,8450.382,-0.5140570110877507,0.0002406305998443077,0.2232001307529853,0.00012489859819550734,798336.64,211266.72,2566729,211227.36,(((((x)*(8))*((4)*(2)))-(((3)*(9))-((8)*((2)+(5)))))-((((0)*(4))*((4)*(6)))+(((6)+(0))-((x)+((x)*(x)))))),(((x)*((3)+(5)))+((1)*(3))),MutateTerminalR|ReplaceBranchXR|MultXD|MutateTerminalR|DeleteTerminalR|MutateNonTerminalR|AddToLeafR|AddToLeafR|AddTreeWithMult|AddToLeafR|SkipD|DeleteMaliciousR|DeleteMaliciousR|AddXD|AddRandomSubTreeR|AddTreeWithMult|MultXD|AddRandomSubTreeR|SkipD|AddToLeafR,MutateNonTerminalR|DeleteMaliciousR|ReplaceBranchR|DeleteTerminalR|FellTreeD|DivXD|ReplaceBranchXR|DeleteMaliciousR|ReplaceBranchXR|MutateNonTerminalR|DeleteMaliciousR|AddTreeWithSub|FellTreeD|SkipD|AddTreeWithAdd|MutateTerminalR|AddToLeafR|AddRandomSubTreeR|MutateTerminalR|AddTreeWithAdd,AddToLeafR,DeleteMaliciousR,72,72,74,74,0
74,x*x*x*x*3*x+1,25,-10,-0.033595098840968306,0.0000025071250930345098,-0.019097607456744138,0.0000136521420572525,450502.8645,8450.5983,1777095.3560000001,8448.2436,0.9701711431811328,0.0003263942990806479,0.9650744400108442,0.00015955395034472113,44427382.160000004,211259.78,177075341.24,211209.24,(((((9)+(2))*((x)+(4)))*(((0)+(x))*((3)-((1)*(1)))))*((((x)*(8))*((8)-(2)))*(((0)*(9))+((8)+((x)*(x)))))),(((7)+((x)*(x)))+((3)-(5))),MutateTerminalR|ReplaceBranchXR|MultXD|MutateTerminalR|DeleteTerminalR|MutateNonTerminalR|AddToLeafR|AddToLeafR|AddTreeWithMult|AddToLeafR|SkipD|DeleteMaliciousR|DeleteMaliciousR|AddXD|AddRandomSubTreeR|AddTreeWithMult|MultXD|AddRandomSubTreeR|SkipD|AddToLeafR,MutateNonTerminalR|DeleteMaliciousR|ReplaceBranchR|DeleteTerminalR|FellTreeD|DivXD|ReplaceBranchXR|DeleteMaliciousR|ReplaceBranchXR|MutateNonTerminalR|DeleteMaliciousR|AddTreeWithSub|FellTreeD|SkipD|AddTreeWithAdd|MutateTerminalR|AddToLeafR|AddRandomSubTreeR|MutateTerminalR|AddTreeWithAdd,AddToLeafR,DeleteMaliciousR,72,74,75,75,0
75,x*x*x*x*3*x+1,25,-10,-0.03845020658070733,0.000005611087671631511,-0.03839105437286005,0.00001983167217441545,8185.9391000000005,8449.9425,8498.3784,8446.938,-0.9592241811980602,0.001135564388564522,0.0004604916165229401,0.0005611487272130537,211901.82,211216.08000000002,215376.04,211038.28,((((6)-((9)*(0)))+(((5)*(x))*((2)*(5))))-(((3)*(0))-((x)+((x)*((8)-(0)))))),(((6)+((5)*(x)))+((9)*(8))),MutateTerminalR|ReplaceBranchXR|MultXD|MutateTerminalR|DeleteTerminalR|MutateNonTerminalR|AddToLeafR|AddToLeafR|AddTreeWithMult|AddToLeafR|SkipD|DeleteMaliciousR|DeleteMaliciousR|AddXD|AddRandomSubTreeR|AddTreeWithMult|MultXD|AddRandomSubTreeR|SkipD|AddToLeafR,MutateNonTerminalR|DeleteMaliciousR|ReplaceBranchR|DeleteTerminalR|FellTreeD|DivXD|ReplaceBranchXR|DeleteMaliciousR|ReplaceBranchXR|MutateNonTerminalR|DeleteMaliciousR|AddTreeWithSub|FellTreeD|SkipD|AddTreeWithAdd|MutateTerminalR|AddToLeafR|AddRandomSubTreeR|MutateTerminalR|AddTreeWithAdd,AddToLeafR,DeleteMaliciousR,72,75,76,76,0
76,x*x*x*x*3*x+1,25,-10,-0.022756655837200105,0.0000007085798910822972,-0.00031277659908853005,0.000003924683190223649,2602830.2672999995,8450.9783,6318241.6976,8450.2988,0.9908884418975782,0.00010318149245884081,1.1202670928052265,0.00004285373437889528,246136423.78999996,211269.46,579698328.28,211256.4,(((((9)*(6))*((x)*(9)))-(((7)*(8))*((4)-((5)*(3)))))+((((2)*(3))*((x)-(5)))-(((0)*(x))-((9)+((x)*(x)))))),(((4)*((5)+(7)))+((x)+(5))),MutateTerminalR|ReplaceBranchXR|MultXD|MutateTerminalR|DeleteTerminalR|MutateNonTerminalR|AddTreeWithMult|AddToLeafR|AddTreeWithMult|AddToLeafR|SkipD|DeleteMaliciousR|DeleteMaliciousR|AddXD|AddRandomSubTreeR|AddTreeWithMult|MultXD|AddRandomSubTreeR|SkipD|AddToLeafR,MutateNonTerminalR|DeleteMaliciousR|ReplaceBranchR|DeleteTerminalR|FellTreeD|DivXD|ReplaceBranchXR|DeleteMaliciousR|ReplaceBranchXR|MutateNonTerminalR|DeleteMaliciousR|AddTreeWithSub|FellTreeD|SkipD|AddTreeWithAdd|MutateTerminalR|AddToLeafR|AddRandomSubTreeR|MutateTerminalR|AddTreeWithAdd,AddTreeWithMult,DeleteMaliciousR,76,75,77,77,0
77,x*x*x*x*3*x+1,25,-10,-0.032889892843300364,0.0000003734414546229039,-0.018786470504299692,0.0000012874021077442322,4453725.0298999995,8451.049100000002,17776727.9636,8450.856,0.9970276268438811,0.000048845550558491054,0.9431841565139133,0.000022003076733701427,444756480.86999995,211274.83000000002,1777016115.6,211267.88,(((((6)*(1))*((3)*(2)))*(((x)*(8))-((8)*((2)*(7)))))*(((8)*((x)+(8)))+(((9)*(x))*((x)+((x)*(x)))))),(((0)+((x)+(8)))+((7)*(6))),MutateTerminalR|ReplaceBranchXR|MultXD|MutateTerminalR|DeleteTerminalR|MutateNonTerminalR|AddTreeWithMult|AddToLeafR|AddTreeWithMult|AddToLeafR|SkipD|DeleteMaliciousR|DeleteMaliciousR|AddXD|AddRandomSubTreeR|AddTreeWithMult|MultXD|AddRandomSubTreeR|SkipD|AddToLeafR,MutateNonTerminalR|DeleteMaliciousR|ReplaceBranchR|DeleteTerminalR|FellTreeD|DivXD|ReplaceBranchXR|DeleteMaliciousR|ReplaceBranchXR|MutateNonTerminalR|DeleteMaliciousR|AddTreeWithSub|FellTreeD|SkipD|AddTreeWithAdd|MutateTerminalR|AddRandomSubTreeR|AddRandomSubTreeR|MutateTerminalR|AddTreeWithAdd,AddTreeWithMult,DeleteMaliciousR,76,77,78,78,0
78,x*x*x*x*3*x+1,25,-10,-0.032672774090312134,0.0000027414113491641716,-0.01723724823115275,0.00002014405650938123,129092.4691,8450.5488,481793.3968,8446.872,0.8854614346245202,0.00097312453438171,0.9053564871722874,0.000488177087652311,11837503.579999998,211227.19,46115079.08,211072.6,(((((2)*(9))*((3)-(0)))*(((x)*(5))*((x)*(x))))*(((2)*((2)*(1)))*(((2)+(5))+((x)+((x)*(x)))))),(((7)*((5)*(6)))+((x)+(4))),DeleteNonTerminalR|ReplaceBranchXR|MultXD|MutateTerminalR|DeleteTerminalR|MutateNonTerminalR|AddTreeWithMult|AddToLeafR|AddTreeWithMult|AddToLeafR|SkipD|DeleteMaliciousR|DeleteMaliciousR|AddXD|AddRandomSubTreeR|AddTreeWithMult|MultXD|AddRandomSubTreeR|SkipD|AddToLeafR,MutateNonTerminalR|DeleteMaliciousR|ReplaceBranchR|DeleteTerminalR|FellTreeD|DivXD|ReplaceBranchXR|DeleteMaliciousR|ReplaceBranchXR|MutateNonTerminalR|DeleteMaliciousR|AddTreeWithSub|FellTreeD|SkipD|AddTreeWithAdd|MutateTerminalR|AddRandomSubTreeR|AddRandomSubTreeR|MutateTerminalR|AddTreeWithAdd,AddTreeWithMult,DeleteMaliciousR,78,77,79,79,0
79,x*x*x*x*3*x+1,25,-10,-0.03826612788257378,0.0000002863556516162238,-0.037845248586934194,0.000000721323828016752,9158.234499999999,8451.0675,11381.3,8450.9756,-0.9045164678608584,0.000028019928227393102,0.027731178097093512,0.000006949973019999196,284627.68,211274.37,504339.72,211272.28,(((((4)*(2))-((5)*(5)))*(((x)-(5))*((7)*((3)*(8)))))+((((0)*(3))*((5)*(4)))-(((5)*(0))+((8)+((x)*(x)))))),(((5)+((x)+(3)))-((2)*(5))),MutateTerminalR|ReplaceBranchXR|MultXD|MutateTerminalR|DeleteTerminalR|MutateNonTerminalR|AddTreeWithMult|AddToLeafR|AddTreeWithMult|AddToLeafR|SkipD|DeleteMaliciousR|DeleteMaliciousR|AddXD|AddRandomSubTreeR|AddTreeWithMult|MultXD|AddRandomSubTreeR|SkipD|AddToLeafR,MutateNonTerminalR|DeleteMaliciousR|ReplaceBranchR|DeleteTerminalR|FellTreeD|DivXD|DeleteTerminalR|DeleteMaliciousR|ReplaceBranchXR|MutateNonTerminalR|DeleteMaliciousR|AddTreeWithSub|FellTreeD|SkipD|AddRandomSubTreeR|MutateTerminalR|AddRandomSubTreeR|AddRandomSubTreeR|MutateTerminalR|AddTreeWithAdd,AddTreeWithMult,DeleteMaliciousR,79,78,80,80,0
80,x*x*x*x*3*x+1,25,-10,-0.028779798779840292,0.0000025672317038574088,0.00015961516963221124,0.00001448516695049642,2659833.7550999997,8450.585599999999,10614397.9088,8448.0676,0.994565608726189,0.0006859202700515851,0.9772891329395836,0.0003369557482763454,243145834.97,211240.06,971949705.84,211133.28,(((((x)+(6))*((6)*(x)))*(((4)-(x))*((4)*((x)-(x)))))*((((8)*(5))*((x)+(0)))*(((6)-(7))*((3)+((x)*(x)))))),(((7)+((3)+(9)))+((1)*((2)*(x)))),MutateTerminalR|ReplaceBranchXR|MultXD|MutateTerminalR|DeleteTerminalR|MutateNonTerminalR|AddTreeWithMult|AddToLeafR|AddTreeWithMult|AddToLeafR|SkipD|DeleteMaliciousR|DeleteMaliciousR|AddXD|AddRandomSubTreeR|AddTreeWithMult|MultXD|AddRandomSubTreeR|SkipD|AddToLeafR,MutateNonTerminalR|DeleteMaliciousR|ReplaceBranchR|DeleteTerminalR|FellTreeD|DivXD|DeleteTerminalR|DeleteMaliciousR|ReplaceBranchXR|MutateNonTerminalR|DeleteMaliciousR|AddTreeWithSub|FellTreeD|SkipD|AddRandomSubTreeR|MutateTerminalR|AddRandomSubTreeR|AddRandomSubTreeR|MutateTerminalR|AddTreeWithAdd,AddTreeWithMult,AddRandomSubTreeR,79,78,81,81,0
81,x*x*x*x*3*x+1,25,-10,-0.037833013685273725,-0.0000016403531921287677,-0.03612211024137843,0.0000006834590601411518,11445.9242,8451.474699999999,20482.8392,8450.9836,-0.8323357999074207,0.0000200683269737237,0.0638298951202928,0.000009772209049557855,379874.82,211276.99,885594.76,211273.96,((((9)+((9)*(8)))*(((8)+(1))*((3)+(7))))-(((x)+((0)*(7)))*((3)*((1)+((x)*(x)))))),(((0)+((7)+(1)))*((4)*(3))),MutateTerminalR|ReplaceBranchXR|MultXD|MutateTerminalR|DeleteTerminalR|MutateNonTerminalR|AddTreeWithMult|AddToLeafR|AddTreeWithMult|AddToLeafR|SkipD|DeleteMaliciousR|DeleteMaliciousR|AddXD|AddRandomSubTreeR|AddTreeWithMult|MultXD|AddRandomSubTreeR|SkipD|AddToLeafR,MutateNonTerminalR|DeleteMaliciousR|ReplaceBranchR|DeleteTerminalR|FellTreeD|DivXD|ReplaceBranchXR|DeleteMaliciousR|ReplaceBranchXR|MutateNonTerminalR|DeleteMaliciousR|AddTreeWithSub|FellTreeD|SkipD|AddRandomSubTreeR|MutateTerminalR|AddRandomSubTreeR|AddRandomSubTreeR|MutateTerminalR|AddTreeWithAdd,AddTreeWithMult,AddRandomSubTreeR,81,81,82,82,0
82,x*x*x*x*3*x+1,25,-10,-0.03332568100922967,0.0000004586574545815626,-0.018358114550469054,0.0000024593166734689167,332707.3775,8451.0311,1304127.1648000001,8450.6084,0.95915901327401,0.0002181010629587733,0.9553948556445582,0.00010260665102645231,32524656.44,211264.32,129329759.72,211232.12,(((((5)*(4))*((8)*(1)))+(((7)*(4))*((9)+((0)*(3)))))*((((x)*(x))+((1)*(4)))-(((2)*(x))+((x)*((9)-(x)))))),(((6)*((4)+(2)))*((1)+((x)*(7)))),MutateTerminalR|ReplaceBranchXR|MultXD|MutateTerminalR|DeleteTerminalR|MutateNonTerminalR|AddTreeWithMult|AddToLeafR|AddTreeWithMult|AddToLeafR|SkipD|DeleteMaliciousR|DeleteMaliciousR|AddXD|AddRandomSubTreeR|AddTreeWithMult|MultXD|AddRandomSubTreeR|SkipD|AddToLeafR,MutateNonTerminalR|DeleteMaliciousR|ReplaceBranchR|DeleteTerminalR|FellTreeD|DivXD|DeleteTerminalR|DeleteMaliciousR|ReplaceBranchXR|MutateNonTerminalR|DeleteMaliciousR|AddTreeWithSub|FellTreeD|SkipD|AddRandomSubTreeR|MutateTerminalR|AddRandomSubTreeR|AddRandomSubTreeR|MutateTerminalR|AddTreeWithAdd,AddToLeafR,AddRandomSubTreeR,82,78,83,83,0
83,x*x*x*x*3*x+1,25,-10,-0.033555078828469316,-0.000000028361840256413385,-0.01893772392489345,0.000000815985747703686,695450.1902,8451.134,2756883.620799999,8450.955600000001,0.9807946948864465,0.00003540355796296294,0.9703997329235994,0.000026335309523709537,68914897.52,211275.35,275025831.08,211270.72,((((5)*((x)*(8)))*(((7)*(3))+((9)*(4))))*(((3)*((6)*(5)))*((5)+((x)+((x)*(x)))))),(((3)+((0)+(9)))+((x)+((9)-(2)))),MutateTerminalR|AddTreeWithAdd|MultXD|MutateTerminalR|DeleteTerminalR|MutateNonTerminalR|AddTreeWithMult|AddToLeafR|AddTreeWithMult|AddToLeafR|SkipD|DeleteMaliciousR|DeleteMaliciousR|AddXD|AddRandomSubTreeR|AddTreeWithMult|MultXD|AddRandomSubTreeR|SkipD|AddToLeafR,MutateNonTerminalR|DeleteMaliciousR|ReplaceBranchR|DeleteTerminalR|AddTreeWithAdd|DivXD|DeleteTerminalR|DeleteMaliciousR|ReplaceBranchXR|MutateNonTerminalR|DeleteMaliciousR|AddTreeWithSub|FellTreeD|SkipD|AddRandomSubTreeR|MutateTerminalR|AddRandomSubTreeR|AddRandomSubTreeR|MutateTerminalR|AddTreeWithAdd,AddToLeafR,AddRandomSubTreeR,83,83,84,84,0
