gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
85,x*x*x*x,25,-10,-0.038400000000000004,-0.01437285555076783,-0.038400000000000004,0.012677598944426816,244.832,578.484495,244.832,234.12893333333332,-0.9600000000000001,0.32201672983923674,0,0.017094215620380833,6120.8,6006.347,6120.8,5809.72,(0),((((6)/(5))/((4)+((7)+(8))))*((9)+((2)*((7)+(8))))),ReplaceBranchR|SkipD|AddToLeafR|AddTreeWithDiv|FellTreeD,AddTreeWithSub|SkipD|DeleteMaliciousR|DeleteNonTerminalR|MultXD|AddTreeWithDiv|AddToLeafR|ReplaceBranchXR|AddRandomSubTreeR|ReplaceBranchR|SkipD|SkipD|MultXD|AddTreeWithAdd|DeleteMaliciousR|AddRandomSubTreeR|AddTreeWithDiv|AddToLeafR|AddTreeWithDiv|AddTreeWithMult,ReplaceBranchR,AddTreeWithDiv,83,83,86,86,3
86,x*x*x*x,25,-10,-0.038400000000000004,-0.020002649550261462,-0.038400000000000004,0.012099977593965307,244.832,745.3741405803572,244.832,239.07864,-0.9600000000000001,0.2863117799727394,0,1.1429721328123381,6120.8,12780.872343750001,6120.8,6115.68,(0),((((x)*(1))+((9)/(6)))*((2)*((9)/(6)))),ReplaceBranchR|SkipD|AddToLeafR|AddTreeWithDiv|FellTreeD,AddTreeWithSub|SkipD|DeleteMaliciousR|DeleteNonTerminalR|MultXD|AddTreeWithDiv|AddToLeafR|ReplaceBranchXR|AddRandomSubTreeR|DeleteTerminalR|SkipD|SkipD|MultXD|AddTreeWithAdd|DeleteMaliciousR|AddRandomSubTreeR|AddTreeWithDiv|AddToLeafR|AddTreeWithDiv|AddTreeWithMult,AddToLeafR,SkipD,83,86,87,87,3
87,x*x*x*x,25,-10,-0.038400000000000004,-0.033887165387655516,-0.038400000000000004,0.013553323250617725,244.832,774.3407866666666,244.832,226.62474666666665,-0.9600000000000001,0.28571428571428575,0,1.1322882985415168,6120.8,12923.69,6120.8,6120.8,(0),((((1)/((7)*(3)))-((8)*((0)*(7))))/(((6)*(3))*((3)*((x)*((8)-(5)))))),ReplaceBranchR|SkipD|AddToLeafR|AddTreeWithDiv|FellTreeD,AddTreeWithSub|SkipD|DeleteMaliciousR|DeleteNonTerminalR|MultXD|AddTreeWithDiv|AddToLeafR|ReplaceBranchXR|AddRandomSubTreeR|ReplaceBranchR|SkipD|SkipD|MultXD|MultXD|DeleteMaliciousR|AddRandomSubTreeR|AddTreeWithMult|AddToLeafR|AddTreeWithDiv|AddTreeWithMult,ReplaceBranchR,MultXD,83,84,88,88,3
88,x*x*x*x,25,-10,-0.041001943863547254,-0.015271760946014791,-0.03840169912429748,0.011433239352465598,229.23255,5179.7608,244.572,244.792,-0.9600000000000001,0.28571428571428575,0,1.142857142857143,6120.8,12782.35,6120.8,6120.8,(0),((((0)*((5)-(6)))*((8)*((7)*(6))))*(((x)*(2))/((6)*((x)*(8))))),ReplaceBranchR|SkipD|AddToLeafR|AddTreeWithDiv|FellTreeD,AddTreeWithSub|SkipD|DeleteMaliciousR|DeleteNonTerminalR|MultXD|AddTreeWithDiv|AddToLeafR|ReplaceBranchXR|AddRandomSubTreeR|ReplaceBranchR|SkipD|SkipD|MultXD|MultXD|DeleteMaliciousR|AddRandomSubTreeR|AddTreeWithMult|AddToLeafR|AddTreeWithDiv|AddTreeWithMult,ReplaceBranchR,MultXD,83,88,89,89,3
89,x*x*x*x,25,-10,-0.038400000000000004,-0.012100641251718223,-0.038400000000000004,0.011714206878237723,244.832,659.4411972222223,244.832,242.3843555555556,-0.9600000000000001,0.28571428571428575,0,1.139868026964255,6120.8,12821.1,6120.8,6120.8,(0),((((0)*(7))/((8)*((4)*(1))))*((3)*((2)*((8)*(6))))),ReplaceBranchR|SkipD|AddToLeafR|AddToLeafR|FellTreeD,AddTreeWithSub|SkipD|DeleteMaliciousR|DeleteNonTerminalR|MultXD|AddTreeWithDiv|AddToLeafR|ReplaceBranchXR|AddRandomSubTreeR|ReplaceBranchR|SkipD|SkipD|MultXD|MultXD|DeleteMaliciousR|AddRandomSubTreeR|AddTreeWithMult|AddToLeafR|AddTreeWithDiv|AddTreeWithMult,AddToLeafR,MultXD,88,89,90,90,3
90,x*x*x*x,25,-10,-0.038400000000000004,-0.015204690870069915,-0.038400000000000004,0.01227820359616857,244.832,1147.4224030952382,244.832,237.5514,-0.9600000000000001,0.29967604608174475,0,0.1666058776118531,6120.8,6804.954,6120.8,6001.16,(0),((((5)*(0))+((5)*((5)-(3))))/(((6)+(0))*((x)*((3)*(9))))),ReplaceBranchR|SkipD|AddToLeafR|AddTreeWithDiv|FellTreeD,MutateNonTerminalR|SkipD|DeleteMaliciousR|DeleteNonTerminalR|MultXD|AddTreeWithDiv|AddToLeafR|ReplaceBranchXR|AddRandomSubTreeR|ReplaceBranchR|SkipD|SkipD|MultXD|MultXD|DeleteMaliciousR|AddRandomSubTreeR|AddTreeWithMult|AddToLeafR|AddTreeWithDiv|AddTreeWithMult,ReplaceBranchR,SkipD,89,90,91,91,3
91,x*x*x*x,25,-10,-0.038400000000000004,-0.011274812640226214,-0.038400000000000004,0.010913466026849901,244.832,627.3616,244.832,249.24599999999998,-0.9600000000000001,0.28571428571428575,0,0.014700003854088164,6120.8,6202.62,6120.8,6120.8,(0),((((7)*(4))*((5)/((4)-(1))))+((3)*((0)*((4)*(9))))),ReplaceBranchR|SkipD|ReplaceBranchR|AddTreeWithDiv|FellTreeD,MutateNonTerminalR|SkipD|DeleteMaliciousR|DeleteNonTerminalR|MultXD|AddTreeWithDiv|AddToLeafR|ReplaceBranchXR|AddRandomSubTreeR|ReplaceBranchR|SkipD|SkipD|MultXD|MultXD|DeleteMaliciousR|AddRandomSubTreeR|AddTreeWithMult|AddToLeafR|AddTreeWithDiv|AddTreeWithMult,ReplaceBranchR,MultXD,90,90,92,92,3
92,x*x*x*x,25,-10,-0.038400000000000004,-0.03776530636747113,-0.038400000000000004,0.013172224467474871,244.832,824.9501569678181,244.832,229.89042787127175,-0.9600000000000001,0.30432063035644275,0,1.0831888711567284,6120.8,15174.164999999999,6120.8,5961.36,(0),((((5)+(5))*((x)*((9)+(x))))*((4)/((5)*((2)-(0))))),ReplaceBranchR|SkipD|ReplaceBranchR|AddTreeWithDiv|FellTreeD,DivXD|SkipD|DeleteMaliciousR|DeleteNonTerminalR|MultXD|AddTreeWithDiv|AddToLeafR|ReplaceBranchXR|AddRandomSubTreeR|ReplaceBranchR|SkipD|SkipD|MultXD|MultXD|DeleteMaliciousR|AddRandomSubTreeR|AddTreeWithMult|AddToLeafR|AddTreeWithDiv|AddTreeWithMult,ReplaceBranchR,MultXD,90,92,93,93,3
93,x*x*x*x,25,-10,-0.038400000000000004,-0.022308701605775808,-0.038400000000000004,0.012495752189256311,244.832,845.9015285714285,244.832,235.68719999999996,-0.9600000000000001,0.38167746513060863,0,0.04789567457762445,6120.8,5913.86,6120.8,5298.48,(0),((((x)+(8))*((9)/((5)+(9))))*((4)*((1)*((9)+(x))))),ReplaceBranchR|SkipD|AddToLeafR|AddTreeWithDiv|FellTreeD,MutateNonTerminalR|SkipD|DeleteMaliciousR|DeleteNonTerminalR|MultXD|AddTreeWithDiv|AddToLeafR|ReplaceBranchXR|AddRandomSubTreeR|ReplaceBranchR|SkipD|SkipD|MultXD|MultXD|DeleteMaliciousR|AddRandomSubTreeR|AddTreeWithMult|AddToLeafR|AddTreeWithDiv|AddTreeWithMult,ReplaceBranchR,SkipD,92,90,94,94,3
94,x*x*x*x,25,-10,-0.038400000000000004,-0.004221301196381482,-0.038400000000000004,0.017511659436571216,244.832,431.8849365079365,244.832,192.7052888888889,-0.9600000000000001,0.3071950341588298,0,0.010740374222272031,6120.8,6074.782222222222,6120.8,5936.728888888889,(0),((((4)-(4))*((0)+((1)/(9))))*((4)*((4)*((1)*(8))))),SkipD|AddTreeWithSub|AddToLeafR|AddTreeWithDiv|FellTreeD,AddTreeWithSub|SkipD|DeleteMaliciousR|DeleteNonTerminalR|MultXD|AddTreeWithDiv|AddToLeafR|ReplaceBranchXR|AddRandomSubTreeR|ReplaceBranchR|SkipD|SkipD|MultXD|MultXD|DeleteMaliciousR|AddRandomSubTreeR|AddTreeWithMult|AddToLeafR|AddTreeWithDiv|AddTreeWithMult,SkipD,SkipD,93,94,95,95,3
95,x*x*x*x,25,-10,-0.038400000000000004,-0.011529446718952436,-0.038400000000000004,0.013886326717329202,244.832,869.6169,244.832,223.77120000000002,-0.9600000000000001,0.2877028212932017,0,0,6120.8,6120.8,6120.8,6103.76,(0),((((x)-(0))/((3)*((9)-(x))))*((0)*((7)-((5)*(3))))),ReplaceBranchR|SkipD|AddToLeafR|AddTreeWithDiv|FellTreeD,AddTreeWithSub|SkipD|DeleteMaliciousR|DeleteNonTerminalR|MultXD|AddTreeWithDiv|AddToLeafR|ReplaceBranchXR|AddRandomSubTreeR|ReplaceBranchR|SkipD|SkipD|MultXD|MultXD|DeleteMaliciousR|AddRandomSubTreeR|AddTreeWithMult|AddToLeafR|AddTreeWithDiv|AddTreeWithMult,ReplaceBranchR,SkipD,94,94,96,96,3
96,x*x*x*x,25,-10,-0.038400000000000004,-0.014895629672775799,-0.038400000000000004,0.01573013926807128,244.832,32881.071716666665,244.832,208.94293333333334,-0.9600000000000001,0.6927199058946544,0,0.4307108362934871,6120.8,9465.4,6120.8,2633.12,(0),((((4)+((3)*(8)))*((x)+((0)+(1))))-(((4)/(8))*((4)*((1)*(x))))),ReplaceBranchR|SkipD|AddToLeafR|AddTreeWithDiv|FellTreeD,AddTreeWithSub|SkipD|DeleteMaliciousR|DeleteNonTerminalR|MultXD|AddTreeWithDiv|AddToLeafR|ReplaceBranchXR|MultXD|SubXD|SkipD|SkipD|MultXD|MultXD|DeleteMaliciousR|AddRandomSubTreeR|AddTreeWithMult|AddToLeafR|AddTreeWithDiv|AddTreeWithMult,ReplaceBranchR,MultXD,95,95,97,97,3
97,x*x*x*x,25,-10,-0.038400000000000004,-0.022695156163173424,-0.038400000000000004,0.012737233228149448,244.832,4975.189956190476,244.832,233.61792000000003,-0.9600000000000001,0.28571428571428575,0,1.1418327906519143,6120.8,12795.564285714285,6120.8,6120.8,(0),((((0)*(7))-((2)-((0)*(5))))*(((4)*(x))/((5)*((x)*(x))))),ReplaceBranchR|SkipD|AddToLeafR|AddTreeWithDiv|FellTreeD,AddTreeWithSub|SkipD|DeleteMaliciousR|DeleteNonTerminalR|MultXD|AddTreeWithDiv|AddToLeafR|ReplaceBranchXR|MultXD|SubXD|SkipD|SkipD|MultXD|MultXD|DeleteMaliciousR|AddRandomSubTreeR|AddTreeWithMult|AddToLeafR|AddTreeWithDiv|AddTreeWithMult,ReplaceBranchR,MultXD,96,95,98,98,3
98,x*x*x*x,25,-10,-0.038400000000000004,-0.015111712850689412,-0.038400000000000004,0.019272737457288497,244.832,8151.423414285714,244.832,177.61440000000002,-0.9600000000000001,0.2859476819089942,0,0.3846649042958206,6120.8,8735.84,6120.8,6118.8,(0),((((0)+(5))*((6)*(8)))*((1)*((0)*((x)+(x))))),ReplaceBranchR|SkipD|AddToLeafR|AddTreeWithDiv|FellTreeD,AddToLeafR|SkipD|DeleteMaliciousR|DeleteNonTerminalR|MultXD|AddTreeWithDiv|AddToLeafR|ReplaceBranchXR|AddRandomSubTreeR|SubXD|SkipD|SkipD|MultXD|MultXD|DeleteMaliciousR|AddRandomSubTreeR|AddTreeWithMult|AddToLeafR|AddXD|AddTreeWithMult,AddTreeWithDiv,SkipD,97,98,99,99,3
99,x*x*x*x,25,-10,-0.038400000000000004,0.0037446091904433567,-0.038400000000000004,0.011437907276359769,244.832,349.4336,244.832,244.752,-0.9600000000000001,0.2859476819089942,0,0.3846649042958206,6120.8,8735.84,6120.8,6118.8,(0),((((0)+(5))*((6)*(8)))*((1)*((0)*((x)+(x))))),ReplaceBranchR|SkipD|AddToLeafR|AddTreeWithDiv|FellTreeD,AddToLeafR|SkipD|DeleteMaliciousR|DeleteNonTerminalR|MultXD|AddTreeWithDiv|AddToLeafR|ReplaceBranchXR|AddRandomSubTreeR|SubXD|SkipD|SkipD|MultXD|MultXD|DeleteMaliciousR|AddRandomSubTreeR|AddTreeWithMult|AddToLeafR|AddXD|AddTreeWithMult,FellTreeD,AddToLeafR,97,98,99,99,3
