gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
83,x*x*x*x,25,-10,-0.03801722781335773,0.002394023333322414,-0.03700313161678212,0.020740295386224027,303.4038,1166.6586,458.5808,117.8848,-0.8930795974382434,0.9908508691674291,0.03620012064626502,0.4723001684154571,8373.64,4362.22,16360.96,56,((((x)-(4))*((8)*(x)))-((4)*((x)*((2)+(5))))),(((x)*((x)+(0)))*((x)+((x)*(x)))),MutateNonTerminalR|AddTreeWithSub|MultXD|AddTreeWithMult|SubXD,MutateTerminalR|MultXD|MutateTerminalR|DeleteNonTerminalR|DeleteTerminalR|AddTreeWithAdd|DeleteMaliciousR|AddTreeWithSub|ReplaceBranchR|MutateNonTerminalR|ReplaceBranchR|SkipD|AddTreeWithAdd|DeleteNonTerminalR|DeleteMaliciousR|AddTreeWithSub|MultXD|AddXD|ReplaceBranchXR|MultXD,MutateNonTerminalR,MultXD,83,83,84,84,2
84,x*x*x*x,25,-10,-0.03429866615400037,0.00164787519075174,-0.02340855299660535,0.010659521631159328,961.9449000000001,244.63019999999997,2896.9304,179.58720000000002,0.3807000525810019,0.2621095281662529,0.6403698566369369,0.12803660645237472,74542.52,5689.3,247085.44,4516.48,((((x)*(9))*((3)*(x)))*((x)+((x)-((9)*(x))))),((((x)+(4))*((3)+((0)-(0))))*((x)*((x)+((x)+(x))))),MutateNonTerminalR|AddTreeWithSub|MultXD|AddTreeWithMult|AddToLeafR,MutateTerminalR|MultXD|MutateTerminalR|DeleteNonTerminalR|DeleteTerminalR|AddTreeWithAdd|DeleteMaliciousR|AddTreeWithSub|ReplaceBranchR|MutateNonTerminalR|ReplaceBranchR|SkipD|AddTreeWithAdd|DeleteNonTerminalR|DeleteMaliciousR|AddTreeWithSub|MultXD|AddXD|ReplaceBranchXR|AddXD,AddToLeafR,MutateTerminalR,84,84,85,85,2
85,x*x*x*x,25,-10,-0.0371041046921971,0.00027320018203326913,-0.034412730362044175,0.001293425695987453,443.1299000000001,243.1598,854.964,236.9152,-0.72,0.05520846948111359,0.11389016506116878,0.0263826020528213,16903.88,6023.48,42845.6,5782.88,((((x)*(8))*((x)*(6)))+((3)-((9)+((x)*(x))))),(((x)*((6)*(x)))+((x)+(x))),MutateNonTerminalR|AddTreeWithSub|MultXD|AddTreeWithMult|AddToLeafR,DeleteNonTerminalR|MultXD|MutateTerminalR|DeleteNonTerminalR|DeleteTerminalR|AddTreeWithAdd|DeleteMaliciousR|AddTreeWithSub|ReplaceBranchR|MutateNonTerminalR|ReplaceBranchR|SkipD|AddTreeWithAdd|DeleteNonTerminalR|DeleteMaliciousR|AddTreeWithSub|MultXD|AddXD|ReplaceBranchXR|AddXD,MutateNonTerminalR,DeleteNonTerminalR,85,85,86,86,2
86,x*x*x*x,25,-10,-0.03695902888511306,0.0004218892955169269,-0.0334774905241145,0.0013075414978434216,465.32939999999996,242.24970000000002,998.0744,236.8288,-0.5603199581754019,0.0529081165860672,0.18848785036954893,0.023747663622363732,24204.510000000002,6011.73,67279.84,5796.96,((((x)*(x))*((6)-(5)))+((7)*((9)+((9)*(x))))),(((x)*((x)*(x)))+((x)+(x))),MutateNonTerminalR|AddTreeWithSub|MultXD|AddTreeWithMult|AddToLeafR,MutateTerminalR|MultXD|MutateTerminalR|DeleteNonTerminalR|DeleteTerminalR|AddTreeWithAdd|DeleteMaliciousR|AddTreeWithSub|ReplaceBranchR|MutateNonTerminalR|ReplaceBranchR|SkipD|AddTreeWithAdd|DeleteNonTerminalR|DeleteMaliciousR|AddTreeWithSub|MultXD|AddXD|ReplaceBranchXR|AddXD,AddTreeWithSub,AddTreeWithAdd,86,86,87,87,2
87,x*x*x*x,25,-10,-0.037242040909685005,0.00010862476802687964,-0.035217861717422555,0.001227551953992943,422.0229,244.25580000000002,731.7628,237.3184,-0.8032523853091099,0.0529081165860672,0.08338679241253036,0.02624839942993953,17686.04,6037.9,30106.32,5796.96,((((x)*(x))*((3)-(3)))*((2)*((7)-((x)*(x))))),(((x)*((x)*(x)))+((x)+(x))),MutateNonTerminalR|AddTreeWithSub|MultXD|AddTreeWithMult|AddToLeafR,MutateTerminalR|MultXD|MutateTerminalR|DeleteNonTerminalR|DeleteTerminalR|AddTreeWithAdd|DeleteMaliciousR|AddTreeWithSub|ReplaceBranchR|MutateNonTerminalR|ReplaceBranchR|SkipD|AddTreeWithAdd|DeleteNonTerminalR|MultXD|AddTreeWithSub|MultXD|AddXD|ReplaceBranchXR|AddXD,AddTreeWithSub,MultXD,87,87,88,88,2
88,x*x*x*x,25,-10,-0.037336234969285065,0.0004648902104300106,-0.034329086393935435,0.001566854006012289,407.60932499999996,241.9865,867.7632000000001,235.24159999999995,-0.7505298653770749,0.12521239053718478,0.09950552862912379,0.061101537508669326,15478.999999999998,5914.78,38173.92,5354.4,((((x)*(x))*((x)-(7)))+((9)-((6)*((x)*(x))))),(((x)+((8)*(x)))*((x)+((x)+(x)))),MutateNonTerminalR|AddTreeWithSub|MultXD|AddTreeWithMult|AddToLeafR,MutateTerminalR|MultXD|MutateTerminalR|DeleteNonTerminalR|DeleteTerminalR|AddTreeWithAdd|DeleteMaliciousR|AddTreeWithSub|ReplaceBranchR|MutateNonTerminalR|ReplaceBranchR|SkipD|AddTreeWithAdd|DeleteNonTerminalR|DeleteMaliciousR|AddTreeWithSub|MultXD|AddXD|ReplaceBranchXR|AddXD,MutateNonTerminalR,MutateTerminalR,88,88,89,89,2
89,x*x*x*x,25,-10,-0.03973304640642472,0.0006294455304452094,-0.03321563833340594,0.0017202980002614051,423.39923888888893,240.9793,1038.1430222222223,234.3024,-0.6525803162985231,0.0725918180629984,0.15191350696598782,0.03417795708735126,18326.4,5885.82,53162.16,5676.48,((((x)+(x))*((3)-(8)))*((x)*((9)-((6)*(x))))),((((x)*(8))+((0)+(4)))-((6)*((x)+((x)+(x))))),MutateNonTerminalR|AddTreeWithSub|MultXD|AddTreeWithMult|AddRandomSubTreeR,MutateTerminalR|MultXD|MutateTerminalR|DeleteNonTerminalR|DeleteTerminalR|AddTreeWithAdd|DeleteMaliciousR|AddTreeWithSub|ReplaceBranchR|MutateNonTerminalR|ReplaceBranchR|SkipD|AddTreeWithAdd|DeleteNonTerminalR|DeleteMaliciousR|AddTreeWithSub|MultXD|AddXD|ReplaceBranchXR|AddXD,AddTreeWithMult,MutateTerminalR,89,89,90,90,2
90,x*x*x*x,25,-10,-0.03691236374330153,0.0025931433531546076,-0.033004263494967975,0.00966814795451575,472.4701000000001,228.9599,1070.4876000000002,185.6552,-0.4957903542020651,0.3850999869298131,0.22208446250080138,0.1888491446820093,26667.440000000002,5496.9,77154.16,3763.68,((((x)*(1))-((9)*(8)))-((1)*((x)+((x)*(x))))),((((3)-((6)*(0)))*((7)*((2)+(x))))*(((8)*(0))+((6)*((x)+((x)+(x)))))),MutateNonTerminalR|AddTreeWithSub|MultXD|AddTreeWithMult|AddToLeafR,MutateTerminalR|MultXD|MutateTerminalR|DeleteNonTerminalR|DeleteTerminalR|AddTreeWithAdd|DeleteMaliciousR|AddTreeWithSub|ReplaceBranchR|MutateNonTerminalR|ReplaceBranchR|SkipD|AddTreeWithAdd|DeleteNonTerminalR|DeleteMaliciousR|AddTreeWithSub|MultXD|AddXD|ReplaceBranchXR|AddXD,AddToLeafR,ReplaceBranchR,90,90,91,91,2
91,x*x*x*x,25,-10,-0.03700259966017514,-0.0013954189275222023,-0.03265841850738466,0.0008951771010325448,458.6621999999999,273.85630000000003,1123.4088,239.35280000000003,-0.6277584629460201,0.0371193308064305,0.17194766020995686,0.01585629472846996,17532.92,6033.26,56960.4,5893.6,((((x)+(x))*((7)*(8)))*((x)-((6)*((4)+(8))))),(((x)*((4)*(x)))+((x)+(x))),DivXD|AddTreeWithSub|MultXD|AddTreeWithMult|AddToLeafR,MutateTerminalR|MultXD|MutateTerminalR|DeleteNonTerminalR|DeleteTerminalR|AddTreeWithAdd|DeleteMaliciousR|AddTreeWithSub|ReplaceBranchR|MutateNonTerminalR|ReplaceBranchR|AddToLeafR|AddTreeWithAdd|DeleteNonTerminalR|DeleteMaliciousR|AddTreeWithSub|MultXD|AddXD|ReplaceBranchXR|AddXD,AddTreeWithMult,ReplaceBranchR,91,91,92,92,2
92,x*x*x*x,25,-10,-0.038296068487779375,-0.0013862136408214815,-0.037898826297216054,0.0033068879884982374,260.73560000000003,342.03839999999997,321.5216,224.5912,-0.9302182721212914,0.12905502548686448,0.015521394555985191,0.06041050602370883,7136.26,5849.78,10678,5330.88,((((x)+(5))+((7)*(2)))-((5)*((x)*((x)*(x))))),((((x)+(4))*((5)+(8)))*((x)+((x)+(x)))),MutateNonTerminalR|AddTreeWithSub|MultXD|AddTreeWithMult|AddToLeafR,MutateTerminalR|MultXD|MutateTerminalR|DeleteNonTerminalR|DeleteTerminalR|AddTreeWithAdd|DeleteMaliciousR|AddTreeWithSub|ReplaceBranchR|MutateNonTerminalR|ReplaceBranchR|SkipD|AddTreeWithAdd|DeleteNonTerminalR|DeleteMaliciousR|AddTreeWithSub|MultXD|AddXD|ReplaceBranchXR|AddXD,AddTreeWithSub,AddXD,92,92,93,93,2
93,x*x*x*x,25,-10,-0.035235394719644486,0.0001047741526009178,-0.027639085086916745,0.0004271337080120254,729.0799000000001,244.1907,1891.4671999999998,242.21760000000003,-0.2994860802509476,0.009462815318259063,0.33810833204748386,0.004752284730368372,29591.34,6092.92,107192.64,6062.88,((((x)*(x))*((9)-(6)))+((x)*((x)*((2)*(8))))),((x)*((x)+(x))),MutateNonTerminalR|AddTreeWithSub|MultXD|AddTreeWithMult|AddToLeafR,MutateTerminalR|MultXD|MutateTerminalR|DeleteNonTerminalR|DeleteTerminalR|AddTreeWithAdd|DeleteMaliciousR|AddTreeWithSub|ReplaceBranchR|MutateNonTerminalR|ReplaceBranchR|SkipD|AddTreeWithAdd|DeleteNonTerminalR|DeleteMaliciousR|AddTreeWithSub|MultXD|AddXD|ReplaceBranchXR|AddXD,MutateNonTerminalR,AddXD,93,93,94,94,2
94,x*x*x*x,25,-10,-0.03542827734936609,0.00024401771619065118,-0.0289670683570775,0.0013668801463860938,699.565,243.3917,1688.2592000000002,236.46560000000002,-0.4983129002744739,0.07938831525290813,0.22705225621348993,0.03916705714874673,24709.7,5994.4400000000005,76768.16,5634.88,((((1)-(x))*((x)-(5)))-((0)*((x)*((x)*(x))))),((((x)-((7)+(x)))-((8)+((1)+(8))))*(((6)-(1))*((x)+((x)+(x))))),MutateNonTerminalR|AddTreeWithSub|MultXD|AddTreeWithMult|AddToLeafR,MutateTerminalR|MultXD|MutateTerminalR|DeleteNonTerminalR|DeleteTerminalR|AddTreeWithAdd|DeleteMaliciousR|AddTreeWithSub|ReplaceBranchR|MutateNonTerminalR|ReplaceBranchR|AddToLeafR|ReplaceBranchXR|DeleteNonTerminalR|DeleteMaliciousR|AddTreeWithSub|MultXD|AddXD|ReplaceBranchXR|AddXD,MutateNonTerminalR,ReplaceBranchXR,94,94,95,95,2
95,x*x*x*x,25,-10,-0.03146251879877166,0.0003279360105231817,-0.019411350845328443,0.0012053326362567003,1727.3480000000002,242.82769999999996,4834.2456,237.45440000000002,0.6343274693816765,0.07324532740818204,0.7048391952527224,0.03763419054222763,143362.06,6004.74,418461.84,5672.48,((((x)*(0))-((0)-((9)-(3))))*((x)*((x)*((x)*(x))))),(((x)*((8)*(x)))+((x)+(x))),AddTreeWithSub|AddTreeWithSub|MultXD|AddTreeWithMult|AddToLeafR,MutateTerminalR|MultXD|MutateTerminalR|DeleteNonTerminalR|DeleteTerminalR|AddTreeWithAdd|DeleteMaliciousR|AddTreeWithSub|SubXD|MutateNonTerminalR|ReplaceBranchR|AddToLeafR|AddTreeWithAdd|DeleteNonTerminalR|DeleteMaliciousR|AddTreeWithSub|MultXD|AddXD|ReplaceBranchXR|AddXD,AddTreeWithSub,MutateTerminalR,95,95,96,96,2
96,x*x*x*x,25,-10,-0.018535839636110562,0.00042507575385394625,0.01319205168362846,0.0015239837929682412,3883.2568,242.2302,10391.428,235.50400000000002,0.45247174193134704,0.0529081165860672,0.6297547960406246,0.024851794647137666,155541.76,6021.91,279474.16,5796.96,((((x)*(0))-((7)*((x)*(8))))*((9)*((1)-((2)*(x))))),(((x)*((1)*(x)))*((x)+((x)+(x)))),AddTreeWithSub|AddTreeWithSub|MultXD|AddTreeWithMult|AddToLeafR,MutateTerminalR|MultXD|MutateTerminalR|DeleteNonTerminalR|DeleteTerminalR|AddTreeWithAdd|DeleteMaliciousR|AddTreeWithSub|ReplaceBranchR|MutateNonTerminalR|ReplaceBranchR|SkipD|AddTreeWithAdd|DeleteNonTerminalR|DeleteMaliciousR|AddTreeWithSub|MultXD|AddXD|ReplaceBranchXR|AddXD,AddTreeWithSub,AddTreeWithAdd,96,96,97,97,2
97,x*x*x*x,25,-10,-0.028751186772970855,0.0002430731344948895,-0.01455344922232388,0.0009769964710495376,1721.2933999999996,243.34419999999997,3893.8312,238.852,-0.16891804992811396,0.03314599398771404,0.3554827997372294,0.016105841799807993,80165.84,6065.3,127172.16,5917.92,((((x)*(6))*((6)+((7)-(5))))*((5)-((8)*((x)*(x))))),((((0)*(0))+((x)+((6)*(6))))-((3)*((x)+((x)+(x))))),AddTreeWithSub|AddTreeWithSub|MultXD|AddTreeWithMult|AddToLeafR,MutateTerminalR|MultXD|MutateTerminalR|DeleteNonTerminalR|DeleteTerminalR|AddTreeWithAdd|AddTreeWithAdd|AddTreeWithSub|ReplaceBranchR|MutateNonTerminalR|ReplaceBranchR|SkipD|AddTreeWithAdd|DeleteNonTerminalR|DeleteMaliciousR|AddTreeWithSub|MultXD|AddXD|ReplaceBranchXR|AddXD,AddTreeWithSub,AddTreeWithAdd,97,97,98,98,2
98,x*x*x*x,25,-10,-0.01834452556153778,0.0002226999806587892,0.013746493231564214,0.0011930466605672458,5649.568,243.4689,17567.6776,237.52960000000002,0.8454434232429335,0.0529081165860672,0.8116755733855884,0.025399064121459865,288399.78,6028.23,990058.16,5796.96,((((x)*(0))-((1)*((6)-(8))))*((x)*((x)*((x)*(x))))),(((x)*((x)*(x)))+((x)+(x))),AddTreeWithSub|AddTreeWithSub|MultXD|AddTreeWithMult|AddToLeafR,MutateTerminalR|MultXD|MutateTerminalR|DeleteNonTerminalR|DeleteTerminalR|AddTreeWithAdd|DeleteMaliciousR|AddTreeWithSub|MultXD|MutateNonTerminalR|ReplaceBranchR|SkipD|AddTreeWithAdd|DeleteNonTerminalR|DeleteMaliciousR|AddTreeWithSub|MultXD|AddXD|ReplaceBranchXR|AddXD,AddTreeWithSub,MultXD,98,98,99,99,2
99,x*x*x*x,25,-10,-0.013539098940432143,0.0004978109438520894,0.02500092746399355,0.002116324663442688,8154.0654,241.785,26366.515200000005,231.8784,0.8454434232429335,0.0529081165860672,0.8116755733855884,0.025399064121459865,288399.78,6028.23,990058.16,5796.96,((((x)*(0))-((1)*((6)-(8))))*((x)*((x)*((x)*(x))))),(((x)*((x)*(x)))+((x)+(x))),AddTreeWithSub|AddTreeWithSub|MultXD|AddTreeWithMult|AddToLeafR,MutateTerminalR|MultXD|MutateTerminalR|DeleteNonTerminalR|DeleteTerminalR|AddTreeWithAdd|DeleteMaliciousR|AddTreeWithSub|MultXD|MutateNonTerminalR|ReplaceBranchR|SkipD|AddTreeWithAdd|DeleteNonTerminalR|DeleteMaliciousR|AddTreeWithSub|MultXD|AddXD|ReplaceBranchXR|AddXD,AddTreeWithSub,MultXD,99,99,99,99,2
