gen,specEquation,range,seed,AGenFitAvg,PGenFitAvg,AGenBestFitAvg,PGenBestFitAvg,AGenDeltaAvg,PGenDeltaAvg,AGenBestDeltaAvg,PGenBestDeltaAvg,topABestFit,topPBestFit,topAStdDev,topPStdDev,topAAvgDelta,topPAvgtDelta,topABestDelta,topPBestDelta,topAEquation,topPEquation,topAStrat,topPStrat,topADomStrat,topPDomStrat,topABirthGen,topPBirthGen,topAAge,topPAge,run
80,x*x*x*x,25,-10,-0.02316852763144868,0.011555247213249438,0.009212823498975857,0.011725264671284801,10071.1798,243.74650000000003,37511.628800000006,242.28960000000004,0.9526698193396302,0.29420990720167306,0.9179790727459719,0.004625840157434462,850868.42,6087.55,3233032.24,6048,((((x)*(8))*((x)*((8)*(9))))*((3)+((7)*((x)+(x))))),((x)+((9)*(x))),AddTreeWithMult|AddRandomSubTreeR|AddTreeWithAdd|AddTreeWithMult|AddXD,DeleteMaliciousR|MutateTerminalR|MutateTerminalR|SubXD|SubXD|DeleteTerminalR|DeleteNonTerminalR|MutateTerminalR|DeleteNonTerminalR|AddTreeWithMult|AddTreeWithAdd|FellTreeD|MutateTerminalR|MutateNonTerminalR|FellTreeD|ReplaceBranchR|ReplaceBranchXR|MultXD|MutateNonTerminalR|MutateNonTerminalR,AddTreeWithMult,MutateTerminalR,80,80,81,81,1
81,x*x*x*x,25,-10,-0.029309633572548486,0.0117293491046922,-0.012598633623614401,0.012345351681386188,1635.8501999999999,242.25459999999998,4192.9984,236.976,-0.20997778068226378,0.32305767686763637,0.3391903474111237,0.017244321071162763,53017,5942.55,120889.2,5800.8,((((x)*(9))*((3)*((6)*(3))))*((3)+((5)*((x)+(x))))),((x)*((x)*(x))),AddTreeWithMult|AddRandomSubTreeR|AddTreeWithAdd|AddTreeWithMult|AddXD,DeleteMaliciousR|MutateTerminalR|MutateTerminalR|SubXD|SubXD|DeleteTerminalR|DeleteNonTerminalR|MutateTerminalR|DeleteNonTerminalR|AddTreeWithMult|AddTreeWithAdd|FellTreeD|MutateTerminalR|MutateNonTerminalR|FellTreeD|ReplaceBranchR|ReplaceBranchXR|MultXD|MutateNonTerminalR|MutateNonTerminalR,AddTreeWithMult,MutateTerminalR,81,81,82,82,1
82,x*x*x*x,25,-10,-0.022848143123568407,0.011696113486565718,-0.003942475660037176,0.012278880445133224,5015.227400000001,242.53940000000003,14481.0096,237.5456,0.8379715966813804,0.34400731930466616,0.866924463892939,0.028925146977692055,248593.69999999998,5992.950000000001,944402.32,5621.28,((((4)*(x))+((6)*((9)*(4))))*((x)*((x)*((x)+(x))))),((x)*((9)*(x))),AddTreeWithMult|AddRandomSubTreeR|AddTreeWithAdd|AddTreeWithMult|AddXD,DeleteMaliciousR|MutateTerminalR|MutateTerminalR|SubXD|SubXD|DeleteTerminalR|DeleteNonTerminalR|MutateTerminalR|DeleteNonTerminalR|AddTreeWithMult|AddTreeWithAdd|FellTreeD|MutateTerminalR|MutateNonTerminalR|FellTreeD|ReplaceBranchR|ReplaceBranchXR|MultXD|MutateNonTerminalR|MutateNonTerminalR,AddTreeWithMult,MutateTerminalR,82,82,83,83,1
83,x*x*x*x,25,-10,-0.02772884113296789,0.01163701757006554,-0.002430225334381041,0.012412756502417986,2529.208,243.0458,8354.828,236.3984,0.6951265677013476,0.32468211438280714,0.8229557027190632,0.01775956126958923,131149.28,6003.64,501913.2,5786.88,((((6)*(7))*((8)*((3)*(x))))*((3)*((3)*((x)+(x))))),((x)*((6)*(x))),AddTreeWithMult|AddRandomSubTreeR|AddXD|AddTreeWithMult|AddTreeWithMult,DeleteMaliciousR|MutateTerminalR|MutateTerminalR|SubXD|SubXD|DeleteTerminalR|DeleteNonTerminalR|MutateTerminalR|DeleteNonTerminalR|AddTreeWithMult|AddTreeWithAdd|FellTreeD|MutateTerminalR|MutateNonTerminalR|FellTreeD|AddTreeWithDiv|ReplaceBranchXR|MultXD|MutateNonTerminalR|MutateNonTerminalR,AddTreeWithMult,MutateTerminalR,83,83,84,84,1
84,x*x*x*x,25,-10,-0.028412974796355878,0.01168884319510055,0.00167882620994965,0.012215396680172528,2567.9236,242.60170000000002,9557.202,238.0896,0.6471046762896869,0.32305767686763637,0.8040368202207,0.01625394442752903,112882.74,6005.75,433613,5800.8,((((1)*(x))*((8)*(x)))*((x)*((9)*((x)+(x))))),((x)*((x)*(x))),AddTreeWithMult|AddRandomSubTreeR|AddXD|AddTreeWithMult|AddTreeWithMult,DeleteTerminalR|MutateTerminalR|MutateTerminalR|SubXD|SubXD|DeleteTerminalR|DeleteNonTerminalR|MutateTerminalR|DeleteNonTerminalR|AddTreeWithMult|AddTreeWithAdd|FellTreeD|MutateTerminalR|MutateNonTerminalR|FellTreeD|AddTreeWithDiv|ReplaceBranchXR|MultXD|MutateNonTerminalR|MutateNonTerminalR,AddTreeWithMult,MutateTerminalR,84,84,85,85,1
85,x*x*x*x,25,-10,-0.03878855672885437,0.011996867823067015,-0.02723034593369951,0.012985043971843085,1761.2617,239.96220000000002,3596.5664,231.49439999999998,0.23673275730316362,0.34400731930466616,0.5790493531826104,0.03366811601843338,117662.02,5871.110000000001,200480.24,5621.28,((((x)*(9))*((2)+((8)*(7))))*((2)*((x)*((x)+(x))))),((x)*((9)*(x))),AddTreeWithMult|AddRandomSubTreeR|AddXD|AddTreeWithMult|AddTreeWithMult,DeleteMaliciousR|MutateTerminalR|MutateTerminalR|SubXD|SubXD|DeleteTerminalR|DeleteNonTerminalR|MutateTerminalR|DeleteNonTerminalR|AddTreeWithMult|AddTreeWithAdd|FellTreeD|MutateTerminalR|MutateNonTerminalR|FellTreeD|ReplaceBranchR|ReplaceBranchXR|MultXD|MutateNonTerminalR|MutateNonTerminalR,AddTreeWithMult,MutateTerminalR,85,85,86,86,1
86,x*x*x*x,25,-10,-0.027413144804191054,0.011730586104524154,-0.0019220551022693711,0.012710196612954423,2676.0033000000003,242.24400000000003,8826.538,233.84960000000004,0.7259489880421919,0.3311238493567601,0.7551873417967117,0.021589905630722744,169847.24,6007.9,558363.2,5731.68,((((x)*(8))*((9)*((x)*(5))))*((7)*((4)+((x)+(x))))),((x)*((7)*(x))),AddTreeWithMult|AddXD|AddXD|AddTreeWithMult|AddTreeWithMult,DeleteMaliciousR|MutateTerminalR|MutateTerminalR|SubXD|SubXD|DeleteTerminalR|DeleteNonTerminalR|MutateTerminalR|DeleteNonTerminalR|AddTreeWithMult|AddTreeWithAdd|FellTreeD|MutateTerminalR|MutateNonTerminalR|FellTreeD|ReplaceBranchR|ReplaceBranchXR|MultXD|MutateNonTerminalR|MutateNonTerminalR,AddTreeWithMult,MutateTerminalR,86,86,87,87,1
87,x*x*x*x,25,-10,-0.025042494998077494,0.011499605560430946,-0.004880072790637,0.01161990962899341,3421.2251,244.22330000000002,9903.761999999999,243.19240000000002,0.7894589345031539,0.29379912989898616,0.718079082510548,0.00376485931715033,250336.82,6084.64,726794.08,6051.52,((((x)*(x))*((6)*((4)*(8))))*((7)-((x)*((x)+(x))))),((x)+((7)*(x))),AddTreeWithMult|AddRandomSubTreeR|AddXD|AddTreeWithMult|AddTreeWithMult,DeleteMaliciousR|MutateTerminalR|MutateTerminalR|SubXD|SubXD|DeleteTerminalR|DeleteNonTerminalR|MutateTerminalR|DeleteNonTerminalR|AddTreeWithMult|AddTreeWithAdd|FellTreeD|MutateTerminalR|MutateNonTerminalR|FellTreeD|ReplaceBranchR|ReplaceBranchXR|MultXD|MutateNonTerminalR|MutateNonTerminalR,AddTreeWithMult,MutateTerminalR,87,87,88,88,1
88,x*x*x*x,25,-10,-0.029533575819361082,0.011525080755083373,-0.002747525078516089,0.011959594450772078,4075.6615,244.00500000000002,15596.730799999998,240.2816,0.8799829469430507,0.3052822226786415,0.9214224263891712,0.009456071239697258,323010.41000000003,6070.870000000001,1274985.48,5953.12,((((x)*(5))-((x)*((7)*(8))))*((x)*((5)*((x)+(x))))),((x)*((3)*(x))),AddTreeWithMult|AddRandomSubTreeR|AddXD|AddTreeWithMult|AddTreeWithMult,DeleteMaliciousR|MutateTerminalR|MutateTerminalR|SubXD|SubXD|DeleteTerminalR|DeleteNonTerminalR|MutateTerminalR|DeleteNonTerminalR|AddTreeWithMult|AddTreeWithAdd|FellTreeD|MutateTerminalR|MutateNonTerminalR|FellTreeD|ReplaceBranchR|ReplaceBranchXR|MultXD|MutateNonTerminalR|MutateNonTerminalR,AddTreeWithMult,MutateTerminalR,88,88,89,89,1
89,x*x*x*x,25,-10,-0.028030026586366955,0.011650111096588683,-0.007886717246003688,0.012101686054110576,45671.1671,242.9336,180272.06159999996,239.06400000000002,0.9914229035528138,0.32468211438280714,0.92006922041705,0.019346454279629093,4486050.859999999,6035.540000000001,17840536.24,5786.88,((((x)*(8))*((7)*((x)*(9))))*((x)*((9)*((7)+(x))))),((x)*((6)*(x))),AddTreeWithMult|AddRandomSubTreeR|AddXD|AddTreeWithMult|AddTreeWithMult,DeleteMaliciousR|MutateTerminalR|MutateTerminalR|SubXD|SubXD|DeleteTerminalR|DeleteNonTerminalR|MutateTerminalR|DeleteNonTerminalR|AddTreeWithMult|AddTreeWithAdd|FellTreeD|MutateTerminalR|MutateNonTerminalR|FellTreeD|ReplaceBranchR|ReplaceBranchXR|MultXD|MutateNonTerminalR|MutateNonTerminalR,AddTreeWithMult,MutateTerminalR,89,89,90,90,1
90,x*x*x*x,25,-10,-0.014868403095831735,0.011563357731015555,0.013945495091573971,0.011950632036895273,8716.6865,243.67699999999996,26202.220799999996,240.3584,0.894658626485071,0.3052822226786415,0.9426641111949162,0.007921122087536522,427032.31,6045.74,1452610.64,5953.12,((((x)*(x))*((9)*((4)*(8))))*((9)*((x)+((1)*(4))))),((x)*((3)*(x))),AddTreeWithMult|AddRandomSubTreeR|AddXD|AddTreeWithMult|AddTreeWithMult,AddTreeWithMult|MutateTerminalR|MutateTerminalR|SubXD|SubXD|DeleteTerminalR|DeleteNonTerminalR|MutateTerminalR|DeleteNonTerminalR|AddTreeWithMult|AddTreeWithAdd|FellTreeD|MutateTerminalR|MutateNonTerminalR|FellTreeD|ReplaceBranchR|ReplaceBranchXR|MultXD|MutateNonTerminalR|MutateNonTerminalR,AddTreeWithMult,MutateTerminalR,90,90,91,91,1
91,x*x*x*x,25,-10,-0.030272841644640183,0.011776950258602988,-0.016231086876560982,0.013212465223966992,1565.0254,241.84669999999997,3943.4215999999997,229.54559999999998,0.3583776539985878,0.3375655843307132,0.5355760212838364,0.025966839269357497,99002.97,6010.24,238489.2,5676.48,((((6)*(7))*((8)*((x)*(1))))*((7)+((6)*((x)+(x))))),((x)*((8)*(x))),AddTreeWithMult|AddRandomSubTreeR|AddXD|AddTreeWithMult|AddTreeWithMult,DeleteMaliciousR|MutateTerminalR|MutateTerminalR|SubXD|SubXD|DeleteTerminalR|DeleteNonTerminalR|MutateTerminalR|DeleteNonTerminalR|AddTreeWithMult|AddTreeWithAdd|FellTreeD|MutateTerminalR|MutateNonTerminalR|FellTreeD|ReplaceBranchR|ReplaceBranchXR|MultXD|MutateNonTerminalR|MutateNonTerminalR,AddTreeWithMult,MutateTerminalR,91,91,92,92,1
92,x*x*x*x,25,-10,-0.02109125345865843,0.01161435479955935,0.020544226787507166,0.012274959389062123,5129.4522,243.24,18208.6208,237.5792,0.8099584268223946,0.3182403794088542,0.8208872829992201,0.01372314873597684,225270.2,6007.3,805192.24,5842.08,((((5)*(2))*((x)*((x)*(2))))*((9)*((8)*((x)+(x))))),((x)*((5)*(x))),AddTreeWithMult|AddRandomSubTreeR|AddXD|AddTreeWithMult|AddTreeWithMult,DeleteMaliciousR|MutateTerminalR|MutateTerminalR|SubXD|SubXD|DeleteTerminalR|DeleteNonTerminalR|MutateTerminalR|DeleteNonTerminalR|AddTreeWithMult|AddTreeWithAdd|FellTreeD|MutateTerminalR|MutateNonTerminalR|FellTreeD|ReplaceBranchR|ReplaceBranchXR|MultXD|MutateNonTerminalR|MutateNonTerminalR,AddTreeWithMult,MutateTerminalR,92,92,93,93,1
93,x*x*x*x,25,-10,-0.016323692183461504,0.011488600929850441,0.0179811498504905,0.011646750191384883,17083.513000000003,244.31760000000003,54897.49040000001,242.96239999999997,0.9478058538760379,0.2987658009223818,1.0414391177691193,0.00649475590814389,1005138.8,6092.360000000001,2931746.4,6008.96,((((x)*(x))*((x)*((5)*(8))))*((2)*((x)*((6)+(x))))),((x)+((x)*(x))),AddTreeWithMult|AddRandomSubTreeR|AddXD|AddTreeWithMult|AddTreeWithMult,DeleteMaliciousR|MutateTerminalR|MutateTerminalR|SubXD|SubXD|DeleteTerminalR|DeleteNonTerminalR|MutateTerminalR|DeleteNonTerminalR|AddTreeWithMult|AddTreeWithAdd|FellTreeD|MutateTerminalR|MutateNonTerminalR|FellTreeD|ReplaceBranchR|ReplaceBranchXR|MultXD|MutateNonTerminalR|MutateNonTerminalR,AddTreeWithMult,MutateTerminalR,93,93,94,94,1
94,x*x*x*x,25,-10,-0.025349257829786163,0.011645384823645837,0.004495531744507134,0.012192243777657454,2772.2547999999997,242.97409999999996,8930.2992,238.28799999999998,0.6452682747343662,0.34400731930466616,0.762931963448694,0.027768025762242052,125847.70999999999,5976.0199999999995,431368.24,5621.28,((((x)*(7))*((3)*((6)*(6))))*((2)*((5)*((9)+(x))))),((x)*((9)*(x))),AddTreeWithMult|AddRandomSubTreeR|AddXD|AddTreeWithMult|AddTreeWithMult,DeleteMaliciousR|MutateTerminalR|MutateTerminalR|SubXD|SubXD|DeleteTerminalR|DeleteNonTerminalR|MutateTerminalR|DeleteNonTerminalR|AddTreeWithMult|AddTreeWithAdd|FellTreeD|MutateTerminalR|MutateNonTerminalR|FellTreeD|ReplaceBranchR|ReplaceBranchXR|MultXD|MutateNonTerminalR|MutateNonTerminalR,AddTreeWithMult,MutateTerminalR,94,94,95,95,1
95,x*x*x*x,25,-10,-0.022350429265491387,0.011650566219168365,-0.002555095518371453,0.012629348171107424,2796.0235,242.92970000000003,6075.9072,234.5424,0.034703244739504945,0.3375655843307132,0.4367975686243864,0.025143813363689343,108706.96,5998.09,158521.2,5676.48,((((x)*(5))*((7)*((7)*(2))))*((7)-((2)*((x)+(x))))),((x)*((8)*(x))),AddTreeWithMult|AddRandomSubTreeR|AddXD|AddTreeWithMult|AddTreeWithMult,DeleteMaliciousR|MutateTerminalR|MutateTerminalR|SubXD|SubXD|DeleteTerminalR|DeleteNonTerminalR|MutateTerminalR|DeleteNonTerminalR|AddTreeWithMult|AddTreeWithAdd|FellTreeD|MutateTerminalR|MutateNonTerminalR|FellTreeD|ReplaceBranchR|ReplaceBranchXR|MultXD|MutateNonTerminalR|MutateNonTerminalR,AddTreeWithMult,MutateTerminalR,95,95,96,96,1
96,x*x*x*x,25,-10,-0.03425707685269899,0.011723934312974964,-0.02357440334596785,0.012307821573277072,878.7820999999999,242.30100000000002,2513.4448,237.29760000000002,-0.04237877401646836,0.34400731930466616,0.4466473208309208,0.027133274798064648,44413.94,5950.83,146535.2,5621.28,((((x)*(x))*((9)*(6)))+((4)*((7)*((8)-(9))))),((x)*((9)*(x))),AddTreeWithMult|AddRandomSubTreeR|AddTreeWithSub|AddTreeWithMult|AddTreeWithMult,DeleteMaliciousR|MutateTerminalR|MutateTerminalR|SubXD|SubXD|MutateNonTerminalR|DeleteNonTerminalR|MutateTerminalR|DeleteNonTerminalR|AddTreeWithMult|AddTreeWithAdd|FellTreeD|MutateTerminalR|MutateNonTerminalR|FellTreeD|ReplaceBranchR|ReplaceBranchXR|MultXD|MutateNonTerminalR|MutateNonTerminalR,AddTreeWithMult,MutateNonTerminalR,96,96,97,97,1
97,x*x*x*x,25,-10,-0.02245566506652062,0.011682681535560246,0.016814819801882496,0.012165543252982807,11206.310999999998,242.65449999999998,42780.51119999999,238.5168,0.9279184836528618,0.3375655843307132,0.9279913198682113,0.0235374298552458,539062.7,5977.379999999999,2122874.32,5676.48,((((3)*(8))*((6)*((8)*(6))))*((7)*((7)*((x)-(3))))),((x)*((8)*(x))),AddTreeWithMult|AddRandomSubTreeR|AddTreeWithSub|AddTreeWithMult|AddTreeWithMult,DeleteMaliciousR|MutateTerminalR|MutateTerminalR|SubXD|SubXD|MutateNonTerminalR|DeleteNonTerminalR|MutateTerminalR|DeleteNonTerminalR|AddTreeWithMult|AddTreeWithAdd|FellTreeD|MutateTerminalR|MutateNonTerminalR|FellTreeD|ReplaceBranchR|ReplaceBranchXR|MultXD|MutateNonTerminalR|MutateNonTerminalR,AddTreeWithMult,MutateNonTerminalR,97,97,98,98,1
98,x*x*x*x,25,-10,-0.02036755769646015,0.011576719663162614,0.00918131020184015,0.012006647123625298,3867.2537000000007,243.5625,10428.914,239.8784,0.6496215399726365,0.32305767686763637,0.8748496284865019,0.018450366448121255,181218.96000000002,6037.9400000000005,436727.76,5800.8,((((9)*(6))*((8)*((8)*(3))))*((x)+((2)*((9)-(x))))),((x)*((x)*(x))),AddTreeWithMult|AddRandomSubTreeR|AddTreeWithSub|AddTreeWithMult|AddTreeWithMult,DeleteMaliciousR|MutateTerminalR|MutateTerminalR|SubXD|SubXD|MutateNonTerminalR|MultXD|MutateTerminalR|DeleteNonTerminalR|AddTreeWithMult|AddTreeWithAdd|FellTreeD|MutateTerminalR|MutateNonTerminalR|FellTreeD|ReplaceBranchR|ReplaceBranchXR|MultXD|MutateNonTerminalR|MutateNonTerminalR,AddTreeWithMult,MutateTerminalR,98,98,99,99,1
99,x*x*x*x,25,-10,-0.01391508221297638,0.011743667961237563,0.021795601670054298,0.01262766771850552,5452.5681,242.13189999999997,14202.1796,234.5568,0.6496215399726365,0.32305767686763637,0.8748496284865019,0.018450366448121255,181218.96000000002,6037.9400000000005,436727.76,5800.8,((((9)*(6))*((8)*((8)*(3))))*((x)+((2)*((9)-(x))))),((x)*((x)*(x))),AddTreeWithMult|AddRandomSubTreeR|AddTreeWithSub|AddTreeWithMult|AddTreeWithMult,DeleteMaliciousR|MutateTerminalR|MutateTerminalR|SubXD|SubXD|MutateNonTerminalR|DeleteNonTerminalR|MutateTerminalR|DeleteNonTerminalR|AddTreeWithMult|AddTreeWithAdd|FellTreeD|MutateTerminalR|MutateNonTerminalR|FellTreeD|ReplaceBranchR|ReplaceBranchXR|MultXD|MutateNonTerminalR|MutateNonTerminalR,AddTreeWithMult,MutateTerminalR,99,99,99,99,1
